iso3,Year,Month,Country,Audience_Type,FB_all,FB_age_18_plus_men,FB_age_18_plus_women,FB_age_18_plus_ratio,FB_age_14_15_men,FB_age_14_15_women,FB_age_14_15_ratio,FB_age_15_16_men,FB_age_15_16_women,FB_age_15_16_ratio,FB_age_16_17_men,FB_age_16_17_women,FB_age_16_17_ratio,FB_age_17_18_men,FB_age_17_18_women,FB_age_17_18_ratio,FB_age_18_19_men,FB_age_18_19_women,FB_age_18_19_ratio,FB_age_13_14_men,FB_age_13_14_women,FB_age_13_14_ratio,FB_age_15_19_men,FB_age_15_19_women,FB_age_15_19_ratio,FB_age_20_24_men,FB_age_20_24_women,FB_age_20_24_ratio,FB_age_25_29_men,FB_age_25_29_women,FB_age_25_29_ratio,FB_age_30_34_men,FB_age_30_34_women,FB_age_30_34_ratio,FB_age_35_39_men,FB_age_35_39_women,FB_age_35_39_ratio,FB_age_40_44_men,FB_age_40_44_women,FB_age_40_44_ratio,FB_age_45_49_men,FB_age_45_49_women,FB_age_45_49_ratio,FB_age_50_54_men,FB_age_50_54_women,FB_age_50_54_ratio,FB_age_55_59_men,FB_age_55_59_women,FB_age_55_59_ratio,FB_age_60_64_men,FB_age_60_64_women,FB_age_60_64_ratio,FB_age_18_23_men,FB_age_18_23_women,FB_age_18_23_ratio,FB_age_20_plus_men,FB_age_20_plus_women,FB_age_20_plus_ratio,FB_age_20_64_men,FB_age_20_64_women,FB_age_20_64_ratio,FB_age_21_plus_men,FB_age_21_plus_women,FB_age_21_plus_ratio,FB_age_25_plus_men,FB_age_25_plus_women,FB_age_25_plus_ratio,FB_age_25_49_men,FB_age_25_49_women,FB_age_25_49_ratio,FB_age_25_64_men,FB_age_25_64_women,FB_age_25_64_ratio,FB_age_50_plus_men,FB_age_50_plus_women,FB_age_50_plus_ratio,FB_age_60_plus_men,FB_age_60_plus_women,FB_age_60_plus_ratio,FB_age_65_plus_men,FB_age_65_plus_women,FB_age_65_plus_ratio,FB_android_device_users_women,FB_android_device_users_men,FB_android_device_users_ratio,FB_iOS_device_users_women,FB_iOS_device_users_men,FB_iOS_device_users_ratio,FB_mobile_device_users_women,FB_mobile_device_users_men,FB_mobile_device_users_ratio
CAF,2025,1,CF,mau_upper,213025.0,138233.33333333334,73165.5172413793,0.5292899728095922,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,3566.6666666666665,2150.0,0.602803738317757,8645.833333333334,4991.666666666667,0.5773493975903614,1000.0,1000.0,1.0,8662.5,4995.833333333333,0.5767195767195766,29637.03703703704,17686.666666666668,0.5967758060484879,27773.33333333333,15970.0,0.5750120019203073,20520.83333333333,11320.833333333334,0.5516751269035534,17192.59259259259,9058.333333333334,0.5268741921585525,11608.333333333334,5234.482758620689,0.450924573606951,7870.0,3073.333333333333,0.3905124947056332,5513.333333333333,2046.6666666666667,0.3712212817412334,3153.333333333333,1300.0,0.4122621564482029,2253.333333333333,1200.0,0.5325443786982248,30353.33333333333,17813.333333333332,0.5868658027674061,129674.07407407407,69135.71428571429,0.5331498588239135,126395.83333333331,67583.33333333333,0.5346958958298994,125620.83333333331,66783.33333333333,0.5316262562605725,99787.5,51396.42857142857,0.5150587856337575,84333.33333333333,44393.333333333336,0.526403162055336,94996.29629629628,49200.0,0.5179149284572498,14710.0,6760.0,0.4595513256288239,6126.666666666667,3437.5,0.5610718171926006,3875.0,2223.333333333333,0.5737634408602151,,,,2007.692307692308,3737.5,0.5371751993825572,,,
COG,2025,1,CG,mau_upper,1200000.0,693334.6153846154,518992.5925925926,0.748545624401993,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,19687.5,15675.0,0.7961904761904762,43870.833333333336,34770.833333333336,0.7925728939120524,1000.0,1000.0,1.0,43503.84615384616,34596.153846153844,0.7952435682079391,143765.38461538462,125573.07692307692,0.8734583589716151,125667.85714285714,99865.5172413793,0.7946782853777306,103481.48148148147,80525.0,0.7781585540443808,83469.23076923077,59065.38461538462,0.7076306331213713,61486.206896551725,40296.2962962963,0.6553713154576819,45407.142857142855,24074.074074074077,0.5301825342725138,29359.25925925926,15282.608695652174,0.5205379522929339,18186.206896551725,9126.923076923076,0.5018596306992211,15685.185185185184,8179.310344827586,0.5214672474860563,145100.0,125014.81481481482,0.8615769456568906,657800.0,482655.5555555556,0.7337421033073207,617511.1111111111,456334.6153846154,0.7389901285557684,633933.3333333334,460818.51851851854,0.7269195265304215,519714.8148148148,354781.48148148146,0.6826464656542405,414750.0,301004.1666666667,0.7257484428370505,478245.8333333333,329844.44444444444,0.6896964311125439,107112.5,58625.0,0.5473217411599953,57875.0,33530.769230769234,0.5793653430802459,41840.74074074074,25066.666666666668,0.5990971054262194,,,,53962.06896551724,64413.333333333336,0.8377468789927123,,,
CHE,2025,1,CH,mau_upper,3400000.0,1700000.0,1700000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,5463.333333333333,4226.666666666667,0.7736424649176328,15780.0,12396.666666666666,0.7855935783692437,1000.0,1000.0,1.0,15776.666666666666,12403.333333333334,0.786182125501796,97946.66666666669,87065.5172413793,0.8889074044518714,177762.06896551725,171327.58620689655,0.9638028360264592,225733.3333333333,226923.3333333333,1.0052717070289428,220058.6206896552,228120.6896551724,1.0366360060798847,201670.0,216620.6896551724,1.0741344258202628,172568.9655172414,185100.0,1.072614646817864,159044.8275862069,166348.27586206896,1.0459206903280358,143688.88888888888,146572.41379310345,1.0200678349349916,106986.20689655172,114940.0,1.074344098498034,77103.70370370371,68307.4074074074,0.8859160342011719,1700000.0,1700000.0,1.0,1500000.0,1500000.0,1.0,1700000.0,1700000.0,1.0,1600000.0,1600000.0,1.0,989046.6666666666,999450.0,1.010518546479101,1400000.0,1400000.0,1.0,586277.7777777778,614117.2413793104,1.047485108009816,282543.3333333333,303065.5172413793,1.0726337573282425,176970.0,185610.3448275862,1.0488237827178968,,,,477123.3333333333,441762.962962963,1.0800437640430598,,,
CIV,2025,1,CI,mau_upper,8436666.666666666,5200000.0,3203703.703703704,0.6160968660968661,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,140143.33333333334,93429.62962962964,0.6666719522605163,319651.724137931,207148.27586206896,0.6480436682164856,1000.0,1000.0,1.0,319979.3103448276,206689.6551724138,0.6459469362243249,1100000.0,776059.2592592592,0.7055084175084174,1019693.3333333334,696593.1034482758,0.683139803583047,744727.5862068966,468493.3333333333,0.6290801388458018,640592.8571428572,379737.9310344828,0.5927913912873966,472396.4285714286,235433.3333333333,0.4983808494177358,311480.0,128373.33333333331,0.4121398912717777,205307.14285714287,78713.79310344828,0.3833952974457348,120470.0,48431.03448275862,0.4020173859281034,86350.0,41477.77777777778,0.4803448497716014,1100000.0,722646.6666666666,0.6569515151515151,4896551.724137931,3003703.703703704,0.6134324465310381,4781481.481481481,2900000.0,0.6065065840433772,4706666.666666667,2881481.4814814813,0.6122127793515895,3771428.5714285714,2200000.0,0.5833333333333334,3223333.333333333,1953333.3333333333,0.6059979317476731,3600000.0,2117241.379310345,0.5881226053639846,553458.6206896552,257537.93103448275,0.4653246356765917,234700.0,128713.79310344828,0.548418377091812,147130.0,87793.33333333333,0.5967058610299282,,,,331585.0,411688.0,0.8054278968539282,,,
COK,2025,1,CK,mau_upper,11325.925925925923,5300.0,5820.0,1.0981132075471698,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,5073.333333333333,5520.689655172414,1.088177987221895,4573.333333333333,5000.0,1.0932944606413997,5000.0,5400.0,1.08,4416.666666666667,4830.0,1.0935849056603772,2700.0,3000.0,1.1111111111111112,3900.0,4300.0,1.1025641025641026,1700.0,1843.3333333333333,1.084313725490196,1000.0,1000.0,1.0,1000.0,1000.0,1.0,,,,1442.857142857143,1000.0,1.4428571428571428,,,
CHL,2025,1,CL,mau_upper,14006666.666666666,6700000.0,6900000.0,1.0298507462686568,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,53191.66666666666,58120.833333333336,1.0926680244399187,137054.16666666666,143862.96296296295,1.0496796008607032,1000.0,1000.0,1.0,136907.6923076923,143950.0,1.051438363861108,697303.7037037037,678053.3333333334,0.9723931333389988,911293.3333333334,892160.0,0.979004199160168,1000000.0,969572.7272727272,0.9695727272727273,821450.0,816833.3333333334,0.99437985675736,682150.0,717829.6296296297,1.0523046685181114,550106.8965517242,608429.6296296297,1.106020726959604,503630.0,582986.6666666666,1.157569379637167,439379.1666666667,511000.0,1.1630046182587173,370000.0,468030.0,1.264945945945946,575776.9230769231,576356.6666666666,1.0010068892421833,6556666.666666667,6768965.517241379,1.0323790824465753,6000000.0,6040000.0,1.0066666666666666,6473333.333333333,6673333.333333333,1.030895983522142,5853333.333333333,6100000.0,1.0421412300683373,4000000.0,3900000.0,0.975,5300000.0,5400000.0,1.018867924528302,1900000.0,2300000.0,1.2105263157894737,926600.0,1200000.0,1.2950571983595942,565682.6086956522,746133.3333333334,1.318996415770609,,,,1327586.2068965517,1100000.0,1.206896551724138,,,
CMR,2025,1,CM,mau_upper,6062962.962962963,3500000.0,2500000.0,0.7142857142857143,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,114954.16666666669,83737.03703703704,0.7284384678273547,258369.5652173913,187262.5,0.724785443836769,1000.0,1000.0,1.0,258712.5,186955.5555555556,0.7226382782260445,833862.9629629629,606044.4444444445,0.7267914170105223,695639.2857142857,523311.1111111111,0.7522736594351092,501866.6666666667,398544.4444444445,0.7941241586964222,392975.0,309286.6666666667,0.7870390398032105,260833.3333333333,177151.85185185185,0.6791764288249911,169379.3103448276,105716.66666666669,0.6241415580890337,111620.0,72776.66666666667,0.6520038224929822,66270.0,42250.0,0.6375433831296212,49892.59259259259,31516.666666666668,0.6316902976764903,832566.6666666666,600910.0,0.7217560155342916,3243333.333333333,2300000.0,0.7091469681397738,3143333.333333333,2200000.0,0.6998939554612937,3100000.0,2200000.0,0.7096774193548387,2400000.0,1700000.0,0.7083333333333334,2030000.0,1500000.0,0.7389162561576355,2300000.0,1600000.0,0.6956521739130435,327470.0,229000.0,0.6993006993006993,151885.1851851852,109675.0,0.7220914921114877,103114.81481481482,78870.37037037036,0.7648791350885384,,,,209755.5555555556,248250.0,0.8449367796799822,,,
CHN,2025,1,CN,mau_upper,1946666.6666666667,999956.5217391304,891230.0,0.8912687508152528,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1113.7931034482758,1000.0,0.8978328173374613,7777.777777777777,6933.333333333333,0.8914285714285715,21496.296296296296,30322.222222222223,1.410578911095796,1000.0,1000.0,1.0,21540.74074074074,30344.444444444445,1.408700137551582,152759.25925925927,173896.66666666666,1.138370711601406,220559.25925925927,242781.4814814815,1.1007539755839533,214285.1851851852,192793.3333333333,0.8997044437146758,182122.22222222225,129756.66666666669,0.7124702580684522,120144.44444444444,60151.851851851854,0.5006627824532199,58381.48148148148,25064.285714285717,0.4293191107566543,32079.166666666668,14896.666666666666,0.464371996363164,16885.185185185186,6803.703703703704,0.4029392410616363,8374.074074074075,3275.862068965517,0.3911909591422776,117338.46153846152,142155.55555555556,1.2115000801247031,990692.5925925926,858193.1034482758,0.8662556981499455,985877.7777777778,853780.0,0.8660099854613487,977722.2222222222,840346.6666666666,0.859494289448264,853240.7407407408,683810.0,0.8014268041237113,786607.4074074074,652256.6666666666,0.8292022939581135,841488.8888888889,678768.9655172414,0.806628553840438,67344.44444444444,30393.103448275862,0.4513082511705705,18588.88888888889,8755.555555555555,0.4710101613867303,9929.62962962963,5377.777777777777,0.5415889593435285,,,,302486.6666666667,398753.3333333333,0.7585809105044055,,,
COL,2025,1,CO,mau_upper,39948148.14814815,19233333.33333333,19774074.074074075,1.0281147698825344,1000.0,1000.0,1.0,1086.6666666666667,1453.3333333333333,1.3374233128834354,2087.5,2636.3636363636365,1.2629286880783888,407022.2222222223,427414.8148148148,1.0501019145373809,944269.2307692308,954314.8148148148,1.010638474407771,1000.0,1000.0,1.0,946548.1481481482,956088.8888888888,1.0100795091717272,3300000.0,3100000.0,0.9393939393939394,3100000.0,2900000.0,0.935483870967742,2600000.0,2600000.0,1.0,2100000.0,2100000.0,1.0,1700000.0,1800000.0,1.0588235294117647,1300000.0,1462068.9655172413,1.1246684350132623,1100000.0,1200000.0,1.0909090909090908,918603.3333333334,1000000.0,1.0886091566544862,779116.6666666666,867572.4137931034,1.1135333781330612,3100000.0,3070000.0,0.9903225806451612,18325925.925925925,18780000.0,1.0247776879547292,17148148.14814815,17393333.333333332,1.0142980561555075,17845833.333333332,18296666.666666668,1.0252626663553586,14970000.0,15555555.555555556,1.0391152675721815,10756666.666666666,11016666.666666666,1.0241710567090176,13733333.333333334,14120689.655172411,1.028205557415467,4000000.0,4600000.0,1.15,1900000.0,2300000.0,1.2105263157894737,1166666.6666666667,1400000.0,1.2,,,,2153571.4285714286,1800000.0,1.1964285714285714,,,
CRI,2025,1,CR,mau_upper,3700000.0,1853333.3333333333,1900000.0,1.025179856115108,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,29762.068965517243,30592.59259259259,1.027905439908684,67923.33333333333,68855.55555555556,1.013724624167771,1000.0,1000.0,1.0,67990.0,68992.5925925926,1.014746177270078,254892.59259259255,235614.8148148148,0.9243690152715014,273943.3333333333,251713.3333333333,0.9188518306705769,259881.4814814815,251273.3333333333,0.966876638923726,233126.66666666663,234153.3333333333,1.0044039005976724,193414.8148148148,196278.57142857145,1.014806294008546,151917.85714285713,156626.66666666666,1.0309957605535571,121985.71428571428,129410.0,1.0608619276261857,105416.66666666669,118333.33333333331,1.1225296442687749,84681.81818181818,101076.66666666669,1.1936052961173735,233065.5172413793,228823.3333333333,0.9817983202394868,1800000.0,1800000.0,1.0,1700000.0,1700000.0,1.0,1700000.0,1800000.0,1.0588235294117647,1500000.0,1600000.0,1.0666666666666669,1100000.0,1100000.0,1.0,1400000.0,1400000.0,1.0,444430.0,508466.6666666667,1.1440871828334422,218693.3333333333,261916.66666666663,1.197643580051213,135163.33333333334,162936.66666666666,1.205479789883844,,,,396144.4444444445,323722.22222222225,1.2237171786511067,,,
CPV,2025,1,CV,mau_upper,286814.81481481483,146108.33333333334,142186.66666666666,0.9731591855358466,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,4422.222222222223,4300.0,0.972361809045226,9196.153846153846,8530.0,0.9275616896695944,1000.0,1000.0,1.0,9200.0,8603.703703703704,0.9351851851851852,22851.85185185185,19796.666666666668,0.8663047001620746,20611.11111111111,19786.666666666668,0.9600000000000002,20357.69230769231,20700.0,1.016814660872851,18573.33333333333,19044.444444444445,1.0253649198372818,14900.0,14400.0,0.9664429530201344,10859.25925925926,10504.166666666666,0.967300477489768,8081.481481481482,8022.222222222223,0.992667277726856,6952.173913043478,7136.666666666667,1.026537419220346,5633.333333333333,5946.666666666667,1.055621301775148,25592.59259259259,22737.03703703704,0.8884225759768452,136462.5,134706.66666666666,0.9871332173063416,127483.33333333331,124735.71428571428,0.9784472293296976,131829.16666666666,130983.33333333331,0.9935838680109992,113587.5,114546.66666666669,1.008444297714684,84854.16666666667,83574.07407407407,0.9849142046539542,105258.33333333331,104562.06896551725,0.9933851853267414,29337.03703703704,30216.666666666668,1.0299835879308168,14176.666666666666,15579.310344827589,1.0989403017748125,8800.0,9566.666666666666,1.0871212121212122,,,,15007.407407407409,16336.666666666666,0.9186333854768868,,,
CUW,2025,1,CW,mau_upper,117131.03448275862,53179.31034482759,64693.333333333336,1.2165132062421649,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1100.0,1.1,1000.0,1000.0,1.0,1000.0,1100.0,1.1,4700.0,4633.333333333333,0.9858156028368794,5433.333333333333,5673.333333333333,1.0441717791411045,5926.666666666667,6643.333333333333,1.120922384701912,5133.333333333333,6073.333333333333,1.1831168831168832,4900.0,6000.0,1.2244897959183674,4200.0,5300.0,1.261904761904762,4600.0,5833.333333333333,1.2681159420289854,4400.0,5700.0,1.2954545454545454,4300.0,5800.0,1.3488372093023255,3800.0,4060.0,1.068421052631579,52126.66666666666,63453.333333333336,1.2172912137101932,43770.0,51280.95238095238,1.1716004656374772,51431.03448275862,62910.0,1.2231914180355346,47223.333333333336,58716.66666666666,1.2433825086468553,25696.666666666668,29656.666666666668,1.1541055908678168,39200.0,46883.333333333336,1.1960034013605445,21442.85714285714,29200.0,1.3617588274483678,12500.0,17166.666666666668,1.3733333333333335,8366.666666666666,11648.148148148148,1.392208942009739,,,,13546.153846153846,11086.666666666666,1.2218418983301726,,,
CXR,2025,1,CX,mau_upper,1000.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,,,,1000.0,1000.0,1.0,,,
CYP,2025,1,CY,mau_upper,904636.6666666666,463383.3333333333,420773.3333333333,0.9080458943279502,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,2630.0,2156.6666666666665,0.8200253485424588,7756.666666666667,5880.0,0.7580575848732273,1000.0,1000.0,1.0,7756.666666666667,5880.0,0.7580575848732273,52090.0,35206.666666666664,0.6758814871696422,68270.0,48236.66666666666,0.706557297006982,65064.28571428572,51916.66666666666,0.7979287883777948,56956.66666666666,51466.66666666666,0.903610932287704,50518.51851851852,50312.5,0.9959219208211144,38010.71428571428,42520.68965517241,1.1186501083762357,32136.666666666668,34786.666666666664,1.0824603256923555,25989.655172413797,28062.068965517243,1.079739949582062,22803.703703703704,24376.666666666668,1.0689783985707326,40190.0,28272.41379310345,0.7034688677059828,458159.25925925927,414396.6666666667,0.9044817021414194,416392.5925925926,369943.3333333333,0.8884484016152847,450190.0,409086.6666666667,0.9086978090732062,401266.6666666667,377251.724137931,0.9401521618323584,280185.1851851852,248446.66666666663,0.8867230667547918,358020.6896551724,333853.3333333333,0.932497319232819,121403.33333333331,130482.75862068964,1.0747872816838335,66396.66666666667,67093.33333333333,1.0104924946031426,44586.66666666666,42776.66666666666,0.95940490430622,,,,83206.89655172414,74651.72413793103,1.114601136311146,,,
CZE,2025,1,CZ,mau_upper,5573333.333333333,2600000.0,2966666.6666666665,1.141025641025641,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,19883.33333333333,23996.666666666668,1.2068734283319364,53536.66666666666,64103.333333333336,1.1973725172778782,1000.0,1000.0,1.0,53546.66666666666,64103.333333333336,1.19714890438247,268763.3333333333,294936.6666666667,1.09738431581689,301920.0,291683.3333333333,0.96609477124183,344765.5172413793,342526.6666666667,0.9935061644429332,313996.6666666667,327436.6666666667,1.0428030021550123,294956.6666666667,325623.3333333333,1.1039700747002383,296482.7586206897,344168.9655172414,1.1608397301698068,239640.0,278493.3333333333,1.1621320870194178,163717.24137931035,195833.3333333333,1.1961680497633993,117026.66666666669,160317.24137931035,1.3699205996864847,228834.4827586207,256779.3103448276,1.1221180796238812,2566666.6666666665,2900000.0,1.12987012987013,2353333.333333333,2600000.0,1.1048158640226629,2500000.0,2866666.6666666665,1.1466666666666665,2300000.0,2600000.0,1.1304347826086956,1570000.0,1600000.0,1.019108280254777,2075862.0689655168,2300000.0,1.1079734219269104,762193.1034482758,963630.0,1.2642859081778537,350916.6666666667,469283.3333333333,1.3373070529565425,231883.3333333333,313410.3448275862,1.3515863357762647,,,,503593.3333333333,402320.0,1.2517233379730894,,,
DEU,2025,1,DE,mau_upper,27186666.666666668,13433333.333333334,13553333.333333334,1.0089330024813896,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,37983.333333333336,38450.0,1.0122860903905222,109403.44827586209,113823.33333333331,1.040399869721898,1000.0,1000.0,1.0,109383.33333333331,113820.0,1.0405607191833004,814176.6666666666,775900.0,0.9529872713948244,1500000.0,1373333.3333333333,0.9155555555555556,1800000.0,1700000.0,0.9444444444444444,1800000.0,1800000.0,1.0,1566666.6666666667,1650000.0,1.053191489361702,1300000.0,1366666.6666666667,1.051282051282051,1200000.0,1200000.0,1.0,1200000.0,1200000.0,1.0,892686.6666666666,982203.5714285716,1.1002780797613625,613103.3333333334,613800.0,1.001136295676096,13303333.333333334,13453333.333333334,1.0112753695815586,12075862.068965515,12123333.333333334,1.003931086997906,13186666.666666666,13343333.333333334,1.0118806875631952,12441379.310344828,12633333.333333334,1.0154286770140428,7803333.333333333,7933333.333333333,1.0166595472020503,11140000.0,11355172.413793104,1.019315297467963,4546666.666666667,4746666.666666667,1.0439882697947214,2156666.6666666665,2253333.333333333,1.044822256568779,1266666.6666666667,1300000.0,1.026315789473684,,,,2466666.6666666665,2500000.0,0.9866666666666666,,,
DJI,2025,1,DJ,mau_upper,94593.33333333331,59466.66666666666,35660.0,0.5996636771300449,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,2493.333333333333,1973.3333333333333,0.7914438502673796,1000.0,1000.0,1.0,2496.6666666666665,1973.3333333333333,0.7903871829105474,11466.666666666666,8686.666666666666,0.7575581395348837,13529.166666666666,8603.333333333334,0.6359100708346166,10676.923076923076,6107.407407407408,0.5720194257658235,8623.333333333334,4690.0,0.5438732122149207,5186.666666666667,2523.333333333333,0.4865038560411311,3086.6666666666665,1346.6666666666667,0.4362850971922247,1836.6666666666667,1000.0,0.5444646098003629,1143.3333333333333,1000.0,0.8746355685131196,1000.0,1000.0,1.0,10473.333333333334,8226.666666666666,0.7854869509866326,57062.96296296296,33833.333333333336,0.5929123125851886,56080.769230769234,33143.333333333336,0.5909928445694168,55100.0,32366.666666666668,0.5874168179068361,45429.62962962963,25158.62068965517,0.5537932158981654,41158.333333333336,22983.33333333333,0.5584126341364648,44340.74074074074,24463.33333333333,0.5517123287671233,4726.666666666667,2255.555555555556,0.4771979313587212,1743.3333333333333,1000.0,0.5736137667304015,1166.6666666666667,1000.0,0.8571428571428571,,,,2240.740740740741,2844.4444444444443,0.7877604166666667,,,
DNK,2025,1,DK,mau_upper,3844827.5862068967,1865517.2413793104,2000000.0,1.0720887245841035,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,18416.666666666668,23093.33333333333,1.2539366515837105,46884.0,55063.333333333336,1.174458948326366,1000.0,1000.0,1.0,46891.66666666666,55072.41379310345,1.1744605749373405,196872.41379310345,183772.41379310345,0.9334594433643354,212413.7931034483,204275.8620689655,0.9616883116883116,200206.89655172412,199031.0344827586,0.9941267654150876,167426.66666666666,169031.0344827586,1.0095825106479968,142582.75862068965,153789.6551724138,1.078599240610414,155793.10344827586,166582.14285714287,1.0692523556567382,156988.46153846153,168882.75862068965,1.0757654222843254,149232.14285714287,169937.93103448275,1.1387488498182403,130268.96551724138,149437.93103448275,1.1471491344168565,178500.0,188516.66666666663,1.0561157796451914,1800000.0,1964285.7142857143,1.0912698412698414,1500000.0,1565517.2413793104,1.0436781609195402,1800000.0,1900000.0,1.0555555555555556,1600000.0,1766666.6666666667,1.1041666666666667,879213.3333333334,906450.0,1.0309784504329629,1300000.0,1400000.0,1.0769230769230769,725689.6551724138,853862.0689655172,1.1766215253029222,426337.9310344828,514213.7931034483,1.2061178602047913,303456.6666666667,374020.6896551724,1.2325341003828305,,,,807540.0,644363.3333333334,1.25323704535226,,,
DMA,2025,1,DM,mau_upper,38166.66666666666,18467.85714285714,19113.793103448275,1.034976226835335,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,2200.0,2200.0,1.0,2800.0,2700.0,0.9642857142857144,2900.0,2733.333333333333,0.942528735632184,2200.0,2300.0,1.0454545454545454,1856.6666666666667,1900.0,1.0233393177737882,1300.0,1400.0,1.0769230769230769,1300.0,1563.3333333333333,1.2025641025641025,1100.0,1300.0,1.181818181818182,1000.0,1000.0,1.0,1900.0,2000.0,1.0526315789473684,18040.74074074074,18620.0,1.0321083966331348,16729.62962962963,17000.0,1.016161168917423,17651.85185185185,18230.0,1.032752832563995,15845.833333333334,16279.310344827589,1.0273558987006628,11126.666666666666,11100.0,0.9976033553025764,14359.25925925926,14717.857142857143,1.0249732856774385,4500.0,5400.0,1.2,2100.0,2500.0,1.1904761904761905,1300.0,1570.0,1.2076923076923076,,,,2928.5714285714284,2500.0,1.1714285714285717,,,
DOM,2025,1,DO,mau_upper,6536666.666666667,3400000.0,3200000.0,0.9411764705882352,1000.0,1000.0,1.0,1000.0,1000.0,1.0,1000.0,1000.0,1.0,71212.5,67318.51851851853,0.9453188487768092,167841.66666666666,158370.37037037036,0.943570053346132,1000.0,1000.0,1.0,167544.44444444444,158762.96296296295,0.9475871521099984,607696.2962962963,542731.0344827586,0.8930958404560321,641180.0,578543.3333333334,0.9023103236740594,541874.074074074,496423.3333333333,0.9161230571541836,384285.7142857143,365948.14814814815,0.9522814264078204,295200.0,283219.23076923075,0.9594147383781528,236072.41379310345,226403.7037037037,0.9590434564799531,187666.66666666663,178112.5,0.9490896980461812,144640.0,141013.7931034483,0.97492943240769,103411.11111111112,102475.0,0.9909476737939186,582100.0,532413.7931034482,0.9146431766078822,3270000.0,3000000.0,0.9174311926605504,3100000.0,2856666.6666666665,0.921505376344086,3166666.6666666665,2900000.0,0.9157894736842106,2700000.0,2500000.0,0.925925925925926,2100000.0,1900000.0,0.9047619047619048,2500000.0,2366666.6666666665,0.9466666666666668,588350.0,575413.3333333334,0.9780119543355712,260828.57142857145,260846.42857142855,1.000068463139446,157711.11111111112,162436.66666666666,1.029963364802029,,,,946016.6666666666,776570.0,1.2181988316142351,,,
