iso3;age_13_17_men;age_13_17_women;age_18_24_men;age_18_24_women;age_25_34_men;age_25_34_women;age_35_44_men;age_35_44_women;age_45_54_men;age_45_54_women;age_55_100_men;age_55_100_women;age_13_17_ratio;age_18_24_ratio;age_25_34_ratio;age_35_44_ratio;age_45_54_ratio;age_55_100_ratio;total_men;total_women;total_all;total_ratio;iso2
GLP;10363.0;9633.0;14224.000000000004;13603.0;15171.0;19271.0;15557.0;22900.0;22280.0;30339.0;64309.00000000001;81994.0;0.929557078066197;0.9563413948256464;1.2702524553424297;1.4720061708555634;1.3617145421903052;1.2750003887480756;141904.0;177740.0;319644.0;1.252536926372759;GP
GMB;123492.0;121396.0;180732.0;178414.0;202760.0;203405.0;126832.0;128688.0;81865.0;87707.0;92485.0;110496.0;0.983027240630972;0.9871743797445942;1.003181100808838;1.0146335309701022;1.0713613876504;1.1947450937989943;808166.0;830106.0;1638272.0;1.0271478879339146;GM
GNB;97228.0;95616.0;144915.0;143459.0;160681.0;161154.0;115497.0;118029.0;71740.0;80338.0;61389.0;88712.0;0.9834204138725468;0.9899527309112238;1.0029437207883944;1.0219226473414893;1.119849456370226;1.44507973741224;651450.0;687308.0;1338758.0;1.0550433648015964;GW
GNQ;72472.0;71464.0;105514.0;96548.0;151390.0;127091.0;137339.0;99096.0;87961.0;65084.99999999999;82312.0;81059.0;0.9860911800419472;0.9150254942472088;0.8394940220622233;0.7215430431268612;0.739930196337013;0.9847774322091554;636988.0;540343.0;1177331.0;0.8482781465270931;GQ
GRC;221695.0;208135.0;384656.0;348561.0;556305.0;522905.0;688431.0;689761.0;769790.0;806721.0;1718349.0000000005;2123605.0;0.938834885766481;0.906162909196789;0.9399609926209544;1.001931929271053;1.0479754218683015;1.2358403327845504;4339226.0;4699688.0;9038914.0;1.0830705752592744;GR
GRD;3524.0;3377.0;6109.0;5863.000000000001;10102.0;9748.0;9013.0;8930.0;6364.000000000001;5954.0;12571.999999999998;13756.999999999998;0.9582860385925084;0.9597315436241612;0.9649574341714512;0.9907910795517586;0.9355751099937144;1.0942570792236717;47684.0;47629.0;95313.0;0.9988465732740542;GD
GRL;1446.0;1365.0;2591.0;2466.0000000000005;4702.0;4484.0;4031.0;3583.0;3473.0;2828.0;7630.0;6451.0;0.9439834024896264;0.9517560787340796;0.9536367503190132;0.8888613247333168;0.8142816009213936;0.845478374836173;23873.0;21177.0;45050.0;0.8870690738491183;GL
GTM;766643.0;748850.0;1303654.0;1278734.0;1568061.0;1557905.0;1082171.0;1108596.0;647515.0;724679.0;785031.0;960850.0;0.9767910226793958;0.9808844984942324;0.9935232111505866;1.0244185068718346;1.119169440090191;1.2239644039534745;6153075.0;6379614.0;12532689.0;1.03681720115552;GT
GUF;12281.0;12109.0;16099.0;17064.000000000004;18218.0;21766.0;18024.0;21205.0;14834.0;16868.0;21422.0;23149.0;0.9859946258448008;1.059941611280204;1.194752442639148;1.1764869063470929;1.137117432924363;1.0806180562039025;100878.0;112161.0;213039.0;1.1118479747814192;GF
GUM;4927.0;4717.0;8519.0;7828.0;11842.0;10568.0;9531.0;9177.0;9747.0;9822.999999999998;18583.0;19934.999999999996;0.9573777146336512;0.9188871933325508;0.8924168214828576;0.9628580421781556;1.0077972709551657;1.07275466824517;63149.0;62047.99999999999;125197.0;0.9825650445771112;GU
GUY;29636.0;28665.0;52651.0;51301.0;65502.0;69556.0;43779.0;49510.0;40994.0;45915.0;53741.00000000001;65881.0;0.9672357943042246;0.9743594613587586;1.0618912399621383;1.130907512734416;1.1200419573596136;1.2258982899462234;286303.0;310828.0;597131.0;1.0856609955187335;GY
HKG;116840.0;113784.0;202583.0;204850.0;437357.0;527102.0;457267.0;710233.0;467862.0;678366.0;1298668.0;1490523.0000000002;0.973844573776104;1.011190475015179;1.2051984991665847;1.553212893123711;1.449927542736961;1.1477321378520149;2980577.0;3724858.0;6705435.0;1.249710374870369;HK
HND;435405.0;415238.0;753008.0;721621.0;921829.0;892935.0;706427.0;695131.0;458275.0;470820.0;464048.0;541217.0;0.9536822039250812;0.9583178399167074;0.9686557919093456;0.9840096712045264;1.027374393104577;1.1662952970382374;3738992.0;3736962.0;7475954.0;0.9994570729223278;HN
HRV;84310.0;79881.0;143218.0;135161.0;221859.0;210182.0;267006.0;258873.0;266219.0;267425.0;634640.0;820356.0;0.9474676788044124;0.9437431049169795;0.9473674721332016;0.9695400103368464;1.0045301049136235;1.2926320433631666;1617252.0;1771878.0;3389130.0;1.095610331599528;HR
HTI;471054.0;465524.0;773193.0;770366.0;972413.0;978433.0;733292.0;744785.0;501690.0;520817.0;545406.0;656193.0;0.9882603692994858;0.9963437330653536;1.006190785191066;1.0156731561233452;1.0381251370368154;1.2031275783544737;3997048.0;4136118.0;8133166.0;1.0347931773648953;HT
HUN;206368.0;195843.0;359141.0;339601.0;634194.0;593186.0;683737.0000000001;658760.0;778328.0;771449.0;1312479.0;1843490.0;0.9489988757946968;0.9455923996424802;0.935338398029625;0.9634698721876978;0.9911618238069296;1.4045862829043358;3974247.0;4402329.0;8376576.0;1.1077139895935004;HU
IDN;9621909.0;9136538.0;15830742.0;15053503.0;21945659.0;20946941.0;21034034.0;20347915.0;17759093.0;17748815.0;20834316.0;24197194.0;0.9495556443113315;0.9509031857129628;0.9544913187614916;0.9673805319512178;0.9994212542273414;1.1614105305880933;107025753.0;107430906.0;214456659.0;1.0037855655171144;ID
IMN;1934.0;1725.0;3237.0000000000005;2920.0;4521.0;4560.0;4951.0;5214.0;5995.0;6146.0;15241.999999999996;16320.000000000002;0.8919338159255429;0.9020698177324682;1.008626410086264;1.0531205817006666;1.0251876563803168;1.0707256265581948;35880.0;36885.0;72765.0;1.028010033444816;IM
IND;53370477.0;48514097.0;95206130.0;86335660.0;125560752.0;114967605.0;106295183.0;98601097.0;79815755.0;76345941.0;102985377.0;107218688.00000004;0.9090062470305448;0.9068287934821004;0.9156332943912282;0.927615854426818;0.9565272044347636;1.0411059426427116;563233674.0;531983088.0;1095216762.0;0.9445157712640596;IN
IRL;144181.0;137229.0;235415.0;227636.0;310885.0;308647.0;373871.0;400756.0;359848.0;366173.0;662403.0;718239.0;0.9517828285280308;0.96695622623877;0.9928011965839458;1.0719098298611018;1.017576865787777;1.0842930964986572;2086603.0;2158680.0;4245283.0;1.0345427472307862;IE
IRN;2606041.0;2468510.0;4154545.0;3964103.999999999;7588411.0;7310938.0;8592455.0;8275421.0;5677433.0;5422742.0;7197989.0;7397505.000000002;0.9472260797124834;0.9541608046127792;0.9634346373700634;0.9631032108983988;0.9551397612265966;1.0277182974300183;35816874.0;34839220.0;70656094.0;0.9727040947236212;IR
IRQ;1957650.0;1866563.0;3024299.0;2900692.0;3505869.0;3422561.0;2484982.0;2500644.0;1795164.0;1876527.0;1572164.0;2025042.0;0.953471253799198;0.9591287104879512;0.976237560502118;1.0063026613472452;1.0453234356303938;1.28806027869866;14340128.0;14592029.0;28932157.0;1.017566161194656;IQ
ISL;9941.0;9418.0;17808.0;17420.0;33289.0;29643.0;28457.0;25163.0;23934.0;22302.0;49976.0;51970.0;0.9473895986319284;0.9782120395327942;0.8904743308600438;0.8842464068594722;0.9318124843319128;1.0398991515927645;163405.0;155916.0;319321.0;0.9541690890731618;IS
ISR;303598.0;289119.0;495964.0;475043.0;620791.0;603394.0;562015.0;565087.0;490317.0;500984.0;872838.0;1018549.0;0.952308644984486;0.9578175028832738;0.971976075684087;1.0054660462799037;1.0217553133992907;1.1669393404045196;3345523.0;3452176.0;6797699.0;1.0318793205128167;IL
ITA;1184022.0;1116380.0;2172835.0;2007649.0;3327501.0;3141574.0;3620671.0;3580397.0;4626941.0;4700315.0;10689914.0;12656591.000000002;0.942870993951126;0.9239767400653984;0.944124133997255;0.9888766474501548;1.015857993434539;1.183975006721289;25621884.0;27202906.0;52824790.0;1.0617059229524262;IT
JAM;91359.0;88283.0;171031.0;165370.0;266436.0;258195.00000000003;223619.0;218449.0;170186.0;178622.0;224830.0;277238.0;0.9663306297135476;0.9669007372932392;0.9690694951132732;0.9768803187564564;1.0495692947716029;1.233100564871236;1147461.0;1186157.0;2333618.0;1.0337231505035902;JM
JEY;2126.0000000000005;2164.0;3946.0;3759.0;6305.0;6155.0;7372.0;7413.0;7783.000000000001;7781.0;16428.0;18281.0;1.017873941674506;0.9526102382159148;0.9762093576526566;1.0055615843733043;0.9997430296800718;1.1127952276600923;43960.0;45553.0;89513.0;1.0362374886260235;JE
JOR;457719.0;456778.0;706623.0000000001;691586.0;1013301.0;900075.0;778527.0;695840.0;595106.0;524818.0;605934.0;583077.0;0.9979441535090308;0.9787199114662272;0.8882602504093058;0.8937904529964921;0.881889949017486;0.9622780698887998;4157210.0;3852174.0;8009384.0;0.9266248277089684;JO
JPN;2305113.0;2175860.0;4312626.0;4096723.0;6245347.0;6000466.0;7446355.0;7266449.0;9585967.0;9400646.0;24006218.0;28284094.0;0.943927694650978;0.9499369989421758;0.9607898488266544;0.9758397229248404;0.9806674694373556;1.1781986650292018;53901626.0;57224238.0;111125864.0;1.0616421478639624;JP
KAZ;655688.0;625925.0;873034.0;838843.0;1497262.0;1459249.0;1407348.0;1417214.0;1060986.0;1169752.0;1462258.0;2100448.0;0.9546079842852088;0.9608365768114416;0.9746116578127276;1.0070103485420805;1.1025140765288135;1.436441448773062;6956576.0;7611431.0;14568007.0;1.0941346719995584;KZ
KEN;2612824.0;2608414.0;3796125.0;3909898.999999999;4157938.0;4312231.0;3148907.0;3046981.0;1991361.0;1967521.0;1808273.0;2100327.0;0.9983121710455812;1.0299710889393787;1.0371080569262938;0.9676313082602948;0.9880282881908402;1.161509904754426;17515428.0;17945373.0;35460801.0;1.0245466453917085;KE
KGZ;250084.0;234891.0;366986.0;372336.0;551907.0;560313.0;442098.0;453801.0;331932.0;350541.0;411024.00000000006;519238.0;0.9392484125333888;1.0145782127928586;1.0152308269327983;1.0264715063176038;1.0560626875384114;1.2632790299349914;2354031.0;2491120.0;4845151.0;1.0582358516094308;KG
KHM;676530.0;648968.0;986041.0;986728.0;1372048.0;1420830.0;1232461.0;1269441.0;735502.0;792769.0;970876.0;1316501.0;0.9592597519696096;1.0006967255925463;1.035554149709048;1.0300050062436052;1.0778611071077986;1.355992938336101;5973458.0;6435237.0;12408695.0;1.077305138832482;KH
KIR;4917.0;5067.0;7898.0;7814.0;10450.0;11210.0;7642.0;8493.0;4910.0;5755.0;5928.999999999998;8084.0;1.0305064063453324;0.9893643960496328;1.0727272727272728;1.1113582831719446;1.1720977596741344;1.3634677011300391;41746.0;46423.0;88169.0;1.1120346859579362;KI
KNA;1210.0;1331.0;2225.0;2389.0;3524.0;3779.0;3436.0;3934.0;3055.0;3189.0;4973.999999999999;5682.999999999998;1.1;1.0737078651685392;1.0723609534619751;1.1449359720605354;1.0438625204582652;1.142541214314435;18424.0;20305.0;38729.0;1.1020950933564917;KN
KOR;935342.0;877436.0;2088333.0;1923440.0;3765721.0;3315059.0;3862713.0;3619286.0;4300028.0;4200667.0;8141950.0;9395261.000000004;0.9380910939528;0.9210408493281484;0.88032517544449;0.9369803037398844;0.9768929411622436;1.15393253458938;23094087.0;23331149.000000004;46425236.0;1.010265051829068;KR
KWT;116734.0;110330.0;175771.0;156674.0;643380.0;329968.0;792255.0;407486.0;491397.00000000006;261458.0;282189.00000000006;182366.00000000003;0.9451402333510374;0.891352953558892;0.5128664241972085;0.5143369243488524;0.5320708103631075;0.6462548150353132;2501726.0;1448282.0;3950008.0;0.5789131183830684;KW
LAO;300927.0;292083.0;509602.0;496038.0000000001;662316.0;653416.0;511705.0;498991.00000000006;342179.0;343980.0;382427.0;428599.0000000001;0.9706108125890996;0.9733831499876376;0.9865623056063872;0.9751536529836528;1.005263327089038;1.1207341531847912;2709156.0;2713107.0;5422263.0;1.0014583877783338;LA
LBN;218691.0;203082.0;351317.0;319027.0;351826.0;405868.0;330917.0;374192.00000000006;298672.0;345144.0;507605.0;610340.0;0.9286253206579146;0.9080887062111996;1.15360433850824;1.1307729732833312;1.1555954357957894;1.2023916234079648;2059028.0;2257653.0;4316681.0;1.0964654196057555;LB
LBR;261168.0;255608.0;369094.0;363754.0;373465.0;374705.0;285198.0;290743.0;185974.0;197938.0;196974.0;225797.0;0.9787110212583472;0.985532140863845;1.0033202575877258;1.0194426328375374;1.0643315732306666;1.1463289571212445;1671873.0;1708545.0;3380418.0;1.0219346804452252;LR
LBY;280582.0;263590.0;431407.0;410786.0;543788.0;517871.0;565690.0;536574.0;477698.0;463925.0;413553.0;447852.0;0.9394401636598214;0.9522005901619583;0.9523398824541917;0.9485301136664958;0.9711679764202488;1.0829373744115025;2712718.0;2640598.0;5353316.0;0.973414118238608;LY
LCA;5066.0;4805.0;9966.0;9653.0;16049.0;15545.0;13609.0;13731.0;11943.0;12381.0;16764.0;19719.0;0.948480063166206;0.9685932169375878;0.968596174216462;1.0089646557425234;1.036674202461693;1.1762705798138868;73397.0;75834.0;149231.0;1.0332029919478998;LC
LIE;802.0;741.0;1459.0;1451.0;2474.0;2356.0;2503.0;2581.0;2912.0;2931.0;6648.999999999999;7300.0;0.9239401496259352;0.9945167923235092;0.952303961196443;1.0311626048741511;1.0065247252747254;1.0979094600691834;16799.0;17360.0;34159.0;1.033394844931246;LI
LKA;734704.0;719047.0;1207421.0;1177080.0;1592181.0;1630870.0;1552115.0;1667585.0;1332414.0;1435497.0;2223130.0;2836943.000000001;0.978689376946362;0.9748712338115704;1.0242993729984216;1.0743952606604537;1.0773655935767712;1.2761030618992146;8641965.0;9467022.0;18108987.0;1.0954709953118302;LK
LSO;97073.0;96796.0;153907.0;155112.0;201137.0;207600.0;145517.0;155801.0;68084.0;73803.0;73059.0;113871.0;0.997146477393302;1.0078294034709272;1.0321323277169292;1.070672155143385;1.0839991774866342;1.558617008171478;738777.0;802983.0;1541760.0;1.0869084987756792;LS
LTU;55290.0;53324.0;109153.0;104084.0;205262.0;184065.0;196164.0;175469.0;190025.0;195718.0;379001.0;596108.0000000001;0.9644420329173448;0.9535605984260624;0.8967319815650242;0.8945015395281499;1.0299592158926456;1.572840177202699;1134895.0;1308768.0;2443663.0;1.1532062437494215;LT
LUX;14218.0;13345.0;27206.000000000004;25406.0;53302.0;50778.0;51546.0;50713.0;48319.0;46088.0;88019.99999999997;94239.0;0.9385989590659728;0.9338381239432476;0.9526471802183782;0.9838396771815466;0.9538276868312672;1.0706543967280169;282611.0;280569.0;563180.0;0.99277452045391;LU
LVA;42413.0;40607.0;63250.0;59860.0;114811.0;106753.0;133179.0;129356.0;124125.0;132998.0;252076.0;409032.0;0.9574187159597294;0.946403162055336;0.929815087404517;0.9712942731211376;1.071484390735146;1.6226534854567671;729854.0;878606.0;1608460.0;1.2038106251387264;LV
MAC;11339.0;11504.0;24102.0;29489.0;58706.0;66915.0;55302.0;68109.0;43368.0;57493.0;86009.0;101723.0;1.014551547755534;1.2235084225375488;1.1398323851054406;1.2315829445589672;1.3257009776793949;1.1827018102756688;278826.0;335233.0;614059.0;1.2023017939503489;MO
MAF;871.0;837.0;1195.0;1202.0;1375.0;1685.0;1469.0;1857.0;1663.0;2011.0;3913.999999999999;4715.0;0.9609644087256028;1.005857740585774;1.2254545454545454;1.264125255275698;1.2092603728202045;1.2046499744506902;10487.0;12307.0;22794.0;1.1735482025364736;MF
MAR;1310455.0;1250924.0;2110308.0;2007124.0;2960042.9999999995;2837151.0;2707309.0000000005;2677587.0;2132283.0;2141135.0;3004724.0;3201644.0;0.9545722668844028;0.9511047676452916;0.9584830355504972;0.9890215708661256;1.0041514189251617;1.0655368013834217;14225122.0;14115565.0;28340687.0;0.9922983437330098;MA
MCO;634.0;593.0;1272.0;1217.0;1809.9999999999995;1741.0;1651.0;1784.9999999999995;1806.0;2008.0;9562.0;10263.000000000002;0.9353312302839116;0.9567610062893082;0.9618784530386744;1.081162931556632;1.1118493909191585;1.0733110227985778;16735.0;17607.0;34342.0;1.0521063639079773;MC
MDA;74109.0;76267.0;106597.0;108198.0;200040.0;208674.0;225374.0;239556.0;174377.0;206043.0;341188.9999999999;541257.0;1.0291192702640706;1.0150191844048142;1.0431613677264546;1.0629265132623993;1.1815950498058805;1.5863846724249615;1121686.0;1379995.0;2501681.0;1.2302863724785724;MD
MDG;1379358.0;1354280.0;2139049.0;2109189.0;2307365.0;2288778.0;1569647.0;1571538.0;1086860.0;1106793.0;1132064.0;1238796.9999999998;0.98181907815085;0.9860405254858584;0.9919444907936108;1.0012047294710211;1.018339988590987;1.09428177205529;9614343.0;9669375.0;19283718.0;1.0057239480638458;MG
MDV;13830.0;12067.0;30121.0;18778.0;95013.0;40012.0;73280.0;35515.0;32544.0;21205.0;28809.0;24915.000000000004;0.8725234996384671;0.6234188771953122;0.4211213202403882;0.4846479257641921;0.6515794001966568;0.8648339060710196;273597.0;152492.0;426089.0;0.5573599125721408;MV
MEX;4535347.0;4395674.0;7796981.0;7674492.0;10199634.0;10572517.0;8307989.000000001;9432979.0;6872040.0;8067461.0;9577003.0;11528223.0;0.9692034589635588;0.9842902015536528;1.0365584686666207;1.1354106270482542;1.1739543134207602;1.2037401471002984;47288994.0;51671346.0;98960340.0;1.0926717113077091;MX
MHL;2093.0;1884.0;2639.0;2369.0;2172.0;2196.0;2579.0;2601.0;2036.0;1945.0;2175.0000000000005;2102.0000000000005;0.9001433349259437;0.8976885183781735;1.011049723756906;1.0085304381543234;0.9553045186640472;0.9664367816091954;13694.0;13097.0;26791.0;0.9564042646414488;MH
MKD;41750.0;40664.0;75377.0;74028.0;120360.0;117614.0;127335.0;128708.0;122065.0;128244.0;255602.0;310328.0;0.9739880239520958;0.9821032941082825;0.9771851113326686;1.0107825813798248;1.0506205710072505;1.21410630589745;742489.0;799586.0;1542075.0;1.0768994557495128;MK
MLI;1131874.0;1103716.0;1553031.0;1510357.0;1527225.0;1483778.0;1107032.0;1070455.0;668315.0;653308.0;610295.0;672283.9999999999;0.9751226726649788;0.9725221196486096;0.9715516705135132;0.9669594013542516;0.9775450199382028;1.1015721904980376;6597772.0;6493898.0;13091670.0;0.984256200426447;ML
MLT;9252.0;8473.0;18992.0;16838.0;50002.0;40945.0;48069.0;39936.0;36159.0;31724.0;78589.0;85288.0;0.9158019887591872;0.8865838247683235;0.8188672453101876;0.8308057167821257;0.8773472717718963;1.0852409370268103;241063.0;223204.0;464267.0;0.925915632013208;MT
MMR;1801563.0;1721291.0;3215173.0000000005;3094162.0;4351334.0;4247034.0;4015903.000000001;3984938.0;3222237.0;3307820.0;3893580.0;4687167.0;0.9554431346558516;0.962362522949776;0.9760303392017252;0.9922894053964948;1.0265601195691068;1.2038193641841186;20499790.0;21042412.0;41542202.0;1.0264696370060375;MM
MNE;15875.0;15056.0;27375.0;26620.0;38715.0;37864.0;43321.0;44135.0;38737.0;42706.0;82273.0;107512.99999999996;0.9484094488188975;0.9724200913242008;0.978018855740669;1.018789963297246;1.1024601801894829;1.306783513424817;246296.0;273894.0;520190.0;1.1120521648747848;ME
MNG;111346.0;103915.0;157110.0;147700.0;268198.0;255586.0;252955.0;247238.0;184760.0;194447.0;183320.0;245510.0;0.93326208395452;0.9401056584558588;0.952975040828045;0.9773991421399064;1.052430179692574;1.3392428540257473;1157689.0;1194396.0;2352085.0;1.0317071337811796;MN
MNP;1695.0;1548.0;2227.0;1981.0;2614.0;2322.0;3004.0;2670.0;3946.0;3594.0;5506.999999999999;4941.999999999999;0.913274336283186;0.8895374943870678;0.8882938026013772;0.888814913448735;0.910795742524075;0.8974033048846922;18993.0;17057.0;36050.0;0.8980677091560049;MP
MOZ;1505358.0;1506588.0;2217703.0;2252851.0;2279527.0;2408901.0;1409269.0;1634113.0000000002;862707.0;1021499.0;726057.0;1249669.0;1.0008170813852917;1.0158488309751126;1.0567547565788868;1.15954654505279;1.1840624916686662;1.7211720291933;9000621.0;10073621.0;19074242.0;1.119213996456467;MZ
MRT;225064.0;224535.0;311270.0;325164.0;324693.0;356406.0;221495.0;253036.00000000003;149633.0;172509.0;170337.0;194943.0;0.9976495574592116;1.044636489221576;1.0976707228058504;1.1424005056547553;1.1528807148155822;1.144454816041142;1402492.0;1526593.0;2929085.0;1.0884860662306808;MR
MSR;116.0;100.0;156.0;150.0;276.0;283.0;278.0;309.0;294.0;294.0;771.0000000000002;714.0;0.8620689655172413;0.9615384615384616;1.0253623188405796;1.1115107913669064;1.0;0.9260700389105057;1891.0;1850.0;3741.0;0.978318350079323;MS
MTQ;8510.000000000002;8082.0;12189.0;12005.000000000002;13946.0;17795.0;14496.0;20447.0;20401.0;26876.0;64154.000000000015;80125.00000000001;0.9497062279670974;0.984904422019854;1.2759931163057507;1.4105270419426048;1.317386402627322;1.248947844249774;133696.0;165330.0;299026.0;1.236611416945907;MQ
MUS;34136.0;34843.0;67301.0;65022.0;108879.0;98403.0;99735.0;92213.0;85499.0;83994.0;153927.0;171726.99999999994;1.0207112725568317;0.9661372044991902;0.9037830986691648;0.9245801373640148;0.9823974549409936;1.1156392315838024;549477.0;546202.0;1095679.0;0.9940397869246574;MU
MWI;1025238.0;1041762.0;1452307.0;1481375.0;1490804.0;1616844.0;1043799.0;1172474.0;573237.0;590846.0;509625.0;699950.0;1.0161172332668122;1.0200150519139548;1.084544983780564;1.1232756498138052;1.0307185335210394;1.3734608780966395;6095010.0;6603251.0;12698261.0;1.0833864095382943;MW
MYS;1145047.0;1057859.0;2271822.0;2014955.0;3420636.0;2838425.0;3022419.0;2578463.0;1994249.0;1836471.0;2665052.0;2730133.0;0.9238564006542964;0.8869334833450861;0.8297945177446533;0.8531123580152189;0.920883500505704;1.0244201614077324;14519225.0;13056306.0;27575531.0;0.8992426248646191;MY
MYT;14110.999999999998;15022.0;13199.0;16673.0;17127.0;24845.0;17317.0;20644.0;11994.0;11029.0;10672.0;9951.0;1.0645595634611298;1.2632017577089174;1.450633502656624;1.1921233470000578;0.9195431048857762;0.9324400299850076;84420.0;98164.0;182584.0;1.162805022506515;YT
NAM;113902.0;113088.0;184221.0;181522.0;236954.0;246241.0;166884.0;174328.0;110775.0;116503.0;100671.0;144833.0;0.9928535056452038;0.9853491187215356;1.039193261139293;1.0446058339924738;1.051708417964342;1.4386764808137396;913407.0;976515.0;1889922.0;1.069090777714644;NA
NCL;8578.999999999998;8454.0;14626.0;14648.0;20197.0;20617.0;20382.0;21148.0;19149.0;20232.0;29719.999999999996;32477.000000000007;0.985429537242103;1.001504170654998;1.0207951675991485;1.0375821803552154;1.056556478145073;1.0927658142664878;112653.0;117576.0;230229.0;1.043700567228569;NC
NER;1251785.0;1207849.0;1739004.9999999998;1674218.0;1655240.0;1586779.0;1096653.0;1042375.0;719176.0;692841.0;766077.0;815500.9999999999;0.9649013209137351;0.9627447879678324;0.9586398347067496;0.9505057661812808;0.9633817035051224;1.0645157079510283;7227936.0;7019563.0;14247499.0;0.971171161449133;NE
NGA;10673613.0;10284988.0;15328682.000000002;14776399.0;15913432.0;15426806.0;11683079.0;11418126.999999998;7705584.0;7638177.0;7757429.0;8289068.0;0.9635901170484632;0.9639706140423552;0.969420424205162;0.9773217317113064;0.9912521880236462;1.0685328863467525;69061819.0;67833565.0;136895384.0;0.9822151513269582;NG
NIC;265256.0;258109.0;440478.00000000006;429541.0;582345.0;583677.0;442472.0;478634.0;317196.0;342837.0;339626.99999999994;434910.0;0.973056217389993;0.9751701560577372;1.0022873039177806;1.0817272053372868;1.08083645443196;1.2805518995839555;2387374.0;2527708.0;4915082.0;1.0587817409421398;NI
NIU;61.0;65.0;61.0;92.0;100.0;82.0;98.0;108.0;99.0;127.0;261.00000000000006;270.0;1.0655737704918034;1.5081967213114753;0.82;1.1020408163265305;1.2828282828282829;1.0344827586206895;680.0;744.0;1424.0;1.0941176470588236;NU
NLD;404265.0;386558.0;817822.0;790401.0;1218809.0;1187736.0;1107787.0;1096710.0;1171963.0;1179697.0;2919323.0000000005;3183169.0;0.95619952259038;0.9664706990029616;0.9745054393264244;0.9900007853495302;1.0065991844452429;1.0903791735275608;7639969.0;7824271.0;15464240.0;1.0241233963122105;NL
NOR;135347.0;128114.0;238151.0;225041.0;389938.0;372581.0;372433.0;355787.0;377548.0;362423.0;816097.0;866406.0;0.946559583884386;0.9449508925009764;0.9554877954956942;0.9553047125254744;0.9599388687001388;1.0616458582742003;2329514.0;2310352.0;4639866.0;0.9917742499079208;NO
NPL;1214010.0;1189387.0;2042959.0;2147922.0;2231308.0;2676879.0;1638775.0;2036988.0;1292674.0;1467910.9999999998;1785574.0;2020145.0;0.9797176300030478;1.0513779277998236;1.199690495440343;1.242994309774069;1.1355616342558137;1.131370080433519;10205300.0;11539232.0;21744532.0;1.1307097292583266;NP
NRU;531.0;463.0;654.0;647.0;988.0;885.0;829.0;803.0;434.0;433.0;407.0;516.0000000000001;0.871939736346516;0.9892966360856268;0.895748987854251;0.9686369119420988;0.9976958525345622;1.267813267813268;3843.0;3747.0;7590.0;0.9750195160031224;NR
NZL;134592.0;127507.0;233058.0;220047.0;380685.0;367741.0;332615.0;338265.0;317091.0;329761.0;705807.0;778081.0;0.9473594270090347;0.944172695208918;0.9659981349409617;1.0169866061362236;1.0399569839572866;1.1023990977703535;2103848.0;2161402.0;4265250.0;1.02735653906556;NZ
OMN;119387.0;113908.0;288603.0;186787.0;823143.0;358504.0;722185.0;322021.0;315933.0;156053.0;184984.0;148251.00000000003;0.9541072311055644;0.6472108744538345;0.4355306429138072;0.4458982116770633;0.4939433360870817;0.8014260692816677;2454235.0;1285524.0;3739759.0;0.5237982507787559;OM
PAK;10992094.0;10396262.0;16948083.0;16006978.999999998;19158659.0;18062771.0;13695104.0;13283006.0;9160583.0;9062960.000000002;11167316.0;12046159.0;0.9457944955710896;0.9444713599762284;0.9427993368429388;0.969909100361706;0.9893431455181404;1.078697781991662;81121839.0;78858137.0;159979976.0;0.9720950359618944;PK
PAN;149255.0;142963.0;253262.0;243841.99999999997;339388.0;332526.0;303937.0;301222.0;258429.0;261570.0;370702.0000000001;418412.0;0.9578439583263544;0.9628053162337814;0.9797812533147902;0.9910672277478556;1.012154208699488;1.1287017604436984;1674973.0;1700535.0;3375508.0;1.0152611415228785;PA
PER;1177426.0;1143373.0;1962139.0;1947184.0;2691434.0;2778737.0;2346350.0;2386237.0;1922805.0;1904049.0;2729379.0;2978357.9999999995;0.971078437201149;0.9923782158144758;1.032437354956503;1.0169995951158182;0.9902455007138008;1.0912218493657346;12829533.0;13137938.0;25967471.0;1.02403867701186;PE
PHL;4595206.0;4473328.0;7596662.0;7492532.000000001;9723053.0;9526693.0;7521956.0;7384801.0;5595073.0;5646800.0;6336942.000000002;7700207.0;0.9734771411771312;0.9862926638041816;0.9798046971460508;0.9817660459593224;1.0092450983213266;1.2151297897313875;41368892.0;42224361.0;83593253.0;1.0206790406665955;PH
PLW;478.0;476.0;711.0;654.0;1448.0;1043.0;1606.0;1135.0;1592.0;1237.0;2129.0000000000005;2166.0;0.99581589958159;0.919831223628692;0.7203038674033149;0.7067247820672479;0.7770100502512562;1.0173790511977452;7964.0;6711.0;14675.0;0.8426670015067805;PW
PNG;440290.0;397800.0;709924.0;644195.0;860494.0;815894.0;644058.0;657813.0;464414.0;464067.00000000006;478518.0;435208.0;0.9034954234708942;0.9074140330514252;0.9481693073978436;1.021356772216167;0.99925282183569;0.909491387993764;3597698.0;3414977.0;7012675.0;0.9492116903642274;PG
POL;826905.0;786470.0;1343479.0;1284948.0;2601113.0;2490986.0;3276110.0;3178140.0;2666090.0;2655245.0;5283367.0;6941193.000000002;0.9511007915056748;0.9564332602147112;0.9576615856366102;0.970095631709558;0.9959322453480564;1.3137821014515936;15997064.0;17336982.0;33334046.0;1.0837602450049584;PL
