iso2;age_13_17_women;age_13_17_men;age_18_24_women;age_18_24_men;age_25_34_women;age_25_34_men;age_35_44_women;age_35_44_men;age_45_54_women;age_45_54_men;age_55_100_women;age_55_100_men;age_13_17_ratio;age_18_24_ratio;age_25_34_ratio;age_35_44_ratio;age_45_54_ratio;age_55_100_ratio;total_men;total_women;total_all;total_ratio;iso3;age_13_17_ratio_std;age_18_24_ratio_std;age_25_34_ratio_std;age_35_44_ratio_std;age_45_54_ratio_std;age_55_100_ratio_std;total_ratio_std;age_13_17_women_pen;age_13_17_men_pen;age_18_24_women_pen;age_18_24_men_pen;age_25_34_women_pen;age_25_34_men_pen;age_35_44_women_pen;age_35_44_men_pen;age_45_54_women_pen;age_45_54_men_pen;age_55_100_women_pen;age_55_100_men_pen;total_men_pen;total_women_pen;total_all_pen
MX;500.0;500.0;12633000.0;12102000.0;19259500.0;25493500.0;6082000.0;7229000.0;3548000.0;3915000.0;3089500.0;2924000.0;1.0;1.0438770451165096;0.7554670798438817;0.8413335177756259;0.906257982120051;1.0566005471956224;51664000.0;44612500.0;96276500.0;0.8635123103127903;MEX;1.0317751043412229;1.060537881479265;0.7288224472428251;0.7409949297047312;0.7719704010280651;0.8777646485754238;0.7902760741186747;0.00011374819879727204;0.0001102451477251906;1.646102439093037;1.5521392190131027;1.8216570377706651;2.49945243133234;0.6447592006724493;0.8701263326179174;0.43979140401174543;0.5696998271255697;0.2679944688786815;0.305314721108472;1.0925163686078836;0.8633895466938291;0.9728796404701116
NG;500.0;500.0;5251000.0;7527000.0;7131000.0;13719500.0;2228500.0;4854000.0;1019500.0;2023500.0;928500.0;1566000.0;1.0;0.6976218945130862;0.5197711286854477;0.4591058920477956;0.5038299975290339;0.592911877394636;29690500.0;16559000.0;46249500.0;0.5577204829827722;NGA;1.0377856541981383;0.7236962251241758;0.5361668845708647;0.46975921761597755;0.5082763030602411;0.5548840704582944;0.567819059021132;4.861454383806768e-05;4.684449398718129e-05;0.35536398279445486;0.4910402603433223;0.46224733752404745;0.8621333223405234;0.19517211535657297;0.41547266777875935;0.1334742570118498;0.2626017703525132;0.11201500578834678;0.2018710064893923;0.4299119315116794;0.24411218841291918;0.33784557702836787
NL;500.0;500.0;952500.0;714000.0;1002500.0;730500.0;622000.0;462000.0;422500.0;299500.0;308000.0;242000.0;1.0;1.334033613445378;1.3723477070499657;1.3463203463203464;1.4106844741235391;1.2727272727272727;2448500.0;3308000.0;5756500.0;1.351031243618542;NLD;1.0458068388184956;1.380314597040143;1.4082504331617982;1.3599184629384045;1.4014361385569727;1.1672336592873331;1.319207478789667;0.001293466957093114;0.0012368124868588674;1.2050845077372119;0.8730506149259863;0.8440427839183118;0.5993556004263179;0.5671508420639914;0.4170476815488898;0.35814281124729486;0.25555414292089423;0.09675892169093127;0.08289593169375227;0.32048559359337714;0.422786991912729;0.3722459040987465
NO;500.0;500.0;309000.0;253000.0;277000.0;228500.0;146500.0;127000.0;124000.0;96500.0;59000.0;49500.0;1.0;1.2213438735177866;1.212253829321663;1.153543307086614;1.2849740932642486;1.1919191919191918;755000.0;916000.0;1671000.0;1.2132450331125828;NOR;1.056457530012333;1.292494544648017;1.268727695985653;1.2075134686994995;1.3385999204347696;1.1227088417758841;1.2233076561780303;0.003902774091824469;0.003694208220352132;1.373083127074622;1.0623511973495807;0.743462495403684;0.5859905933763829;0.411763217880361;0.3410009317112071;0.34214164112101053;0.25559663936770954;0.06809740468094634;0.06065455454437402;0.3241019371422537;0.39647638108824973;0.3601397109313071
OM;500.0;500.0;265000.0;340500.0;479500.0;906000.0;128500.0;273000.0;44500.0;81500.0;39500.0;51500.0;1.0;0.7782672540381792;0.5292494481236203;0.4706959706959707;0.5460122699386503;0.7669902912621359;1653000.0;957500.0;2610500.0;0.5792498487598307;OMN;1.048100221231169;1.2024940938993647;1.2151830341553265;1.0556130488293298;1.1054147916318662;0.9570318718850795;1.1058644199338816;0.004389507321698212;0.004188060676623083;1.418728284088293;1.1798214155778006;1.3375025104322407;1.100659302211159;0.39904229848363926;0.3780194825425618;0.28515952913433257;0.2579660877464526;0.26644002401332867;0.2784024564286641;0.6735296334703075;0.7448324574259213;0.6980396330351769
PA;500.0;500.0;386000.0;383000.0;557500.0;733000.0;214000.0;278500.0;134000.0;156000.0;142500.0;138500.0;1.0;1.0078328981723237;0.7605729877216917;0.7684021543985637;0.8589743589743589;1.0288808664259927;1689500.0;1434500.0;3124000.0;0.8490677715300384;PAN;1.0440113875618164;1.0467670682528813;0.7762681569467936;0.7753279826886359;0.8486595734043837;0.9115613198136011;0.8363048055364828;0.003497408420360513;0.0033499715252420354;1.582992265483387;1.5122679280744842;1.6765606298454858;2.1597699388310723;0.7104394765322586;0.9163083138939978;0.5122911648889399;0.6036474234702762;0.34057340611645937;0.373615464712896;1.0086729756240846;0.8435580567292058;0.9254903261968273
PK;500.0;500.0;9237000.0;19565000.0;11184000.0;24621500.0;2374000.0;6163000.0;798000.0;1878000.0;922500.0;2048500.0;1.0;0.4721185790953233;0.4542371504579331;0.3852020120071394;0.4249201277955272;0.4503295093971198;54276500.0;24516000.0;78792500.0;0.4516871942737649;PAK;1.0573121377664394;0.4998760143528398;0.481796213369213;0.39715269385913265;0.4294972171389405;0.41747514170804206;0.4646533287013625;4.809420924559231e-05;4.548723837332541e-05;0.5770607932952246;1.1544078465983438;0.6191741012494705;1.2851369190296669;0.17872460495764286;0.4500148374192704;0.08805070308155391;0.2050087860128553;0.07658042700581986;0.18343709446388012;0.6690738359617315;0.31088738502660795;0.49251476322261734
PL;500.0;500.0;1720500.0;1497500.0;2198000.0;1745000.0;1428500.0;1144000.0;961000.0;754000.0;528000.0;379000.0;1.0;1.148914858096828;1.2595988538681948;1.2486888111888113;1.2745358090185677;1.3931398416886545;5520000.0;6836500.0;12356500.0;1.2384963768115942;POL;1.0514132770480755;1.2012493771273767;1.3152859765497122;1.287181150365867;1.2797414833909164;1.0604040351511705;1.1427770879397112;0.0006357521583785777;0.0006046643810353064;1.3389646896216811;1.114643399710751;0.8823815147897258;0.6708666636166902;0.44947673796623183;0.349194624112133;0.36192517074695557;0.2828111579128987;0.07606761546610213;0.07173455866306468;0.34506331911905835;0.39433045497768876;0.3706870747103427
PR;500.0;500.0;48500.0;33000.0;64500.0;103500.0;57000.0;59500.0;41500.0;37000.0;46500.0;61500.0;1.0;1.4696969696969695;0.6231884057971014;0.957983193277311;1.1216216216216215;0.7560975609756098;295000.0;258500.0;553500.0;0.8762711864406779;PRI;1.056219777139253;1.5118018296932034;0.586363736671317;0.8528225947545669;1.0064529616493234;0.5968511835319517;0.7648449171210248;0.007008199593524424;0.006635171718244068;0.3405540146754204;0.2252636608757978;0.3262865554763025;0.55645759631824;0.27759785324326824;0.32550480598272363;0.18218214702757754;0.18101407017475196;0.06705409029950828;0.11234641423127652;0.2197458397270682;0.1680714885737395;0.19215440674106127
PT;500.0;500.0;588000.0;423000.0;725000.0;527500.0;467000.0;336500.0;376500.0;251500.0;263000.0;169500.0;1.0;1.3900709219858156;1.3744075829383886;1.387815750371471;1.497017892644135;1.551622418879056;1708500.0;2420000.0;4128500.0;1.4164471758852797;PRT;1.0438049916970282;1.455890757407416;1.4024982481541852;1.3128602202092934;1.3744062408091133;1.231311180417367;1.263860747214539;0.0024784990209928866;0.002374484736812112;1.551074673166408;1.0653784738138534;1.3171400801184519;0.9391384850939584;0.6792302445083435;0.5173667646050408;0.4568825441744139;0.33242176192786116;0.11902703769310213;0.09666690239323299;0.3945981738777164;0.4987171428865831;0.4496213368276413
PY;500.0;500.0;608000.0;635000.0;807500.0;1123000.0;297000.0;423000.0;151500.0;202500.0;157000.0;159000.0;1.0;0.95748031496063;0.7190560997328584;0.7021276595744681;0.7481481481481481;0.9874213836477987;2543000.0;2021500.0;4564500.0;0.7949272512780181;PRY;1.0431232091690543;0.9929444812225465;0.7372682652662865;0.7140293979023334;0.7458389988360827;0.855328169490992;0.7885416598161845;0.0021707041764348354;0.0020809662342418833;1.505934571105871;1.5166352193747163;1.3986365242453425;1.8970523893906965;0.6466009905840091;0.9055663429035069;0.4694806583265416;0.6294664921775188;0.3168133021228509;0.3703997055438819;1.0299666425274563;0.8121716058539031;0.9206299775434458
QA;1500.0;1500.0;354000.0;835000.0;674000.0;1783000.0;363000.0;808500.0;116500.0;190500.0;98000.0;148500.0;1.0;0.4239520958083832;0.3780145821648906;0.4489795918367347;0.6115485564304461;0.6599326599326599;3767000.0;1607000.0;5374000.0;0.4265994159808866;QAT;1.0943040448869779;1.0181884672146169;1.2867134620825977;1.501368125993735;2.011881672999342;1.466522452008234;1.2837264655580813;0.03449306689355439;0.03152055139951248;5.6153931568344415;5.515082263891733;3.414577306739484;2.6537200451861698;1.9544500080762397;1.301779339948766;1.3616494074195282;0.6768039222652503;1.8142772511848342;1.2371288613415976;1.9894827292090604;2.553951632256393;2.130275841784009
RO;500.0;500.0;871500.0;790500.0;1087000.0;1084000.0;925000.0;870500.0;921500.0;830500.0;814000.0;637500.0;1.0;1.1024667931688803;1.0027675276752768;1.0626076967260196;1.1095725466586397;1.2768627450980392;4213500.0;4619500.0;8833000.0;1.0963569479055415;ROU;1.0417519908987487;1.1487078861749875;1.0561020960738758;1.136366025719608;1.1302222143089495;0.9486738905535568;1.010743561287492;0.0011608739058763438;0.0011143476720162783;1.249140006879945;1.0874305138091982;0.9972001335716094;0.9442270186554521;0.717705205496458;0.6315792528573428;0.5980453683771262;0.5291396336098282;0.23585609532990442;0.24861661913376895;0.5377329378429986;0.543510104617018;0.5407388869680031
SA;1500.0;1500.0;7017500.0;15645000.0;12277000.0;24926500.0;8274000.0;13822500.0;2655000.0;2962500.0;1886000.0;3206000.0;1.0;0.4485458612975391;0.4925280324153009;0.5985892566467715;0.8962025316455696;0.5882719900187149;60564000.0;32111000.0;92675000.0;0.5301994584241464;SAU;1.030250637213254;0.5745015547810576;0.9447949162084601;1.278376006519604;1.841372906992658;0.9143013913228772;0.9256200692013459;0.0015930331350892098;0.0015462578498356843;4.574247848294671;7.9621156987780735;4.751547145859377;5.029183650699272;4.051521009736578;3.169271786293063;2.3897475778490653;1.2978075048101017;1.826974120126939;1.9982186809138953;3.7524344913191032;3.473328673528305;3.65078607224818
SE;500.0;500.0;612000.0;479500.0;576000.0;474000.0;316000.0;263000.0;185500.0;147500.0;152000.0;132000.0;1.0;1.2763295099061522;1.2151898734177216;1.2015209125475286;1.2576271186440675;1.1515151515151516;1496500.0;1842000.0;3338500.0;1.2308720347477446;SWE;1.0612429141297501;1.4165126579704002;1.2849108811476118;1.265189819123207;1.2956276338458206;1.0693950819098323;1.238209842530369;0.0020995171110644553;0.0019783567768611393;1.569592982996076;1.1080684483575398;0.8187028108796507;0.6371669995886643;0.48328683991582244;0.3819876137248295;0.2867486566868859;0.22132026918546638;0.08619130273050646;0.08059818507541426;0.3384137992325367;0.41902729705782327;0.3786007614428494
TR;1500.0;1500.0;12834000.0;40678000.0;13428000.0;24612500.0;7655500.0;11879500.0;3841500.0;4104000.0;2496000.0;4176000.0;1.0;0.3155022370814691;0.5455764347384459;0.6444294793551917;0.9360380116959064;0.5977011494252874;85451500.0;40256500.0;125708000.0;0.4711034914542167;TUR;1.0404649632635157;0.3290640673959901;0.5674341312056349;0.6559302179332562;0.9411473609114275;0.5235590207306287;0.46530331945507913;0.0006047489727330783;0.0005812295407201666;2.7747533336389005;8.432258664996715;2.0439065465285555;3.6020155188512186;1.1669601279349875;1.7790918851275286;0.706780678862704;0.750977698304591;0.2720336345175806;0.519585421597658;2.48281779328297;1.1552633608167004;1.8149290926197696
UA;1000.0;1000.0;4947000.0;72623500.0;9764000.0;12865000.0;4001500.0;13990500.0;3563000.0;2261500.0;1979500.0;2114000.0;1.0;0.0681184465083616;0.7589584143023708;0.2860155105249991;1.5755029847446385;0.9363765373699148;103855500.0;24256000.0;128111500.0;0.2335552763214273;UKR;1.0571131853304294;0.07158204084780957;0.7954646203499929;0.2889367427846695;1.4025648620122544;0.5981424049285167;0.19699277104594967;0.0012633983393892227;0.0011951400823690544;4.2452295873708925;59.305791467955835;4.070236168742221;5.116803519119902;1.2783303596671836;4.424256836797876;1.2779862122396861;0.9111779760446617;0.26068378826023497;0.43582228264085204;6.891390405224147;1.357554092284575;3.889503212635567
US;500.0;500.0;14623000.0;11693500.0;17458000.0;19486000.0;16604000.0;18660500.0;11144000.0;12112500.0;11985000.0;17240500.0;1.0;1.250523795270877;0.8959252796879811;0.8897939497869832;0.9200412796697628;0.6951654534381253;79193500.0;71814500.0;151008000.0;0.906823160991748;USA;1.0624967827775733;1.3350644443810284;0.9596248777639432;0.9438957267959445;0.957225856435628;0.6287909319675641;0.9086071032718271;5.681629009397755e-05;5.347431730141216e-05;0.966890656720624;0.7242277036063981;0.7634836669029831;0.7956063714000455;0.7418360836237451;0.7859301219022453;0.5469017310244632;0.5713403240703638;0.22431838094572853;0.3567455724016386;0.5527995831213978;0.5022776279098069;0.5275634283506483
UY;500.0;500.0;288000.0;256000.0;435500.0;549500.0;151500.0;179500.0;106500.0;130500.0;120000.0;121500.0;1.0;1.125;0.7925386715195633;0.8440111420612814;0.8160919540229885;0.9876543209876544;1237500.0;1102000.0;2339500.0;0.8905050505050505;URY;1.0474961617613432;1.1730540158743459;0.8191685157387683;0.84808660394141;0.7979055534664364;0.734512930403317;0.8188201879647119;0.0054443101514607085;0.005197451169946258;1.7239108833846117;1.469592073387754;1.7821336497933462;2.1755397278496797;0.6940658515019769;0.8183903015050175;0.49526821215151023;0.6207103209143705;0.23090599816814575;0.31436614470674673;0.9241640329547559;0.7567241671742395;0.8369330936474292
ZA;1500.0;1500.0;10555000.0;16616000.0;19591000.0;26293000.0;13553000.0;10280500.0;5102000.0;3193500.0;3296000.0;3109500.0;1.0;0.6352311025517573;0.74510325942266;1.3183210933320364;1.5976201659621103;1.0599774883421773;59494000.0;52098500.0;111592500.0;0.875693347228292;ZAF;1.0093970753497452;0.6484469696581163;0.7319535894063862;1.309397947670082;1.4628242053457352;0.75201593250166;0.811819897664246;0.0007038304800827704;0.0006972781051885859;2.977597633042617;4.5918907364352535;3.4238208169563977;4.677647417144459;2.792438555225711;2.132612595120164;1.560757264006588;1.06694793421039;0.6473126215552353;0.8607698235885534;2.6074467335850264;2.116777140423969;2.3528258589229654
