iso2;age_13_17_women;age_13_17_men;age_18_24_women;age_18_24_men;age_25_34_women;age_25_34_men;age_35_44_women;age_35_44_men;age_45_54_women;age_45_54_men;age_55_100_women;age_55_100_men;age_13_17_ratio;age_18_24_ratio;age_25_34_ratio;age_35_44_ratio;age_45_54_ratio;age_55_100_ratio;total_men;total_women;total_all;total_ratio;iso3;age_13_17_ratio_std;age_18_24_ratio_std;age_25_34_ratio_std;age_35_44_ratio_std;age_45_54_ratio_std;age_55_100_ratio_std;total_ratio_std;age_13_17_women_pen;age_13_17_men_pen;age_18_24_women_pen;age_18_24_men_pen;age_25_34_women_pen;age_25_34_men_pen;age_35_44_women_pen;age_35_44_men_pen;age_45_54_women_pen;age_45_54_men_pen;age_55_100_women_pen;age_55_100_men_pen;total_men_pen;total_women_pen;total_all_pen
FI;500.0;500.0;290500.0;232500.0;277500.0;226500.0;135000.0;113000.0;101500.0;76500.0;77500.0;64000.0;1.0;1.249462365591398;1.225165562913907;1.1946902654867255;1.326797385620915;1.2109375;713000.0;882500.0;1595500.0;1.237727910238429;FIN;1.043958469587966;1.324971817593103;1.305584166438255;1.2751442938744844;1.3743517571996369;1.036526552967024;1.1961704356652025;0.004087638979725311;0.00391551876708145;1.405037822360657;1.060428458707144;0.8043991211033747;0.6161219948751707;0.38699579464569817;0.3034917667786632;0.31026946062023325;0.2257569497727675;0.07070967883207685;0.06821791359774881;0.30161599334668115;0.36078413416509236;0.3317051954742563
FR;500.0;500.0;3016500.0;2773500.0;3471500.0;3205000.0;2658500.0;2148500.0;1810500.0;1421000.0;1256500.0;950500.0;1.0;1.0876149269875608;1.083151326053042;1.2373749127298117;1.2741027445460944;1.3219358232509206;10499000.0;12214000.0;22713000.0;1.1633488903705114;FRA;1.0535030877959257;1.1445366341131233;1.0801218265234314;1.1896530478276433;1.2424438128032944;1.0848493345272658;1.0719778518263845;0.00031180409224162823;0.00029596884513548565;1.095202566183238;0.9568960342032974;0.9104121886922689;0.8428791700493604;0.6409754109921798;0.5387918874016489;0.41901700762377203;0.3372522791822309;0.1006195247843547;0.09274976863787329;0.39117957314592283;0.4193358384993284;0.40583316245683926
GB;500.0;500.0;3163500.0;2866000.0;4437000.0;3966000.0;3290500.0;2122500.0;2149500.0;1432000.0;1953000.0;1319500.0;1.0;1.1038032100488486;1.1187594553706506;1.5502944640753828;1.5010474860335197;1.480106100795756;11706500.0;14994000.0;26700500.0;1.2808268910434375;GBR;1.0514376192336359;1.1690567518555195;1.1523882010545796;1.5219936365280955;1.4468835945688703;1.2905064887156876;1.2220471978210379;0.00031553724317634935;0.0003001007738398554;1.1718936668102746;1.002426670005757;0.9903292794634678;0.8593712418759515;0.7248610031388981;0.4762575780490246;0.4789298708081382;0.3310078796980524;0.1694527751254085;0.13130718567254007;0.418508855788959;0.511437574480186;0.4660644249562178
GR;500.0;500.0;589500.0;468000.0;692000.0;558500.0;520500.0;436500.0;456000.0;376000.0;350500.0;278500.0;1.0;1.2596153846153846;1.2390331244404655;1.1924398625429553;1.2127659574468086;1.2585278276481149;2118000.0;2609000.0;4727000.0;1.2318224740321058;GRC;1.0651500228217263;1.3900540088667845;1.3181750457384287;1.1901405950906314;1.1572465652722304;1.018357949859466;1.1373427569456607;0.0024022869772022965;0.002255350819820023;1.6912391231377004;1.2166715194875422;1.3233761390692382;1.0039456772813475;0.7546092052174593;0.6340504712890617;0.5652511834946654;0.48844490055729484;0.16504952663042327;0.16207417701526286;0.48810548240630935;0.5551432350402835;0.5229610548346848
GT;500.0;500.0;1770500.0;1900500.0;2176000.0;2827500.0;663000.0;880500.0;325000.0;395000.0;332000.0;341500.0;1.0;0.9315969481715338;0.7695844385499558;0.7529812606473595;0.8227848101265823;0.972181551976574;6345500.0;5267000.0;11612500.0;0.8300370341186668;GTM;1.0237604326634173;0.9497519326706044;0.7746013680533038;0.7350328558068165;0.7351744790853798;0.7942890731432812;0.8005625612630662;0.0006676904587033451;0.0006521940459901154;1.3845725537914844;1.457825465959526;1.3967475552103625;1.8031824017050357;0.5980537544786378;0.8136422062686951;0.4484744279881161;0.6100244781974162;0.34552739761669354;0.43501466821055473;1.031272981395481;0.8255985393473649;0.9265768902427883
HU;500.0;500.0;437500.0;348500.0;550500.0;459500.0;275000.0;235000.0;381500.0;325000.0;176000.0;138500.0;1.0;1.255380200860832;1.1980413492927096;1.1702127659574468;1.1738461538461538;1.2707581227436824;1507000.0;1821000.0;3328000.0;1.20836098208361;HUN;1.0537420280530834;1.3276124060805476;1.280864072101062;1.2145815865526852;1.184313323668537;0.904720584424383;1.0908600897304224;0.0025530654657046716;0.0024228562567839974;1.2882765362881734;0.9703709685054059;0.9280394345112662;0.7245417017505684;0.4174509684862469;0.3436994048881368;0.4945239413104431;0.4175617477464514;0.09547109016051077;0.10552549793177643;0.3791913285711734;0.4136446867101482;0.3972983710766786
IE;500.0;500.0;447000.0;309500.0;391500.0;277000.0;250500.0;173500.0;234000.0;172500.0;131500.0;104000.0;1.0;1.444264943457189;1.4133574007220218;1.4438040345821326;1.3565217391304347;1.2644230769230769;1037000.0;1455000.0;2492000.0;1.403085824493732;IRL;1.0506598459509287;1.4936197774691793;1.4236056579959169;1.3469454186918137;1.333090191747094;1.1661266506317212;1.3562376501594005;0.0036435447317986723;0.0034678633106997453;1.9636612838039678;1.3146995730943227;1.2684393498073852;0.8910047123534426;0.6250686203076186;0.4640638081049346;0.6390422013638363;0.4793690669393744;0.1830866884143022;0.15700411984849102;0.4969800196779167;0.6740230140641503;0.5870044470533531
IQ;500.0;500.0;5247500.0;6833000.0;6936000.0;11029500.0;1645000.0;3208500.0;747500.0;1392500.0;893000.0;1353500.0;1.0;0.7679642909410215;0.628858969128247;0.5127006389278479;0.5368043087971275;0.6597709641669746;23817500.0;15469500.0;39287000.0;0.6495014170252965;IRQ;1.0487993172477972;0.8006895034456054;0.644165922897701;0.5094894991546982;0.5135293924347939;0.5122205653554877;0.6382891273258935;0.000267872019321073;0.0002554082701197865;1.809051081603976;2.259366550727954;2.02655263120219;3.14601030443522;0.6578305428521612;1.2911562337272464;0.3983422567327835;0.7756951454017572;0.44097850810007894;0.8609152734701978;1.660898703275173;1.0601335838902184;1.3579008298620805
IT;500.0;500.0;2302500.0;2283000.0;2730500.0;2476000.0;2080500.0;1683000.0;2192000.0;1700500.0;2400500.0;1915000.0;1.0;1.0085413929040736;1.1027867528271404;1.236185383244207;1.2890326374595706;1.2535248041775455;10058000.0;11706500.0;21764500.0;1.1638993835752636;ITA;1.060590479944105;1.0915224909586898;1.168052709507738;1.2500905815014889;1.2689102667799548;1.0587426229957815;1.0962540176272677;0.0004478761711961877;0.0004222894507027741;1.1468638193229992;1.0507010426470487;0.8691503049108504;0.7441019551909976;0.5810808131053623;0.4648309664147889;0.4663517232355704;0.3675214358687522;0.18966402564482013;0.17914082377089283;0.39255505176746563;0.4303400526399643;0.41201299617092657
JP;1500.0;1500.0;15313500.0;15676500.0;33757000.0;39311000.0;27581500.0;31222500.0;11434000.0;9288500.0;8199000.0;8132000.0;1.0;0.9768443211175964;0.8587163898145557;0.8833853791336376;1.2309845507886097;1.0082390555828824;103632000.0;96286500.0;199918500.0;0.929119383974062;JPN;1.0594031785133236;1.0283253754779358;0.8937608894007842;0.9052566301419933;1.2552517434833135;0.8557462213368686;0.8751719078254967;0.0006893825889533334;0.0006507273179232428;3.7379876550110906;3.6350242288573136;5.625729734990583;6.294446089224506;3.795732963927773;4.192991067441722;1.2162993904886963;0.9689684932151341;0.28988024152373415;0.33874557000190536;1.922613614661643;1.6826174251547046;1.7990276323070928
KE;500.0;500.0;2324000.0;3252000.0;2948500.0;5082500.0;874000.0;1601500.0;369500.0;619500.0;317500.0;379000.0;1.0;0.7146371463714637;0.580127889818003;0.5457383702778645;0.5964487489911219;0.837730870712401;10935000.0;6834000.0;17769000.0;0.624965706447188;KEN;1.0016906825373582;0.6938419476486153;0.5593707289646792;0.5639941221611029;0.603675781473087;0.7212429849141232;0.6099924383708745;0.00019168736251223923;0.00019136382703159493;0.5943887553105593;0.8566630445520103;0.6837527952468223;1.2223606989810816;0.28684130291590265;0.5085891707821159;0.18779977443696916;0.31109376953751733;0.15116693733880487;0.20959224630351722;0.6243067540227963;0.38082239917777133;0.5010885117908082
KR;1000.0;1000.0;5719500.0;6183000.0;10254000.0;16015000.0;6745000.0;13070500.0;3278500.0;2965000.0;4523500.0;3589500.0;1.0;0.9250363901018924;0.6402747424289729;0.5160475880800276;1.1057335581787522;1.2602033709430285;41824000.0;30521500.0;72345500.0;0.7297604246365723;KOR;1.0659945568679654;1.0043380711905;0.7273161784856239;0.5507560682121744;1.131888164595828;1.0920944970075432;0.7223455105324621;0.001139684261872091;0.0010691276559803794;2.973578588362517;2.9607347104125634;3.093157618009212;4.252837637201481;1.8636272458158873;3.3837616203947847;0.780471291821037;0.6895303937555756;0.48146613489502826;0.44086490337081413;1.8110263462677698;1.3081867506825315;1.5583227191349118
KW;1500.0;1500.0;548000.0;1312000.0;1148500.0;2443000.0;676000.0;1008500.0;226000.0;308500.0;167000.0;241500.0;1.0;0.4176829268292683;0.4701187065083913;0.6703024293505205;0.7325769854132901;0.6915113871635611;5315000.0;2767000.0;8082000.0;0.5206020696142991;KWT;1.0580440496691743;0.4685943151493376;0.916649412650223;1.30323606495707;1.376841148104608;1.0700289902300766;0.8992749569544481;0.013595576905646696;0.012849726729144894;3.4977086178944816;7.464257471368997;3.4806405469621295;3.7971338866610713;1.6589527002154676;1.2729487349401392;0.8643835721224824;0.6278019605329295;0.9157408727504028;0.8558094043353921;2.1245332222633495;1.9105395219991688;2.0460718054241918
KZ;500.0;500.0;2467000.0;2297000.0;2732000.0;3791500.0;1032000.0;1484000.0;658500.0;813000.0;751500.0;692500.0;1.0;1.074009577710057;0.7205591454569432;0.6954177897574124;0.8099630996309963;1.0851985559566788;9078500.0;7641500.0;16720000.0;0.841713939527455;KAZ;1.0475504253704517;1.1177858999437578;0.7393294956824734;0.6905766070470055;0.7346510279316406;0.7554770553882321;0.7692964687694265;0.000798817749730399;0.0007625578018813827;2.9409555780998353;2.631054460651017;1.8721959035092708;2.532288938074966;0.7281892501767553;1.0544655621779404;0.5629398368201123;0.7662683579236672;0.35778081628300246;0.47358263726373867;1.3050241958112727;1.0039505054962727;1.1477204809141017
LB;500.0;500.0;549500.0;674500.0;806000.0;1203000.0;256000.0;413000.0;143000.0;213500.0;165000.0;200500.0;1.0;0.8146775389177169;0.6699916874480466;0.6198547215496368;0.6697892271662763;0.8229426433915212;2705000.0;1920000.0;4625000.0;0.7097966728280961;LBN;1.0768605784855378;0.8971343144622729;0.5807811786790198;0.5481690279082426;0.5796052895493071;0.6844214708175004;0.6473498024983864;0.0024620596606296963;0.0022863309418311682;1.7224247477486232;1.9199184781835208;1.985867326322844;3.4193038604310084;0.6841407619617735;1.248047093379911;0.4143198201330459;0.7148309851609793;0.27034112134220273;0.39499216910786933;1.3137266710311857;0.8504407010289003;1.0714250138011125
LK;500.0;500.0;891000.0;1393000.0;1102500.0;1939500.0;262500.0;527500.0;120500.0;193000.0;81500.0;110500.0;1.0;0.6396267049533381;0.568445475638051;0.4976303317535545;0.6243523316062176;0.7375565610859729;4164000.0;2458500.0;6622500.0;0.5904178674351584;LKA;1.0217746545079807;0.6561140412898565;0.5549602885863789;0.4631724933779497;0.5795176078840756;0.5779757004800795;0.5389625740543624;0.0006953648370690651;0.0006805461791415319;0.7569578958099704;1.153698668484315;0.6760195478486942;1.218140399866598;0.15741326529082475;0.3398588377794171;0.08394305247590207;0.1448498739881148;0.028728106274958636;0.0497046956318344;0.4818348604744407;0.2596909566704292;0.3657023995875639
MA;1500.0;1500.0;4630500.0;19816000.0;6269500.0;10545500.0;4737000.0;4480000.0;1749500.0;1526000.0;1475000.0;2848500.0;1.0;0.233674808235769;0.5945189891422882;1.0573660714285715;1.1464613368283092;0.5178163945936458;39217500.0;18863000.0;58080500.0;0.4809842544782304;MAR;1.0475896217516012;0.24568776877682155;0.6202707477246385;1.0691031445376806;1.1417215722858562;0.48596763051388525;0.4847173811343629;0.0011991136152156327;0.0011446406019283378;2.3070323507665695;9.390098506947801;2.2097872125946063;3.5626171646830813;1.7691301907276962;1.6547797092980518;0.8170900013310697;0.715664853117527;0.4607008149563162;0.9480072046550698;2.756918358942721;1.3363262469479613;2.049368104591113
