Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Congo, Dem. Rep.",COD,"Population ages 25-29, female",SP.POP.2529.FE,3517655,3668769,3805641,3927611,4046250,4159112
"Congo, Dem. Rep.",COD,"Population ages 25-29, male",SP.POP.2529.MA,3474509,3623452,3757644,3877174,3993339,4103096
"Congo, Dem. Rep.",COD,"Population ages 30-34, female",SP.POP.3034.FE,2873897,2975751,3078799,3188276,3306763,3447104
"Congo, Dem. Rep.",COD,"Population ages 30-34, male",SP.POP.3034.MA,2827927,2925951,3024891,3130544,3245412,3382545
"Congo, Dem. Rep.",COD,"Population ages 35-39, female",SP.POP.3539.FE,2295524,2393581,2495400,2600696,2706139,2809552
"Congo, Dem. Rep.",COD,"Population ages 35-39, male",SP.POP.3539.MA,2249876,2345705,2444229,2545797,2647177,2746283
"Congo, Dem. Rep.",COD,"Population ages 40-44, female",SP.POP.4044.FE,1839846,1901784,1971846,2052696,2140620,2233472
"Congo, Dem. Rep.",COD,"Population ages 40-44, male",SP.POP.4044.MA,1784208,1846524,1916288,1996388,2082959,2173802
"Congo, Dem. Rep.",COD,"Population ages 45-49, female",SP.POP.4549.FE,1587857,1617674,1648675,1683753,1726744,1780523
"Congo, Dem. Rep.",COD,"Population ages 45-49, male",SP.POP.4549.MA,1517868,1547128,1577728,1612936,1656335,1710430
"Congo, Dem. Rep.",COD,"Population ages 50-54, female",SP.POP.5054.FE,1364648,1398144,1429830,1461525,1492825,1523697
"Congo, Dem. Rep.",COD,"Population ages 50-54, male",SP.POP.5054.MA,1284801,1315902,1345453,1375540,1405675,1435672
"Congo, Dem. Rep.",COD,"Population ages 55-59, female",SP.POP.5559.FE,1114291,1148387,1182953,1218997,1255215,1290627
"Congo, Dem. Rep.",COD,"Population ages 55-59, male",SP.POP.5559.MA,1031466,1062034,1093331,1126213,1159440,1192091
"Congo, Dem. Rep.",COD,"Population ages 60-64, female",SP.POP.6064.FE,872372,901628,931582,963296,996246,1029748
"Congo, Dem. Rep.",COD,"Population ages 60-64, male",SP.POP.6064.MA,792083,817084,843194,871079,900212,929954
"Congo, Dem. Rep.",COD,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1619413,1666394,1716170,1773845,1836191,1900758
"Congo, Dem. Rep.",COD,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1342911,1381076,1423369,1472161,1524685,1578864
"Congo, Rep.",COG,"Population ages 10-14, male",SP.POP.1014.MA,357567,374528,390159,403057,412362,417747
"Congo, Rep.",COG,"Population ages 15-19, female",SP.POP.1519.FE,283611,295397,307307,320636,335189,351017
"Congo, Rep.",COG,"Population ages 10-14, female",SP.POP.1014.FE,353131,369589,384684,397064,405905,410903
"Congo, Rep.",COG,"Population ages 15-19, male",SP.POP.1519.MA,286374,298356,310473,324044,338901,355117
"Congo, Rep.",COG,"Population ages 20-24, female",SP.POP.2024.FE,234909,241285,249327,258552,268809,280068
"Congo, Rep.",COG,"Population ages 20-24, male",SP.POP.2024.MA,236731,243124,251202,260467,270786,282137
"Congo, Rep.",COG,"Population ages 25-29, female",SP.POP.2529.FE,207130,210938,215601,220764,225998,231444
"Congo, Rep.",COG,"Population ages 25-29, male",SP.POP.2529.MA,208116,212031,216758,221959,227200,232618
"Congo, Rep.",COG,"Population ages 30-34, female",SP.POP.3034.FE,191012,192764,194754,197108,200013,203573
"Congo, Rep.",COG,"Population ages 30-34, male",SP.POP.3034.MA,190745,192627,194761,197267,200324,204016
"Congo, Rep.",COG,"Population ages 35-39, female",SP.POP.3539.FE,171908,175258,178570,182105,184942,187007
"Congo, Rep.",COG,"Population ages 35-39, male",SP.POP.3539.MA,173231,176001,178656,181458,183956,186111
"Congo, Rep.",COG,"Population ages 40-44, female",SP.POP.4044.FE,151571,154699,157490,160072,163422,167343
"Congo, Rep.",COG,"Population ages 40-44, male",SP.POP.4044.MA,151966,155350,158426,161261,164404,167738
"Congo, Rep.",COG,"Population ages 45-49, female",SP.POP.4549.FE,124774,129335,133995,138649,142834,146397
"Congo, Rep.",COG,"Population ages 45-49, male",SP.POP.4549.MA,123404,128039,132688,137364,141713,145498
"Congo, Rep.",COG,"Population ages 50-54, female",SP.POP.5054.FE,101586,104746,108009,111454,114991,119093
"Congo, Rep.",COG,"Population ages 50-54, male",SP.POP.5054.MA,97593,100768,104230,108023,111886,116142
"Congo, Rep.",COG,"Population ages 55-59, female",SP.POP.5559.FE,76699,80513,84236,87990,91824,95381
"Congo, Rep.",COG,"Population ages 55-59, male",SP.POP.5559.MA,73515,76619,79744,82976,86373,89695
"Congo, Rep.",COG,"Population ages 60-64, female",SP.POP.6064.FE,54966,57537,60256,63273,66618,70226
"Congo, Rep.",COG,"Population ages 60-64, male",SP.POP.6064.MA,51498,54129,56762,59465,62285,65220
"Congo, Rep.",COG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,86509,89954,93838,98253,102987,108007
"Congo, Rep.",COG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,72221,74883,78154,81954,86090,90507
Costa Rica,CRI,"Population ages 10-14, male",SP.POP.1014.MA,184749,184275,184479,183020,180854,180133
Costa Rica,CRI,"Population ages 15-19, female",SP.POP.1519.FE,181237,178093,176110,176195,177158,176844
Costa Rica,CRI,"Population ages 10-14, female",SP.POP.1014.FE,176894,176406,176606,175250,173200,172537
Costa Rica,CRI,"Population ages 15-19, male",SP.POP.1519.MA,189402,185991,183771,183775,184770,184469
Costa Rica,CRI,"Population ages 20-24, female",SP.POP.2024.FE,195584,194165,191855,188592,184810,181283
Costa Rica,CRI,"Population ages 20-24, male",SP.POP.2024.MA,203186,201857,199618,196328,192370,188626
Costa Rica,CRI,"Population ages 25-29, female",SP.POP.2529.FE,201900,200790,199488,198075,196794,195606
Costa Rica,CRI,"Population ages 25-29, male",SP.POP.2529.MA,208415,207219,205781,204287,203057,201981
Costa Rica,CRI,"Population ages 30-34, female",SP.POP.3034.FE,206374,205795,204813,203749,202712,201696
Costa Rica,CRI,"Population ages 30-34, male",SP.POP.3034.MA,210984,210773,209972,208997,208016,206988
Costa Rica,CRI,"Population ages 35-39, female",SP.POP.3539.FE,195259,198975,202056,204317,205587,205836
Costa Rica,CRI,"Population ages 35-39, male",SP.POP.3539.MA,194987,199682,203590,206590,208497,209264
Costa Rica,CRI,"Population ages 40-44, female",SP.POP.4044.FE,175421,179170,182898,186699,190465,194327
Costa Rica,CRI,"Population ages 40-44, male",SP.POP.4044.MA,168769,173512,178298,183197,188048,192975
Costa Rica,CRI,"Population ages 45-49, female",SP.POP.4549.FE,158847,160669,163223,166470,170226,174121
Costa Rica,CRI,"Population ages 45-49, male",SP.POP.4549.MA,148035,150211,153225,157124,161677,166486
Costa Rica,CRI,"Population ages 50-54, female",SP.POP.5054.FE,155214,154945,154739,155057,155909,157173
Costa Rica,CRI,"Population ages 50-54, male",SP.POP.5054.MA,143462,142792,142315,142621,143614,145180
Costa Rica,CRI,"Population ages 55-59, female",SP.POP.5559.FE,149190,151106,152301,152758,152745,152693
Costa Rica,CRI,"Population ages 55-59, male",SP.POP.5559.MA,137821,139276,139971,139994,139621,139254
Costa Rica,CRI,"Population ages 60-64, female",SP.POP.6064.FE,124827,129940,134715,139022,142644,145495
Costa Rica,CRI,"Population ages 60-64, male",SP.POP.6064.MA,113624,118205,122512,126421,129666,132117
Costa Rica,CRI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,288883,301467,314211,328523,344221,360532
Costa Rica,CRI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,238969,248320,258100,269786,282918,296571
Cote d'Ivoire,CIV,"Population ages 10-14, male",SP.POP.1014.MA,1825019,1886735,1932640,1968572,2015282,2071652
Cote d'Ivoire,CIV,"Population ages 15-19, female",SP.POP.1519.FE,1379000,1438128,1508025,1580684,1656966,1732287
Cote d'Ivoire,CIV,"Population ages 10-14, female",SP.POP.1014.FE,1733504,1791790,1834032,1871935,1929914,2001803
Cote d'Ivoire,CIV,"Population ages 15-19, male",SP.POP.1519.MA,1499341,1546674,1605631,1670855,1744539,1821055
Cote d'Ivoire,CIV,"Population ages 20-24, female",SP.POP.2024.FE,1172070,1197717,1234837,1278805,1327973,1388637
Cote d'Ivoire,CIV,"Population ages 20-24, male",SP.POP.2024.MA,1243781,1295439,1352225,1405010,1452025,1504123
Cote d'Ivoire,CIV,"Population ages 25-29, female",SP.POP.2529.FE,1136528,1131416,1127090,1128724,1138075,1155001
Cote d'Ivoire,CIV,"Population ages 25-29, male",SP.POP.2529.MA,1094491,1100828,1113063,1137955,1175460,1220925
Cote d'Ivoire,CIV,"Population ages 30-34, female",SP.POP.3034.FE,1088402,1101839,1112114,1118336,1117371,1110353
Cote d'Ivoire,CIV,"Population ages 30-34, male",SP.POP.3034.MA,1041972,1048868,1055396,1061582,1064582,1064940
Cote d'Ivoire,CIV,"Population ages 35-39, female",SP.POP.3539.FE,922258,959511,993332,1022545,1044304,1059190
Cote d'Ivoire,CIV,"Population ages 35-39, male",SP.POP.3539.MA,943641,962626,979599,994137,1003840,1009398
Cote d'Ivoire,CIV,"Population ages 40-44, female",SP.POP.4044.FE,692405,730770,771425,813505,853870,891739
Cote d'Ivoire,CIV,"Population ages 40-44, male",SP.POP.4044.MA,787870,813792,839655,865173,887639,907045
Cote d'Ivoire,CIV,"Population ages 45-49, female",SP.POP.4549.FE,498656,526619,557928,592143,627519,663339
Cote d'Ivoire,CIV,"Population ages 45-49, male",SP.POP.4549.MA,600085,630301,661407,692612,721767,748219
Cote d'Ivoire,CIV,"Population ages 50-54, female",SP.POP.5054.FE,379811,392788,408139,426370,447210,471041
Cote d'Ivoire,CIV,"Population ages 50-54, male",SP.POP.5054.MA,439165,458804,480991,505585,531716,559391
Cote d'Ivoire,CIV,"Population ages 55-59, female",SP.POP.5559.FE,298786,308722,319112,329906,340522,351776
Cote d'Ivoire,CIV,"Population ages 55-59, male",SP.POP.5559.MA,325072,337283,351131,366299,382048,398954
Cote d'Ivoire,CIV,"Population ages 60-64, female",SP.POP.6064.FE,217638,227557,237693,248200,258550,268501
Cote d'Ivoire,CIV,"Population ages 60-64, male",SP.POP.6064.MA,236008,244103,252989,262750,273145,284059
Cote d'Ivoire,CIV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,361471,372837,386535,402494,419849,438442
Cote d'Ivoire,CIV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,360282,370385,383316,397915,413305,429545
Croatia,HRV,"Population ages 10-14, male",SP.POP.1014.MA,105135,104937,104704,104252,101761,98673
Croatia,HRV,"Population ages 15-19, female",SP.POP.1519.FE,93639,93832,94829,97279,99107,99870
Croatia,HRV,"Population ages 10-14, female",SP.POP.1014.FE,99793,99550,99202,98441,95662,92449
Croatia,HRV,"Population ages 15-19, male",SP.POP.1519.MA,99240,99379,100457,102889,104473,105133
Croatia,HRV,"Population ages 20-24, female",SP.POP.2024.FE,102244,99625,97099,96111,94591,93885
Croatia,HRV,"Population ages 20-24, male",SP.POP.2024.MA,108696,105860,102915,101675,100101,99291
Croatia,HRV,"Population ages 25-29, female",SP.POP.2529.FE,100833,99601,100816,103521,103726,102775
Croatia,HRV,"Population ages 25-29, male",SP.POP.2529.MA,106561,105589,106820,109354,109687,109022
Croatia,HRV,"Population ages 30-34, female",SP.POP.3034.FE,113205,109493,106472,104508,102560,101243
Croatia,HRV,"Population ages 30-34, male",SP.POP.3034.MA,117688,114382,111884,110170,108088,106773
Croatia,HRV,"Population ages 35-39, female",SP.POP.3539.FE,130233,127035,123732,121276,117348,113314
Croatia,HRV,"Population ages 35-39, male",SP.POP.3539.MA,134794,131213,127703,125313,121464,117499
Croatia,HRV,"Population ages 40-44, female",SP.POP.4044.FE,134464,134064,133384,133294,131844,129946
Croatia,HRV,"Population ages 40-44, male",SP.POP.4044.MA,137685,137851,137488,137452,136046,133954
Croatia,HRV,"Population ages 45-49, female",SP.POP.4549.FE,132202,132316,132192,132917,133137,133728
Croatia,HRV,"Population ages 45-49, male",SP.POP.4549.MA,132909,133040,133001,134294,135020,136073
Croatia,HRV,"Population ages 50-54, female",SP.POP.5054.FE,139824,135428,132539,131691,130677,130806
Croatia,HRV,"Population ages 50-54, male",SP.POP.5054.MA,135837,132127,130001,129730,129319,129938
Croatia,HRV,"Population ages 55-59, female",SP.POP.5559.FE,148355,146535,144541,143182,140835,137436
Croatia,HRV,"Population ages 55-59, male",SP.POP.5559.MA,139531,138017,136435,135456,133378,130470
Croatia,HRV,"Population ages 60-64, female",SP.POP.6064.FE,153390,151526,149767,148851,146294,144296
Croatia,HRV,"Population ages 60-64, male",SP.POP.6064.MA,139145,136989,135244,134418,132201,130686
Croatia,HRV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,505472,509641,514134,520986,524530,529353
Croatia,HRV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,342587,347640,352795,359615,364021,369314
Cuba,CUB,"Population ages 10-14, male",SP.POP.1014.MA,303170,309346,315619,319198,319489,317406
Cuba,CUB,"Population ages 15-19, female",SP.POP.1519.FE,320082,307506,295325,286417,283213,285518
Cuba,CUB,"Population ages 10-14, female",SP.POP.1014.FE,289194,295417,301116,303312,302095,298483
Cuba,CUB,"Population ages 15-19, male",SP.POP.1519.MA,334215,321619,309545,300681,297379,299582
Cuba,CUB,"Population ages 20-24, female",SP.POP.2024.FE,336407,337141,335516,330700,322789,311856
Cuba,CUB,"Population ages 20-24, male",SP.POP.2024.MA,354344,354525,351707,345854,337295,326080
Cuba,CUB,"Population ages 25-29, female",SP.POP.2529.FE,349444,336248,328386,325247,325474,326456
Cuba,CUB,"Population ages 25-29, male",SP.POP.2529.MA,371065,356090,346412,342358,342697,344149
Cuba,CUB,"Population ages 30-34, female",SP.POP.3034.FE,388258,390667,387212,376010,358883,341185
Cuba,CUB,"Population ages 30-34, male",SP.POP.3034.MA,409214,411479,409105,398680,381158,362235
Cuba,CUB,"Population ages 35-39, female",SP.POP.3539.FE,330537,346288,357157,365282,374764,381774
Cuba,CUB,"Population ages 35-39, male",SP.POP.3539.MA,343464,361569,374448,384154,394828,401686
Cuba,CUB,"Population ages 40-44, female",SP.POP.4044.FE,330520,309446,299456,302600,311877,325442
Cuba,CUB,"Population ages 40-44, male",SP.POP.4044.MA,335649,317453,307998,311289,321472,336795
Cuba,CUB,"Population ages 45-49, female",SP.POP.4549.FE,474395,449507,416982,381669,350955,325528
Cuba,CUB,"Population ages 45-49, male",SP.POP.4549.MA,459996,436488,408025,376633,349323,328021
Cuba,CUB,"Population ages 50-54, female",SP.POP.5054.FE,506696,501927,500153,495647,483988,466136
Cuba,CUB,"Population ages 50-54, male",SP.POP.5054.MA,481390,477575,475784,473246,463692,446302
Cuba,CUB,"Population ages 55-59, female",SP.POP.5559.FE,475206,495405,504907,505520,500550,493505
Cuba,CUB,"Population ages 55-59, male",SP.POP.5559.MA,444009,462485,471581,470318,464524,459795
Cuba,CUB,"Population ages 60-64, female",SP.POP.6064.FE,321540,337293,361550,393962,427167,455461
Cuba,CUB,"Population ages 60-64, male",SP.POP.6064.MA,292163,306804,328879,359301,389261,413363
Cuba,CUB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,954574,963147,971919,990325,1011072,1036462
Cuba,CUB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,793358,787991,783924,794411,808177,826691
Curacao,CUW,"Population ages 10-14, male",SP.POP.1014.MA,4352,4322,4360,4422,4529,4585
Curacao,CUW,"Population ages 15-19, female",SP.POP.1519.FE,4638,4448,4285,4151,4112,4114
Curacao,CUW,"Population ages 10-14, female",SP.POP.1014.FE,4240,4202,4224,4272,4361,4400
Curacao,CUW,"Population ages 15-19, male",SP.POP.1519.MA,5058,4762,4515,4328,4259,4254
Curacao,CUW,"Population ages 20-24, female",SP.POP.2024.FE,5622,5325,5054,4816,4695,4619
Curacao,CUW,"Population ages 20-24, male",SP.POP.2024.MA,6698,6328,5938,5563,5315,5118
Curacao,CUW,"Population ages 25-29, female",SP.POP.2529.FE,6073,6115,6034,5855,5679,5454
Curacao,CUW,"Population ages 25-29, male",SP.POP.2529.MA,7082,7197,7163,7013,6859,6627
Curacao,CUW,"Population ages 30-34, female",SP.POP.3034.FE,4872,4967,5143,5363,5639,5837
Curacao,CUW,"Population ages 30-34, male",SP.POP.3034.MA,5405,5633,5918,6236,6618,6918
Curacao,CUW,"Population ages 35-39, female",SP.POP.3539.FE,4880,4790,4693,4609,4616,4673
Curacao,CUW,"Population ages 35-39, male",SP.POP.3539.MA,4708,4781,4839,4904,5062,5264
Curacao,CUW,"Population ages 40-44, female",SP.POP.4044.FE,4966,4811,4711,4648,4662,4660
Curacao,CUW,"Population ages 40-44, male",SP.POP.4044.MA,4239,4186,4196,4257,4403,4546
Curacao,CUW,"Population ages 45-49, female",SP.POP.4549.FE,5551,5353,5150,4950,4829,4721
Curacao,CUW,"Population ages 45-49, male",SP.POP.4549.MA,4615,4475,4323,4170,4091,4046
Curacao,CUW,"Population ages 50-54, female",SP.POP.5054.FE,5954,5727,5547,5395,5327,5247
Curacao,CUW,"Population ages 50-54, male",SP.POP.5054.MA,4769,4604,4481,4389,4366,4331
Curacao,CUW,"Population ages 55-59, female",SP.POP.5559.FE,6397,6249,6066,5862,5729,5594
Curacao,CUW,"Population ages 55-59, male",SP.POP.5559.MA,4974,4869,4728,4569,4471,4379
Curacao,CUW,"Population ages 60-64, female",SP.POP.6064.FE,5779,5811,5838,5847,5915,5942
Curacao,CUW,"Population ages 60-64, male",SP.POP.6064.MA,4250,4272,4300,4322,4390,4425
Curacao,CUW,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,14154,14392,14666,14976,15513,16055
Curacao,CUW,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,8976,8986,9025,9099,9316,9547
Cyprus,CYP,"Population ages 10-14, male",SP.POP.1014.MA,33595,34254,35030,35699,36223,36779
Cyprus,CYP,"Population ages 15-19, female",SP.POP.1519.FE,32136,32035,32079,32257,32603,33093
Cyprus,CYP,"Population ages 10-14, female",SP.POP.1014.FE,31488,32141,32919,33596,34129,34689
Cyprus,CYP,"Population ages 15-19, male",SP.POP.1519.MA,33961,33887,33957,34162,34546,35091
Cyprus,CYP,"Population ages 20-24, female",SP.POP.2024.FE,39319,38369,37537,36844,36458,36411
Cyprus,CYP,"Population ages 20-24, male",SP.POP.2024.MA,41159,39997,39047,38307,37942,37960
Cyprus,CYP,"Population ages 25-29, female",SP.POP.2529.FE,50393,48938,47499,46134,44736,43339
Cyprus,CYP,"Population ages 25-29, male",SP.POP.2529.MA,56255,53381,50794,48600,46653,44935
Cyprus,CYP,"Population ages 30-34, female",SP.POP.3034.FE,58528,58308,57663,56640,55172,53353
Cyprus,CYP,"Population ages 30-34, male",SP.POP.3034.MA,68926,68692,67455,65333,62452,59118
Cyprus,CYP,"Population ages 35-39, female",SP.POP.3539.FE,57367,58567,59559,60300,60635,60504
Cyprus,CYP,"Population ages 35-39, male",SP.POP.3539.MA,62941,65350,67528,69354,70530,70859
Cyprus,CYP,"Population ages 40-44, female",SP.POP.4044.FE,51184,52831,54455,56015,57413,58602
Cyprus,CYP,"Population ages 40-44, male",SP.POP.4044.MA,51027,53733,56470,59182,61747,64110
Cyprus,CYP,"Population ages 45-49, female",SP.POP.4549.FE,45571,46453,47554,48883,50348,51868
Cyprus,CYP,"Population ages 45-49, male",SP.POP.4549.MA,42600,43592,45037,46947,49193,51643
Cyprus,CYP,"Population ages 50-54, female",SP.POP.5054.FE,42510,43267,43927,44543,45159,45841
Cyprus,CYP,"Population ages 50-54, male",SP.POP.5054.MA,40240,40900,41391,41785,42188,42759
Cyprus,CYP,"Population ages 55-59, female",SP.POP.5559.FE,38383,39075,39837,40684,41561,42405
Cyprus,CYP,"Population ages 55-59, male",SP.POP.5559.MA,36947,37209,37678,38361,39139,39898
Cyprus,CYP,"Population ages 60-64, female",SP.POP.6064.FE,33808,34799,35673,36454,37173,37874
Cyprus,CYP,"Population ages 60-64, male",SP.POP.6064.MA,34040,34831,35339,35628,35799,35974
Cyprus,CYP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,95750,98633,101278,103927,106904,110066
Cyprus,CYP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,81502,83833,86152,88717,91625,94620
Czechia,CZE,"Population ages 10-14, male",SP.POP.1014.MA,297933,296868,298327,296804,289217,282988
Czechia,CZE,"Population ages 15-19, female",SP.POP.1519.FE,239306,240981,258682,277682,283152,286809
Czechia,CZE,"Population ages 10-14, female",SP.POP.1014.FE,283871,283114,284986,283496,275565,268996
Czechia,CZE,"Population ages 15-19, male",SP.POP.1519.MA,253316,254828,271893,290230,295892,299842
Czechia,CZE,"Population ages 20-24, female",SP.POP.2024.FE,235466,230667,247816,264483,261704,260000
Czechia,CZE,"Population ages 20-24, male",SP.POP.2024.MA,249982,244847,260756,276076,273312,271699
Czechia,CZE,"Population ages 25-29, female",SP.POP.2529.FE,305393,284233,284117,285581,267573,250786
Czechia,CZE,"Population ages 25-29, male",SP.POP.2529.MA,327382,304930,302360,301282,281653,264185
Czechia,CZE,"Population ages 30-34, female",SP.POP.3034.FE,338917,331085,339888,347997,335974,315048
Czechia,CZE,"Population ages 30-34, male",SP.POP.3034.MA,362231,354663,363908,372000,359549,337659
Czechia,CZE,"Population ages 35-39, female",SP.POP.3539.FE,357421,345973,349703,356197,350826,342841
Czechia,CZE,"Population ages 35-39, male",SP.POP.3539.MA,382679,370584,375111,381805,375447,366902
Czechia,CZE,"Population ages 40-44, female",SP.POP.4044.FE,436164,410266,397573,387670,369962,356554
Czechia,CZE,"Population ages 40-44, male",SP.POP.4044.MA,463884,438093,425347,415021,396195,381782
Czechia,CZE,"Population ages 45-49, female",SP.POP.4549.FE,418876,429188,444678,453983,446384,430346
Czechia,CZE,"Population ages 45-49, male",SP.POP.4549.MA,442029,453132,469910,479731,472019,456714
Czechia,CZE,"Population ages 50-54, female",SP.POP.5054.FE,339285,338237,350717,371053,391164,410864
Czechia,CZE,"Population ages 50-54, male",SP.POP.5054.MA,352143,351410,364985,387311,409258,430105
Czechia,CZE,"Population ages 55-59, female",SP.POP.5559.FE,331474,331933,336797,338408,332589,330293
Czechia,CZE,"Population ages 55-59, male",SP.POP.5559.MA,334367,335418,341471,344387,339239,337465
Czechia,CZE,"Population ages 60-64, female",SP.POP.6064.FE,330707,311739,303119,303694,309992,318453
Czechia,CZE,"Population ages 60-64, male",SP.POP.6064.MA,313858,297814,291593,294548,302648,312147
Czechia,CZE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1256422,1248821,1266612,1288992,1292566,1294008
Czechia,CZE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,914599,908766,923126,943123,948516,952629
Denmark,DNK,"Population ages 10-14, male",SP.POP.1014.MA,173844,172314,169991,166932,162794,159474
Denmark,DNK,"Population ages 15-19, female",SP.POP.1519.FE,167241,167363,169048,170423,170850,171137
Denmark,DNK,"Population ages 10-14, female",SP.POP.1014.FE,164741,163365,161348,158562,154933,151855
Denmark,DNK,"Population ages 15-19, male",SP.POP.1519.MA,175120,175223,176779,178231,179186,179937
Denmark,DNK,"Population ages 20-24, female",SP.POP.2024.FE,185475,183965,184156,182827,181385,181669
Denmark,DNK,"Population ages 20-24, male",SP.POP.2024.MA,193406,191698,191253,189343,188011,188497
Denmark,DNK,"Population ages 25-29, female",SP.POP.2529.FE,196913,198027,199688,200336,198696,196704
Denmark,DNK,"Population ages 25-29, male",SP.POP.2529.MA,204902,206426,208134,208417,206686,204229
Denmark,DNK,"Population ages 30-34, female",SP.POP.3034.FE,177880,182754,189569,195885,199464,201916
Denmark,DNK,"Population ages 30-34, male",SP.POP.3034.MA,185507,190943,197579,203380,206994,209709
Denmark,DNK,"Population ages 35-39, female",SP.POP.3539.FE,162343,163471,167516,172846,177975,182932
Denmark,DNK,"Population ages 35-39, male",SP.POP.3539.MA,165971,168024,172743,178550,184411,189929
Denmark,DNK,"Population ages 40-44, female",SP.POP.4044.FE,179049,174614,172530,170835,168264,166854
Denmark,DNK,"Population ages 40-44, male",SP.POP.4044.MA,179933,175561,173501,172009,169959,169250
Denmark,DNK,"Population ages 45-49, female",SP.POP.4549.FE,196736,196436,193379,190467,187058,182136
Denmark,DNK,"Population ages 45-49, male",SP.POP.4549.MA,196699,195919,192570,189525,186440,181915
Denmark,DNK,"Population ages 50-54, female",SP.POP.5054.FE,202043,197455,195304,195822,196893,198371
Denmark,DNK,"Population ages 50-54, male",SP.POP.5054.MA,204728,199621,196643,195909,196077,196838
Denmark,DNK,"Population ages 55-59, female",SP.POP.5559.FE,196442,202498,207756,209153,206472,201907
Denmark,DNK,"Population ages 55-59, male",SP.POP.5559.MA,197572,203919,209195,210438,207582,202472
Denmark,DNK,"Population ages 60-64, female",SP.POP.6064.FE,174589,176255,178858,183401,188751,194037
Denmark,DNK,"Population ages 60-64, male",SP.POP.6064.MA,171634,173419,175943,180473,186306,192000
Denmark,DNK,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,629108,639087,648668,659813,670828,680713
Denmark,DNK,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,537220,546791,555595,565270,574955,584189
Djibouti,DJI,"Population ages 10-14, male",SP.POP.1014.MA,57901,57618,57389,57225,57108,56963
Djibouti,DJI,"Population ages 15-19, female",SP.POP.1519.FE,57821,58109,57990,57557,57159,56905
Djibouti,DJI,"Population ages 10-14, female",SP.POP.1014.FE,56852,56569,56342,56175,56050,55896
Djibouti,DJI,"Population ages 15-19, male",SP.POP.1519.MA,58643,58947,58832,58399,58003,57753
Djibouti,DJI,"Population ages 20-24, female",SP.POP.2024.FE,51385,52673,54152,55616,56983,58138
Djibouti,DJI,"Population ages 20-24, male",SP.POP.2024.MA,51707,52992,54482,55969,57368,58557
Djibouti,DJI,"Population ages 25-29, female",SP.POP.2529.FE,47280,47981,48563,49163,49854,50708
Djibouti,DJI,"Population ages 25-29, male",SP.POP.2529.MA,47276,47968,48527,49104,49770,50600
Djibouti,DJI,"Population ages 30-34, female",SP.POP.3034.FE,42066,43081,44080,45050,45862,46414
Djibouti,DJI,"Population ages 30-34, male",SP.POP.3034.MA,41709,42739,43742,44711,45516,46053
Djibouti,DJI,"Population ages 35-39, female",SP.POP.3539.FE,37973,38503,39119,39836,40573,41312
Djibouti,DJI,"Population ages 35-39, male",SP.POP.3539.MA,37123,37696,38353,39110,39873,40628
Djibouti,DJI,"Population ages 40-44, female",SP.POP.4044.FE,35229,35719,36139,36531,36881,37212
Djibouti,DJI,"Population ages 40-44, male",SP.POP.4044.MA,33954,34452,34886,35308,35699,36072
Djibouti,DJI,"Population ages 45-49, female",SP.POP.4549.FE,30707,31638,32483,33247,33889,34395
Djibouti,DJI,"Population ages 45-49, male",SP.POP.4549.MA,29237,30125,30935,31680,32308,32812
Djibouti,DJI,"Population ages 50-54, female",SP.POP.5054.FE,24618,25672,26738,27806,28826,29771
Djibouti,DJI,"Population ages 50-54, male",SP.POP.5054.MA,23081,24058,25053,26063,27029,27926
Djibouti,DJI,"Population ages 55-59, female",SP.POP.5559.FE,18908,19765,20665,21617,22592,23576
Djibouti,DJI,"Population ages 55-59, male",SP.POP.5559.MA,17383,18160,18982,19860,20756,21662
Djibouti,DJI,"Population ages 60-64, female",SP.POP.6064.FE,14217,14840,15507,16229,16983,17764
Djibouti,DJI,"Population ages 60-64, male",SP.POP.6064.MA,12707,13258,13858,14511,15191,15893
Djibouti,DJI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,27273,28125,29083,30189,31349,32559
Djibouti,DJI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,22185,22792,23535,24412,25343,26314
