Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Kosovo,XKX,"Population ages 25-29, male",SP.POP.2529.MA,74648,73407,70764,68648,67093,67051
Kosovo,XKX,"Population ages 30-34, female",SP.POP.3034.FE,68119,68372,67196,65963,64551,63255
Kosovo,XKX,"Population ages 30-34, male",SP.POP.3034.MA,71088,71465,70200,68739,67093,65558
Kosovo,XKX,"Population ages 35-39, female",SP.POP.3539.FE,63015,62922,62308,62056,61972,62110
Kosovo,XKX,"Population ages 35-39, male",SP.POP.3539.MA,62621,63384,63482,63898,64389,64896
Kosovo,XKX,"Population ages 40-44, female",SP.POP.4044.FE,63336,62467,61253,60407,59703,59225
Kosovo,XKX,"Population ages 40-44, male",SP.POP.4044.MA,56521,56806,56935,57388,57882,58489
Kosovo,XKX,"Population ages 45-49, female",SP.POP.4549.FE,60646,61694,62133,62198,61782,60979
Kosovo,XKX,"Population ages 45-49, male",SP.POP.4549.MA,52607,53482,53720,53763,53653,53618
Kosovo,XKX,"Population ages 50-54, female",SP.POP.5054.FE,54029,55347,56433,57450,58181,58987
Kosovo,XKX,"Population ages 50-54, male",SP.POP.5054.MA,47232,47805,48307,48931,49509,50250
Kosovo,XKX,"Population ages 55-59, female",SP.POP.5559.FE,46377,47532,48645,50006,51347,52601
Kosovo,XKX,"Population ages 55-59, male",SP.POP.5559.MA,41951,42598,43153,43844,44450,44954
Kosovo,XKX,"Population ages 60-64, female",SP.POP.6064.FE,37972,39343,40787,42295,43609,44763
Kosovo,XKX,"Population ages 60-64, male",SP.POP.6064.MA,34589,35583,36564,37565,38393,39117
Kosovo,XKX,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,87934,89797,92524,95952,99559,103319
Kosovo,XKX,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,68193,68989,70834,73429,76179,79111
Kuwait,KWT,"Population ages 10-14, male",SP.POP.1014.MA,163789,156360,154425,164972,167508,168195
Kuwait,KWT,"Population ages 15-19, female",SP.POP.1519.FE,113365,116261,122790,132673,138549,140802
Kuwait,KWT,"Population ages 10-14, female",SP.POP.1014.FE,132455,137676,147210,155897,157956,158420
Kuwait,KWT,"Population ages 15-19, male",SP.POP.1519.MA,136343,130013,127471,138977,146194,147368
Kuwait,KWT,"Population ages 20-24, female",SP.POP.2024.FE,102599,103072,106656,110967,114867,119848
Kuwait,KWT,"Population ages 20-24, male",SP.POP.2024.MA,123737,123277,127406,124674,126721,138302
Kuwait,KWT,"Population ages 25-29, female",SP.POP.2529.FE,91861,119838,150280,149160,147623,149414
Kuwait,KWT,"Population ages 25-29, male",SP.POP.2529.MA,111925,209372,307259,295120,282448,281637
Kuwait,KWT,"Population ages 30-34, female",SP.POP.3034.FE,147484,162754,183099,176772,178028,184075
Kuwait,KWT,"Population ages 30-34, male",SP.POP.3034.MA,186253,262879,347999,337960,344679,354687
Kuwait,KWT,"Population ages 35-39, female",SP.POP.3539.FE,191700,189051,204387,220503,219508,219111
Kuwait,KWT,"Population ages 35-39, male",SP.POP.3539.MA,319800,323479,382421,412395,409501,411570
Kuwait,KWT,"Population ages 40-44, female",SP.POP.4044.FE,177761,170125,175695,192237,200978,206164
Kuwait,KWT,"Population ages 40-44, male",SP.POP.4044.MA,357017,331968,347629,387198,400583,405175
Kuwait,KWT,"Population ages 45-49, female",SP.POP.4549.FE,170199,152879,141181,155673,161126,164029
Kuwait,KWT,"Population ages 45-49, male",SP.POP.4549.MA,343530,291997,259671,290537,304510,311015
Kuwait,KWT,"Population ages 50-54, female",SP.POP.5054.FE,114997,105736,102075,114664,120837,123519
Kuwait,KWT,"Population ages 50-54, male",SP.POP.5054.MA,232912,205680,195459,218727,228000,231921
Kuwait,KWT,"Population ages 55-59, female",SP.POP.5559.FE,79606,72111,67447,76548,81289,83477
Kuwait,KWT,"Population ages 55-59, male",SP.POP.5559.MA,160355,137749,126213,146720,156223,158805
Kuwait,KWT,"Population ages 60-64, female",SP.POP.6064.FE,48571,44474,41738,47537,50991,52938
Kuwait,KWT,"Population ages 60-64, male",SP.POP.6064.MA,107108,82829,64768,78192,85694,88856
Kuwait,KWT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,62904,61495,61061,67358,71760,74823
Kuwait,KWT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,112923,87790,64997,75952,82082,85135
Kyrgyz Republic,KGZ,"Population ages 10-14, male",SP.POP.1014.MA,327587,347389,363194,375215,384548,391785
Kyrgyz Republic,KGZ,"Population ages 15-19, female",SP.POP.1519.FE,262898,268519,275817,285412,297074,312047
Kyrgyz Republic,KGZ,"Population ages 10-14, female",SP.POP.1014.FE,311062,327901,342308,354063,363455,370915
Kyrgyz Republic,KGZ,"Population ages 15-19, male",SP.POP.1519.MA,268601,275937,287426,301320,315677,331860
Kyrgyz Republic,KGZ,"Population ages 20-24, female",SP.POP.2024.FE,270749,265737,264749,265787,266954,267978
Kyrgyz Republic,KGZ,"Population ages 20-24, male",SP.POP.2024.MA,274024,262492,257337,258573,262543,268369
Kyrgyz Republic,KGZ,"Population ages 25-29, female",SP.POP.2529.FE,292810,286250,281490,279090,275694,272000
Kyrgyz Republic,KGZ,"Population ages 25-29, male",SP.POP.2529.MA,280936,278541,275802,273657,269894,265712
Kyrgyz Republic,KGZ,"Population ages 30-34, female",SP.POP.3034.FE,266086,275275,279855,282656,284142,284942
Kyrgyz Republic,KGZ,"Population ages 30-34, male",SP.POP.3034.MA,255287,270152,277174,278757,278723,277864
Kyrgyz Republic,KGZ,"Population ages 35-39, female",SP.POP.3539.FE,206103,227483,243761,254164,263143,270777
Kyrgyz Republic,KGZ,"Population ages 35-39, male",SP.POP.3539.MA,200136,220795,237100,247933,257659,266163
Kyrgyz Republic,KGZ,"Population ages 40-44, female",SP.POP.4044.FE,185912,194977,203382,209377,216339,224239
Kyrgyz Republic,KGZ,"Population ages 40-44, male",SP.POP.4044.MA,180511,191579,199544,203541,209111,215589
Kyrgyz Republic,KGZ,"Population ages 45-49, female",SP.POP.4549.FE,177898,178187,180452,184033,187776,192153
Kyrgyz Republic,KGZ,"Population ages 45-49, male",SP.POP.4549.MA,171487,169986,172465,177021,180908,185438
Kyrgyz Republic,KGZ,"Population ages 50-54, female",SP.POP.5054.FE,167005,167032,168332,170086,171242,172801
Kyrgyz Republic,KGZ,"Population ages 50-54, male",SP.POP.5054.MA,158698,156751,156944,158705,159875,160835
Kyrgyz Republic,KGZ,"Population ages 55-59, female",SP.POP.5559.FE,161305,159273,158113,158635,159239,160087
Kyrgyz Republic,KGZ,"Population ages 55-59, male",SP.POP.5559.MA,145131,141322,139652,140635,141323,142464
Kyrgyz Republic,KGZ,"Population ages 60-64, female",SP.POP.6064.FE,131817,135990,140580,145399,148854,150967
Kyrgyz Republic,KGZ,"Population ages 60-64, male",SP.POP.6064.MA,111500,113387,116190,120057,123221,125278
Kyrgyz Republic,KGZ,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,197933,203555,212909,226623,241359,257368
Kyrgyz Republic,KGZ,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,148403,146594,149758,158682,168391,179305
Lao PDR,LAO,"Population ages 10-14, male",SP.POP.1014.MA,379812,381139,382112,383515,385573,389044
Lao PDR,LAO,"Population ages 15-19, female",SP.POP.1519.FE,357059,356380,357681,360278,363101,365329
Lao PDR,LAO,"Population ages 10-14, female",SP.POP.1014.FE,368178,369281,369889,370777,372306,375310
Lao PDR,LAO,"Population ages 15-19, male",SP.POP.1519.MA,366671,366566,368441,371207,373986,376281
Lao PDR,LAO,"Population ages 20-24, female",SP.POP.2024.FE,352300,354627,355503,354794,352879,350750
Lao PDR,LAO,"Population ages 20-24, male",SP.POP.2024.MA,360969,363722,364720,363831,361471,359264
Lao PDR,LAO,"Population ages 25-29, female",SP.POP.2529.FE,331028,334162,336679,339133,342223,345490
Lao PDR,LAO,"Population ages 25-29, male",SP.POP.2529.MA,335155,338175,340924,344322,348761,352994
Lao PDR,LAO,"Population ages 30-34, female",SP.POP.3034.FE,300405,307176,312976,317737,321626,325191
Lao PDR,LAO,"Population ages 30-34, male",SP.POP.3034.MA,307026,312976,317824,321705,325058,328394
Lao PDR,LAO,"Population ages 35-39, female",SP.POP.3539.FE,251569,260878,270044,279005,287569,295366
Lao PDR,LAO,"Population ages 35-39, male",SP.POP.3539.MA,259001,268140,277085,285735,293805,300922
Lao PDR,LAO,"Population ages 40-44, female",SP.POP.4044.FE,206016,212860,220405,228769,237735,247002
Lao PDR,LAO,"Population ages 40-44, male",SP.POP.4044.MA,210532,217955,225972,234730,243903,253116
Lao PDR,LAO,"Population ages 45-49, female",SP.POP.4549.FE,173459,178583,183810,189287,195113,201408
Lao PDR,LAO,"Population ages 45-49, male",SP.POP.4549.MA,174085,179456,185015,190927,197308,204220
Lao PDR,LAO,"Population ages 50-54, female",SP.POP.5054.FE,149502,152437,155733,159370,163478,168238
Lao PDR,LAO,"Population ages 50-54, male",SP.POP.5054.MA,144171,147931,152091,156632,161492,166636
Lao PDR,LAO,"Population ages 55-59, female",SP.POP.5559.FE,127013,130462,133798,137204,140359,143183
Lao PDR,LAO,"Population ages 55-59, male",SP.POP.5559.MA,118784,122026,125168,128382,131608,134978
Lao PDR,LAO,"Population ages 60-64, female",SP.POP.6064.FE,96759,101674,106463,111099,115344,119080
Lao PDR,LAO,"Population ages 60-64, male",SP.POP.6064.MA,91404,94529,97772,100962,104116,107376
Lao PDR,LAO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,168240,174126,180656,188160,196433,205582
Lao PDR,LAO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,143365,147709,153233,159484,166090,172958
Late-demographic dividend,LTE,"Population ages 10-14, male",SP.POP.1014.MA,77017840,77925041,79160218,80239950,80771174,81001909
Late-demographic dividend,LTE,"Population ages 15-19, female",SP.POP.1519.FE,65815072,65741160,66189978,66970170,67918191,68823695
Late-demographic dividend,LTE,"Population ages 10-14, female",SP.POP.1014.FE,68924184,69756531,70902993,71924441,72492539,72823897
Late-demographic dividend,LTE,"Population ages 15-19, male",SP.POP.1519.MA,73329135,73268763,73804236,74713797,75807924,76845367
Late-demographic dividend,LTE,"Population ages 20-24, female",SP.POP.2024.FE,69027019,68011068,67128945,66496222,66116779,65787083
Late-demographic dividend,LTE,"Population ages 20-24, male",SP.POP.2024.MA,76463243,75481348,74649323,74039543,73708633,73451446
Late-demographic dividend,LTE,"Population ages 25-29, female",SP.POP.2529.FE,79841823,76230923,73999718,72087291,70348236,69010746
Late-demographic dividend,LTE,"Population ages 25-29, male",SP.POP.2529.MA,87400554,83759255,81698867,79824341,78076073,76783041
Late-demographic dividend,LTE,"Population ages 30-34, female",SP.POP.3034.FE,94154368,93979250,91394707,88005591,84215553,79759016
Late-demographic dividend,LTE,"Population ages 30-34, male",SP.POP.3034.MA,100945064,101199206,98885031,95582048,91859350,87389856
Late-demographic dividend,LTE,"Population ages 35-39, female",SP.POP.3539.FE,85008205,86722210,88567368,90430039,92309930,93922915
Late-demographic dividend,LTE,"Population ages 35-39, male",SP.POP.3539.MA,88975502,90999781,93350039,95749849,98212727,100450394
Late-demographic dividend,LTE,"Population ages 40-44, female",SP.POP.4044.FE,77874896,78292783,79934437,81858696,83154757,84518654
Late-demographic dividend,LTE,"Population ages 40-44, male",SP.POP.4044.MA,80040651,80587062,82495673,84716432,86245493,87846510
Late-demographic dividend,LTE,"Population ages 45-49, female",SP.POP.4549.FE,87340195,84688819,82032892,79456250,77686016,77169093
Late-demographic dividend,LTE,"Population ages 45-49, male",SP.POP.4549.MA,88444551,85709041,83045107,80535802,78852685,78450997
Late-demographic dividend,LTE,"Population ages 50-54, female",SP.POP.5054.FE,87169981,88257825,89355062,89562997,88367927,86247160
Late-demographic dividend,LTE,"Population ages 50-54, male",SP.POP.5054.MA,86411316,87597507,88819756,89162438,88063332,85984618
Late-demographic dividend,LTE,"Population ages 55-59, female",SP.POP.5559.FE,76017675,81057615,83944162,84221352,84567988,85625678
Late-demographic dividend,LTE,"Population ages 55-59, male",SP.POP.5559.MA,73050876,78091632,80980963,81340218,81802576,82978163
Late-demographic dividend,LTE,"Population ages 60-64, female",SP.POP.6064.FE,63252199,61396753,61063111,64097506,68943926,73855446
Late-demographic dividend,LTE,"Population ages 60-64, male",SP.POP.6064.MA,57819246,56031097,55801833,58924075,63769068,68624698
Late-demographic dividend,LTE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,156749476,162922836,169363979,175882261,180996703,185360699
Late-demographic dividend,LTE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,121569542,126279704,131175371,135982964,139499282,142399934
Latin America & Caribbean,LCN,"Population ages 10-14, male",SP.POP.1014.MA,26763481,26700561,26653331,26599937,26537231,26451315
Latin America & Caribbean,LCN,"Population ages 15-19, female",SP.POP.1519.FE,26224740,26050125,25897161,25784371,25701163,25624529
Latin America & Caribbean,LCN,"Population ages 10-14, female",SP.POP.1014.FE,25741143,25674617,25623843,25567136,25501565,25414852
Latin America & Caribbean,LCN,"Population ages 15-19, male",SP.POP.1519.MA,27147278,26987712,26845588,26740088,26662251,26589848
Latin America & Caribbean,LCN,"Population ages 20-24, female",SP.POP.2024.FE,26557645,26498167,26413640,26287567,26134896,25980259
Latin America & Caribbean,LCN,"Population ages 20-24, male",SP.POP.2024.MA,27131986,27112658,27064239,26969174,26842749,26710372
Latin America & Caribbean,LCN,"Population ages 25-29, female",SP.POP.2529.FE,26180881,26209644,26232460,26262207,26273941,26260173
Latin America & Caribbean,LCN,"Population ages 25-29, male",SP.POP.2529.MA,26302062,26363360,26422211,26494918,26557496,26596277
Latin America & Caribbean,LCN,"Population ages 30-34, female",SP.POP.3034.FE,25361433,25497663,25615743,25727535,25825762,25901702
Latin America & Caribbean,LCN,"Population ages 30-34, male",SP.POP.3034.MA,25106684,25277414,25422141,25557599,25681836,25792320
Latin America & Caribbean,LCN,"Population ages 35-39, female",SP.POP.3539.FE,24210160,24428894,24607437,24767884,24930799,25097497
Latin America & Caribbean,LCN,"Population ages 35-39, male",SP.POP.3539.MA,23444706,23715196,23954312,24181000,24406610,24627257
Latin America & Caribbean,LCN,"Population ages 40-44, female",SP.POP.4044.FE,22312386,22662483,23008053,23347084,23655402,23929033
Latin America & Caribbean,LCN,"Population ages 40-44, male",SP.POP.4044.MA,21258161,21588795,21928573,22283823,22626159,22949990
Latin America & Caribbean,LCN,"Population ages 45-49, female",SP.POP.4549.FE,20265056,20579855,20903138,21249169,21611464,21984583
Latin America & Caribbean,LCN,"Population ages 45-49, male",SP.POP.4549.MA,19124705,19392275,19679070,20002924,20348820,20710503
Latin America & Caribbean,LCN,"Population ages 50-54, female",SP.POP.5054.FE,18351567,18586383,18864211,19189847,19527416,19862444
Latin America & Caribbean,LCN,"Population ages 50-54, male",SP.POP.5054.MA,17131999,17320673,17557076,17854243,18164402,18470289
Latin America & Caribbean,LCN,"Population ages 55-59, female",SP.POP.5559.FE,16584674,16878555,17131974,17373724,17598836,17830357
Latin America & Caribbean,LCN,"Population ages 55-59, male",SP.POP.5559.MA,15222352,15456852,15668590,15886840,16094306,16309625
Latin America & Caribbean,LCN,"Population ages 60-64, female",SP.POP.6064.FE,13863375,14256705,14659781,15091386,15505494,15880186
Latin America & Caribbean,LCN,"Population ages 60-64, male",SP.POP.6064.MA,12430134,12742010,13079219,13461919,13831867,14166665
Latin America & Caribbean,LCN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,31775611,32740737,33802028,35075308,36454693,37878819
Latin America & Caribbean,LCN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,25255952,25864450,26595874,27586418,28689355,29838584
Latin America & Caribbean (excluding high income),LAC,"Population ages 10-14, male",SP.POP.1014.MA,24181221,24124931,24082846,24036244,23985105,23916915
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-19, female",SP.POP.1519.FE,23850122,23672805,23504893,23370471,23268231,23181001
Latin America & Caribbean (excluding high income),LAC,"Population ages 10-14, female",SP.POP.1014.FE,23276215,23214677,23168781,23119710,23067025,22999071
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-19, male",SP.POP.1519.MA,24639516,24478945,24325961,24204116,24112449,24033745
Latin America & Caribbean (excluding high income),LAC,"Population ages 20-24, female",SP.POP.2024.FE,24292423,24258991,24171250,24024989,23847392,23664336
Latin America & Caribbean (excluding high income),LAC,"Population ages 20-24, male",SP.POP.2024.MA,24761347,24761252,24705403,24588308,24437875,24280340
Latin America & Caribbean (excluding high income),LAC,"Population ages 25-29, female",SP.POP.2529.FE,23915878,23989086,24035861,24073640,24087128,24071600
Latin America & Caribbean (excluding high income),LAC,"Population ages 25-29, male",SP.POP.2529.MA,23986607,24086409,24162742,24236547,24293538,24323539
Latin America & Caribbean (excluding high income),LAC,"Population ages 30-34, female",SP.POP.3034.FE,23090843,23245158,23377032,23501065,23613459,23704351
Latin America & Caribbean (excluding high income),LAC,"Population ages 30-34, male",SP.POP.3034.MA,22841085,23022857,23173425,23313075,23443972,23562764
Latin America & Caribbean (excluding high income),LAC,"Population ages 35-39, female",SP.POP.3539.FE,22029478,22252102,22424823,22573210,22723813,22881276
Latin America & Caribbean (excluding high income),LAC,"Population ages 35-39, male",SP.POP.3539.MA,21307960,21580556,21810287,22020247,22228026,22432459
Latin America & Caribbean (excluding high income),LAC,"Population ages 40-44, female",SP.POP.4044.FE,20206417,20554367,20895605,21227562,21528045,21793294
Latin America & Caribbean (excluding high income),LAC,"Population ages 40-44, male",SP.POP.4044.MA,19212698,19543586,19880103,20227961,20560963,20873776
Latin America & Caribbean (excluding high income),LAC,"Population ages 45-49, female",SP.POP.4549.FE,18265530,18571584,18882811,19213553,19560335,19919725
Latin America & Caribbean (excluding high income),LAC,"Population ages 45-49, male",SP.POP.4549.MA,17193743,17455470,17732666,18042825,18374196,18722901
Latin America & Caribbean (excluding high income),LAC,"Population ages 50-54, female",SP.POP.5054.FE,16446102,16673394,16943915,17259294,17584789,17906595
Latin America & Caribbean (excluding high income),LAC,"Population ages 50-54, male",SP.POP.5054.MA,15317662,15498276,15726531,16012643,16310508,16603656
Latin America & Caribbean (excluding high income),LAC,"Population ages 55-59, female",SP.POP.5559.FE,14819838,15091689,15326490,15550728,15760278,15978301
Latin America & Caribbean (excluding high income),LAC,"Population ages 55-59, male",SP.POP.5559.MA,13575977,13790730,13985374,14186243,14376965,14576716
Latin America & Caribbean (excluding high income),LAC,"Population ages 60-64, female",SP.POP.6064.FE,12319916,12679355,13051984,13453305,13837698,14184455
Latin America & Caribbean (excluding high income),LAC,"Population ages 60-64, male",SP.POP.6064.MA,11029843,11312582,11622723,11977256,12318840,12626576
Latin America & Caribbean (excluding high income),LAC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,27956613,28799958,29738524,30873731,32106413,33382007
Latin America & Caribbean (excluding high income),LAC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,22289941,22808572,23444764,24324990,25308238,26336020
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 10-14, male",SP.POP.1014.MA,26336477,26270636,26220759,26166550,26106662,26026379
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 15-19, female",SP.POP.1519.FE,25774977,25615812,25477818,25375114,25296597,25220214
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 10-14, female",SP.POP.1014.FE,25333746,25264145,25211245,25154957,25093376,25013731
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 15-19, male",SP.POP.1519.MA,26678671,26534656,26407354,26311425,26237844,26165670
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 20-24, female",SP.POP.2024.FE,26084063,26024721,25943242,25822451,25678619,25536719
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 20-24, male",SP.POP.2024.MA,26640507,26620909,26575506,26485310,26367504,26247901
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 25-29, female",SP.POP.2529.FE,25696103,25738223,25768970,25800251,25809979,25794252
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 25-29, male",SP.POP.2529.MA,25802168,25877935,25945426,26019051,26078021,26113048
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 30-34, female",SP.POP.3034.FE,24839903,24973489,25094986,25216804,25330993,25423894
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 30-34, male",SP.POP.3034.MA,24574534,24742488,24889074,25033048,25172788,25300557
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 35-39, female",SP.POP.3539.FE,23740636,23946415,24116834,24269977,24423170,24582333
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 35-39, male",SP.POP.3539.MA,22975855,23230741,23459202,23676457,23890605,24103299
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 40-44, female",SP.POP.4044.FE,21833654,22205862,22563880,22901906,23203159,23465730
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 40-44, male",SP.POP.4044.MA,20789191,21139534,21491332,21845348,22179397,22489930
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 45-49, female",SP.POP.4549.FE,19639208,19980593,20338698,20721065,21114294,21513174
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 45-49, male",SP.POP.4549.MA,18527004,18820194,19138143,19494938,19868920,20252731
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 50-54, female",SP.POP.5054.FE,17685460,17927164,18209985,18542575,18893702,19248353
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 50-54, male",SP.POP.5054.MA,16508376,16702156,16942847,17244684,17566262,17891431
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 55-59, female",SP.POP.5559.FE,15945480,16219340,16465647,16709194,16941453,17182189
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 55-59, male",SP.POP.5559.MA,14636802,14852989,15057642,15279069,15493760,15714995
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 60-64, female",SP.POP.6064.FE,13386009,13762544,14141962,14541310,14921566,15267321
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 60-64, male",SP.POP.6064.MA,12006500,12302921,12618758,12971568,13311387,13621760
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,30331536,31274583,32318430,33563017,34909377,36295652
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,24087170,24692746,25424227,26400538,27483809,28607667
Latvia,LVA,"Population ages 10-14, male",SP.POP.1014.MA,52198,51749,51462,51240,51385,52606
Latvia,LVA,"Population ages 15-19, female",SP.POP.1519.FE,43845,44686,46432,48467,49886,50024
Latvia,LVA,"Population ages 10-14, female",SP.POP.1014.FE,49921,49252,48712,48322,48256,49196
Latvia,LVA,"Population ages 15-19, male",SP.POP.1519.MA,46115,47095,48940,50905,52134,52338
Latvia,LVA,"Population ages 20-24, female",SP.POP.2024.FE,40146,40383,41344,42659,43358,43405
Latvia,LVA,"Population ages 20-24, male",SP.POP.2024.MA,43497,43191,43710,44881,45567,45682
Latvia,LVA,"Population ages 25-29, female",SP.POP.2529.FE,53530,49184,45488,42625,40690,39748
Latvia,LVA,"Population ages 25-29, male",SP.POP.2529.MA,57476,53099,49177,46166,44180,42997
Latvia,LVA,"Population ages 30-34, female",SP.POP.3034.FE,66307,65132,63511,61240,57768,53455
Latvia,LVA,"Population ages 30-34, male",SP.POP.3034.MA,70738,69448,67936,65449,61509,57103
Latvia,LVA,"Population ages 35-39, female",SP.POP.3539.FE,64190,65192,66702,67526,67052,66319
Latvia,LVA,"Population ages 35-39, male",SP.POP.3539.MA,67105,68368,70003,71052,70894,70174
Latvia,LVA,"Population ages 40-44, female",SP.POP.4044.FE,62057,61165,61251,62253,63299,64079
Latvia,LVA,"Population ages 40-44, male",SP.POP.4044.MA,61128,60776,61389,63111,64841,66098
Latvia,LVA,"Population ages 45-49, female",SP.POP.4549.FE,67292,66088,65106,64323,63100,61813
Latvia,LVA,"Population ages 45-49, male",SP.POP.4549.MA,63850,63027,62228,61482,60470,59673
Latvia,LVA,"Population ages 50-54, female",SP.POP.5054.FE,67182,67369,67695,67849,67443,66709
Latvia,LVA,"Population ages 50-54, male",SP.POP.5054.MA,60693,60850,61491,62013,61883,61526
Latvia,LVA,"Population ages 55-59, female",SP.POP.5559.FE,73578,70838,68992,67690,66446,66016
Latvia,LVA,"Population ages 55-59, male",SP.POP.5559.MA,62239,60256,58815,58078,57397,57127
Latvia,LVA,"Population ages 60-64, female",SP.POP.6064.FE,74723,75266,75771,75565,74009,71505
Latvia,LVA,"Population ages 60-64, male",SP.POP.6064.MA,57863,58637,59199,59006,58036,56683
Latvia,LVA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,262342,261752,262454,265198,266872,268381
Latvia,LVA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,130522,131092,132438,135300,137738,140117
Least developed countries: UN classification,LDC,"Population ages 10-14, male",SP.POP.1014.MA,65599760,66884096,68045919,69107742,70167892,71255462
Least developed countries: UN classification,LDC,"Population ages 15-19, female",SP.POP.1519.FE,57824414,59113119,60296754,61383791,62431908,63447032
Least developed countries: UN classification,LDC,"Population ages 10-14, female",SP.POP.1014.FE,64041959,65091616,66065860,67036410,68062217,69153638
Least developed countries: UN classification,LDC,"Population ages 15-19, male",SP.POP.1519.MA,58084696,59424751,60820675,62203164,63547731,64840564
Least developed countries: UN classification,LDC,"Population ages 20-24, female",SP.POP.2024.FE,50850088,52105205,53295267,54483618,55675314,56851155
Least developed countries: UN classification,LDC,"Population ages 20-24, male",SP.POP.2024.MA,50113836,51073810,52163645,53452559,54837509,56282283
Least developed countries: UN classification,LDC,"Population ages 25-29, female",SP.POP.2529.FE,43697986,45167192,46533063,47731694,48866379,49974749
Least developed countries: UN classification,LDC,"Population ages 25-29, male",SP.POP.2529.MA,42667032,43899973,45048844,46108299,47153336,48230330
Least developed countries: UN classification,LDC,"Population ages 30-34, female",SP.POP.3034.FE,37187760,38090822,39061218,40214173,41499352,42880665
Least developed countries: UN classification,LDC,"Population ages 30-34, male",SP.POP.3034.MA,35893841,36794911,37696233,38754248,39934886,41210357
Least developed countries: UN classification,LDC,"Population ages 35-39, female",SP.POP.3539.FE,31709473,32812580,33835017,34749406,35591254,36416884
Least developed countries: UN classification,LDC,"Population ages 35-39, male",SP.POP.3539.MA,30455264,31509649,32397280,33181749,33960862,34767441
Least developed countries: UN classification,LDC,"Population ages 40-44, female",SP.POP.4044.FE,25812734,26579775,27509551,28621538,29784807,30953237
Least developed countries: UN classification,LDC,"Population ages 40-44, male",SP.POP.4044.MA,24851201,25825997,26774951,27721626,28673470,29616565
Least developed countries: UN classification,LDC,"Population ages 45-49, female",SP.POP.4549.FE,21522394,21989925,22524733,23200394,23962289,24817545
Least developed countries: UN classification,LDC,"Population ages 45-49, male",SP.POP.4549.MA,20359188,20940007,21540665,22235940,23031346,23908955
Least developed countries: UN classification,LDC,"Population ages 50-54, female",SP.POP.5054.FE,17794823,18274699,18801701,19382680,19960271,20545933
Least developed countries: UN classification,LDC,"Population ages 50-54, male",SP.POP.5054.MA,16671068,17173973,17683793,18207982,18736438,19282235
Least developed countries: UN classification,LDC,"Population ages 55-59, female",SP.POP.5559.FE,14459455,14783305,15188720,15691682,16226933,16788824
Least developed countries: UN classification,LDC,"Population ages 55-59, male",SP.POP.5559.MA,13332102,13690410,14086629,14533310,14999755,15486288
Least developed countries: UN classification,LDC,"Population ages 60-64, female",SP.POP.6064.FE,11501468,11771062,12097055,12497117,12899605,13311989
