Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Afghanistan,AFG,"Age population, age 24, male",SP.POP.AG24.MA.IN,376651,384460,395681,409376,421296
Afghanistan,AFG,"Age population, age 24, female",SP.POP.AG24.FE.IN,366825,374042,383313,395006,405328.5
Afghanistan,AFG,"Age population, age 23, male",SP.POP.AG23.MA.IN,392015,399995.5,411073,423530,434707
Afghanistan,AFG,"Age population, age 23, female",SP.POP.AG23.FE.IN,380301.5,387250,396429,407252.5,416769.5
Afghanistan,AFG,"Age population, age 22, female",SP.POP.AG22.FE.IN,393704,400478.5,408747.5,418801.5,426605.5
Afghanistan,AFG,"Age population, age 22, male",SP.POP.AG22.MA.IN,407802,415550,425334,437084.5,446154
Afghanistan,AFG,"Age population, age 21, male",SP.POP.AG21.MA.IN,423579,429965.5,438958.5,448613,455974.5
Afghanistan,AFG,"Age population, age 21, female",SP.POP.AG21.FE.IN,407126,412909.5,420345,428699.5,435339.5
Afghanistan,AFG,"Age population, age 20, male",SP.POP.AG20.MA.IN,438137,443702,450490.5,458411,466082.5
Afghanistan,AFG,"Age population, age 20, female",SP.POP.AG20.FE.IN,419744.5,424607,430246.5,437415,444409.5
Afghanistan,AFG,"Age population, age 19, male",SP.POP.AG19.MA.IN,451928,455307.5,460212,468370.5,475925.5
Afghanistan,AFG,"Age population, age 19, female",SP.POP.AG19.FE.IN,431608.5,434590,438905.5,446361,453278.5
Afghanistan,AFG,"Age population, age 18, female",SP.POP.AG18.FE.IN,441736.5,443314.5,447737,454996.5,461723
Afghanistan,AFG,"Age population, age 18, male",SP.POP.AG18.MA.IN,463535,465070.5,470022,477938.5,485167
Afghanistan,AFG,"Age population, age 13, female",SP.POP.AG13.FE.IN,487476,493256,501655.5,515290.5,528959.5
Afghanistan,AFG,"Age population, age 13, male",SP.POP.AG13.MA.IN,513059,518942,527316.5,541058,554730
Afghanistan,AFG,"Age population, age 14, female",SP.POP.AG14.FE.IN,476204,479890.5,488682.5,500829.5,514613
Afghanistan,AFG,"Age population, age 14, male",SP.POP.AG14.MA.IN,501034.5,504952,514058.5,526378.5,540274
Afghanistan,AFG,"Age population, age 15, female",SP.POP.AG15.FE.IN,468119.5,468700,475355,487823.5,500104.5
Afghanistan,AFG,"Age population, age 15, male",SP.POP.AG15.MA.IN,492375.5,492931,500091,513070,525528.5
Afghanistan,AFG,"Age population, age 16, female",SP.POP.AG16.FE.IN,459521,460695.5,464193.5,474421,486968.5
Afghanistan,AFG,"Age population, age 16, male",SP.POP.AG16.MA.IN,483031.5,484251.5,488075,499000.5,512059
Afghanistan,AFG,"Age population, age 17, female",SP.POP.AG17.FE.IN,450569.5,452181.5,456219,463132.5,473325.5
Afghanistan,AFG,"Age population, age 17, male",SP.POP.AG17.MA.IN,473260,474881.5,479395,486821,497708
Africa Eastern and Southern,AFE,"Age population, age 24, male",SP.POP.AG24.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 24, female",SP.POP.AG24.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 23, male",SP.POP.AG23.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 23, female",SP.POP.AG23.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 22, female",SP.POP.AG22.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 22, male",SP.POP.AG22.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 21, male",SP.POP.AG21.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 21, female",SP.POP.AG21.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 20, male",SP.POP.AG20.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 20, female",SP.POP.AG20.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 19, male",SP.POP.AG19.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 19, female",SP.POP.AG19.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 18, female",SP.POP.AG18.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 18, male",SP.POP.AG18.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 13, female",SP.POP.AG13.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 13, male",SP.POP.AG13.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 14, female",SP.POP.AG14.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 14, male",SP.POP.AG14.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 15, female",SP.POP.AG15.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 15, male",SP.POP.AG15.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 16, female",SP.POP.AG16.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 16, male",SP.POP.AG16.MA.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 17, female",SP.POP.AG17.FE.IN,..,..,..,..,..
Africa Eastern and Southern,AFE,"Age population, age 17, male",SP.POP.AG17.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 24, male",SP.POP.AG24.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 24, female",SP.POP.AG24.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 23, male",SP.POP.AG23.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 23, female",SP.POP.AG23.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 22, female",SP.POP.AG22.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 22, male",SP.POP.AG22.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 21, male",SP.POP.AG21.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 21, female",SP.POP.AG21.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 20, male",SP.POP.AG20.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 20, female",SP.POP.AG20.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 19, male",SP.POP.AG19.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 19, female",SP.POP.AG19.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 18, female",SP.POP.AG18.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 18, male",SP.POP.AG18.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 13, female",SP.POP.AG13.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 13, male",SP.POP.AG13.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 14, female",SP.POP.AG14.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 14, male",SP.POP.AG14.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 15, female",SP.POP.AG15.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 15, male",SP.POP.AG15.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 16, female",SP.POP.AG16.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 16, male",SP.POP.AG16.MA.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 17, female",SP.POP.AG17.FE.IN,..,..,..,..,..
Africa Western and Central,AFW,"Age population, age 17, male",SP.POP.AG17.MA.IN,..,..,..,..,..
Albania,ALB,"Age population, age 24, male",SP.POP.AG24.MA.IN,23794,22498.5,21713,21162,20153.5
Albania,ALB,"Age population, age 24, female",SP.POP.AG24.FE.IN,23247,21653,20682.5,20111.5,18932.5
Albania,ALB,"Age population, age 23, male",SP.POP.AG23.MA.IN,22900.5,21890,21493,20604.5,19036
Albania,ALB,"Age population, age 23, female",SP.POP.AG23.FE.IN,22063.5,20846.5,20431.5,19377,17590.5
Albania,ALB,"Age population, age 22, female",SP.POP.AG22.FE.IN,21253,20590,19683.5,18012,16838.5
Albania,ALB,"Age population, age 22, male",SP.POP.AG22.MA.IN,22288,21666,20921.5,19462,18292.5
Albania,ALB,"Age population, age 21, male",SP.POP.AG21.MA.IN,22053.5,21092.5,19761,18685.5,18131.5
Albania,ALB,"Age population, age 21, female",SP.POP.AG21.FE.IN,20989.5,19840.5,18302,17228.5,16652
Albania,ALB,"Age population, age 20, male",SP.POP.AG20.MA.IN,21463,19926,18961.5,18489,17921
Albania,ALB,"Age population, age 20, female",SP.POP.AG20.FE.IN,20225,18452.5,17495,17007,16340.5
Albania,ALB,"Age population, age 19, male",SP.POP.AG19.MA.IN,20270.5,19117.5,18740,18240.5,17499
Albania,ALB,"Age population, age 19, female",SP.POP.AG19.FE.IN,18810,17634.5,17248,16658,15919.5
Albania,ALB,"Age population, age 18, female",SP.POP.AG18.FE.IN,17958.5,17383.5,16875,16190.5,15514.5
Albania,ALB,"Age population, age 18, male",SP.POP.AG18.MA.IN,19427.5,18890.5,18466.5,17771.5,17016
Albania,ALB,"Age population, age 13, female",SP.POP.AG13.FE.IN,15825.5,15647.5,15605.5,15681,16063
Albania,ALB,"Age population, age 13, male",SP.POP.AG13.MA.IN,17271,17016.5,16850,17115,17753.5
Albania,ALB,"Age population, age 14, female",SP.POP.AG14.FE.IN,16171.5,15702,15527.5,15483,15580.5
Albania,ALB,"Age population, age 14, male",SP.POP.AG14.MA.IN,17692.5,17148.5,16885,16721,17014
Albania,ALB,"Age population, age 15, female",SP.POP.AG15.FE.IN,16708,16012.5,15579,15403.5,15381.5
Albania,ALB,"Age population, age 15, male",SP.POP.AG15.MA.IN,18306,17539.5,17014,16754,16618.5
Albania,ALB,"Age population, age 16, female",SP.POP.AG16.FE.IN,17251.5,16508.5,15886.5,15445,15286
Albania,ALB,"Age population, age 16, male",SP.POP.AG16.MA.IN,18848,18114,17399,16871,16635
Albania,ALB,"Age population, age 17, female",SP.POP.AG17.FE.IN,17669,17008.5,16378.5,15729.5,15286.5
Albania,ALB,"Age population, age 17, male",SP.POP.AG17.MA.IN,19163,18615,17969,17232.5,16711
Algeria,DZA,"Age population, age 24, male",SP.POP.AG24.MA.IN,322970.5,298460,280113.5,284468,288535.5
Algeria,DZA,"Age population, age 24, female",SP.POP.AG24.FE.IN,300304,283597.5,272517.5,275959,279015.5
Algeria,DZA,"Age population, age 23, male",SP.POP.AG23.MA.IN,299036.5,280875.5,285427,289507.5,290087
Algeria,DZA,"Age population, age 23, female",SP.POP.AG23.FE.IN,283894,272914.5,276634.5,279860,279693.5
Algeria,DZA,"Age population, age 22, female",SP.POP.AG22.FE.IN,273203,277030,280618.5,280707.5,285615.5
Algeria,DZA,"Age population, age 22, male",SP.POP.AG22.MA.IN,281432,286184,290553,291241,297022
Algeria,DZA,"Age population, age 21, male",SP.POP.AG21.MA.IN,286729,291294,292346,298325.5,312418
Algeria,DZA,"Age population, age 21, female",SP.POP.AG21.FE.IN,277314.5,281007.5,281529,286771,299736.5
Algeria,DZA,"Age population, age 20, male",SP.POP.AG20.MA.IN,291818,293054,299439.5,313786,330787
Algeria,DZA,"Age population, age 20, female",SP.POP.AG20.FE.IN,281285,281905,287611.5,300951.5,316780.5
Algeria,DZA,"Age population, age 19, male",SP.POP.AG19.MA.IN,293545.5,300103.5,314842.5,332094,351037.5
Algeria,DZA,"Age population, age 19, female",SP.POP.AG19.FE.IN,282171,287971,301754,317941,335852
Algeria,DZA,"Age population, age 18, female",SP.POP.AG18.FE.IN,288222.5,302092.5,318647,336850,356555
Algeria,DZA,"Age population, age 18, male",SP.POP.AG18.MA.IN,300554.5,315452.5,333027.5,352167.5,372767
Algeria,DZA,"Age population, age 13, female",SP.POP.AG13.FE.IN,379431,398052.5,413341,426998.5,445725
Algeria,DZA,"Age population, age 13, male",SP.POP.AG13.MA.IN,397124,416424.5,431964.5,445603.5,464764.5
Algeria,DZA,"Age population, age 14, female",SP.POP.AG14.FE.IN,358171.5,379280,397876.5,413117,426751.5
Algeria,DZA,"Age population, age 14, male",SP.POP.AG14.MA.IN,374901.5,396904,416163.5,431666.5,445304.5
Algeria,DZA,"Age population, age 15, female",SP.POP.AG15.FE.IN,337895.5,357999.5,379071.5,397621.5,412848
Algeria,DZA,"Age population, age 15, male",SP.POP.AG15.MA.IN,353719.5,374639.5,396579,415809,431334
Algeria,DZA,"Age population, age 16, female",SP.POP.AG16.FE.IN,319174.5,337702,357756,378750,397265
Algeria,DZA,"Age population, age 16, male",SP.POP.AG16.MA.IN,333934.5,353408.5,374242,396129.5,415376.5
Algeria,DZA,"Age population, age 17, female",SP.POP.AG17.FE.IN,302328,318958.5,337422.5,357323.5,378217.5
Algeria,DZA,"Age population, age 17, male",SP.POP.AG17.MA.IN,315861.5,333573.5,352935,373648.5,395503
American Samoa,ASM,"Age population, age 24, male",SP.POP.AG24.MA.IN,288,282.5,288,308,340
American Samoa,ASM,"Age population, age 24, female",SP.POP.AG24.FE.IN,289,280.5,280,290,310.5
American Samoa,ASM,"Age population, age 23, male",SP.POP.AG23.MA.IN,306,311,329.5,360,385
American Samoa,ASM,"Age population, age 23, female",SP.POP.AG23.FE.IN,303,303,311.5,329.5,347
American Samoa,ASM,"Age population, age 22, female",SP.POP.AG22.FE.IN,327,335.5,350.5,364.5,378
American Samoa,ASM,"Age population, age 22, male",SP.POP.AG22.MA.IN,338,354.5,381.5,403.5,420.5
American Samoa,ASM,"Age population, age 21, male",SP.POP.AG21.MA.IN,384.5,408,424,438,446
American Samoa,ASM,"Age population, age 21, female",SP.POP.AG21.FE.IN,362,375.5,384.5,393.5,405.5
American Samoa,ASM,"Age population, age 20, male",SP.POP.AG20.MA.IN,439.5,450.5,457,461.5,458
American Samoa,ASM,"Age population, age 20, female",SP.POP.AG20.FE.IN,403.5,410,412.5,419.5,424.5
American Samoa,ASM,"Age population, age 19, male",SP.POP.AG19.MA.IN,483,483,478.5,471.5,466
American Samoa,ASM,"Age population, age 19, female",SP.POP.AG19.FE.IN,438.5,437,436.5,437.5,442
American Samoa,ASM,"Age population, age 18, female",SP.POP.AG18.FE.IN,465.5,460.5,453,453,456.5
American Samoa,ASM,"Age population, age 18, male",SP.POP.AG18.MA.IN,515,503.5,486.5,478,473.5
American Samoa,ASM,"Age population, age 13, female",SP.POP.AG13.FE.IN,508.5,486,473.5,464.5,455.5
American Samoa,ASM,"Age population, age 13, male",SP.POP.AG13.MA.IN,526.5,501.5,486.5,478,468.5
American Samoa,ASM,"Age population, age 14, female",SP.POP.AG14.FE.IN,513,490,474.5,468.5,459.5
American Samoa,ASM,"Age population, age 14, male",SP.POP.AG14.MA.IN,533.5,505,488.5,482,473.5
American Samoa,ASM,"Age population, age 15, female",SP.POP.AG15.FE.IN,508,491.5,475,468.5,464.5
American Samoa,ASM,"Age population, age 15, male",SP.POP.AG15.MA.IN,537.5,510,490,482.5,477
American Samoa,ASM,"Age population, age 16, female",SP.POP.AG16.FE.IN,499.5,484.5,475,467.5,463.5
American Samoa,ASM,"Age population, age 16, male",SP.POP.AG16.MA.IN,538,511.5,492.5,482.5,477
American Samoa,ASM,"Age population, age 17, female",SP.POP.AG17.FE.IN,488,474.5,465.5,465.5,461.5
American Samoa,ASM,"Age population, age 17, male",SP.POP.AG17.MA.IN,534,509.5,491,483,475.5
Andorra,AND,"Age population, age 24, male",SP.POP.AG24.MA.IN,491.5,519,507,524,513
Andorra,AND,"Age population, age 24, female",SP.POP.AG24.FE.IN,389,434.5,480.5,482.5,469
Andorra,AND,"Age population, age 23, male",SP.POP.AG23.MA.IN,488,485.5,504.5,496.5,484.5
Andorra,AND,"Age population, age 23, female",SP.POP.AG23.FE.IN,408,458,463,453,475.5
Andorra,AND,"Age population, age 22, female",SP.POP.AG22.FE.IN,444,440.5,434,460.5,461.5
Andorra,AND,"Age population, age 22, male",SP.POP.AG22.MA.IN,460.5,483.5,477.5,468.5,475.5
Andorra,AND,"Age population, age 21, male",SP.POP.AG21.MA.IN,463.5,457,451,461.5,473
Andorra,AND,"Age population, age 21, female",SP.POP.AG21.FE.IN,422.5,411.5,442.5,448.5,443
Andorra,AND,"Age population, age 20, male",SP.POP.AG20.MA.IN,441.5,431.5,445,459.5,480
Andorra,AND,"Age population, age 20, female",SP.POP.AG20.FE.IN,393.5,421,431.5,431,424.5
Andorra,AND,"Age population, age 19, male",SP.POP.AG19.MA.IN,413.5,426.5,444.5,468.5,481
Andorra,AND,"Age population, age 19, female",SP.POP.AG19.FE.IN,410,412,415.5,413.5,405.5
Andorra,AND,"Age population, age 18, female",SP.POP.AG18.FE.IN,401,398.5,400.5,396,403.5
Andorra,AND,"Age population, age 18, male",SP.POP.AG18.MA.IN,415.5,428,455,470.5,455
Andorra,AND,"Age population, age 13, female",SP.POP.AG13.FE.IN,407.5,434,431,420,401
Andorra,AND,"Age population, age 13, male",SP.POP.AG13.MA.IN,437.5,438.5,426,431.5,412.5
Andorra,AND,"Age population, age 14, female",SP.POP.AG14.FE.IN,372,412,439,435.5,423.5
Andorra,AND,"Age population, age 14, male",SP.POP.AG14.MA.IN,422,439,443,430,435
Andorra,AND,"Age population, age 15, female",SP.POP.AG15.FE.IN,367.5,377,419,444.5,439
Andorra,AND,"Age population, age 15, male",SP.POP.AG15.MA.IN,443.5,429.5,445,448,433.5
Andorra,AND,"Age population, age 16, female",SP.POP.AG16.FE.IN,378,372,387,426,448
Andorra,AND,"Age population, age 16, male",SP.POP.AG16.MA.IN,431,448,438.5,452,452.5
Andorra,AND,"Age population, age 17, female",SP.POP.AG17.FE.IN,390,385,384.5,396,431.5
Andorra,AND,"Age population, age 17, male",SP.POP.AG17.MA.IN,415.5,441,459.5,447,457.5
Angola,AGO,"Age population, age 24, male",SP.POP.AG24.MA.IN,269384,276595,284937.5,294837,306332.5
Angola,AGO,"Age population, age 24, female",SP.POP.AG24.FE.IN,272974,280155,288382,298183,309515
Angola,AGO,"Age population, age 23, male",SP.POP.AG23.MA.IN,277142.5,285783,295620,307067.5,320079
Angola,AGO,"Age population, age 23, female",SP.POP.AG23.FE.IN,280377.5,288910.5,298642.5,309918.5,322705
Angola,AGO,"Age population, age 22, female",SP.POP.AG22.FE.IN,289127,299169,310287.5,322925,336882.5
Angola,AGO,"Age population, age 22, male",SP.POP.AG22.MA.IN,286334,296470.5,307767.5,320639,334919.5
Angola,AGO,"Age population, age 21, male",SP.POP.AG21.MA.IN,297026.5,308619,321260.5,335317.5,350815
Angola,AGO,"Age population, age 21, female",SP.POP.AG21.FE.IN,299387,310811.5,323212.5,336938,352054.5
Angola,AGO,"Age population, age 20, male",SP.POP.AG20.MA.IN,309177.5,322103,335885.5,351112.5,367409
Angola,AGO,"Age population, age 20, female",SP.POP.AG20.FE.IN,311039,323735,337179.5,352017,367981
Angola,AGO,"Age population, age 19, male",SP.POP.AG19.MA.IN,322661.5,336709.5,351667.5,367697,384325
Angola,AGO,"Age population, age 19, female",SP.POP.AG19.FE.IN,323979,337700.5,352261.5,367950.5,384334
Angola,AGO,"Age population, age 18, female",SP.POP.AG18.FE.IN,337963.5,352775.5,368237,384393,400927
Angola,AGO,"Age population, age 18, male",SP.POP.AG18.MA.IN,337262.5,352460,368269.5,384678.5,401364.5
Angola,AGO,"Age population, age 13, female",SP.POP.AG13.FE.IN,419252.5,436103.5,452486.5,468307,484222
Angola,AGO,"Age population, age 13, male",SP.POP.AG13.MA.IN,420748.5,437908.5,454613,470614,486645
Angola,AGO,"Age population, age 14, female",SP.POP.AG14.FE.IN,402302,418914,435694.5,452072.5,467883.5
Angola,AGO,"Age population, age 14, male",SP.POP.AG14.MA.IN,403480,420299.5,437395,454090.5,470078.5
Angola,AGO,"Age population, age 15, female",SP.POP.AG15.FE.IN,385538,401972.5,418482,435266,451643
Angola,AGO,"Age population, age 15, male",SP.POP.AG15.MA.IN,386430.5,403019.5,419745.5,436839,453527.5
Angola,AGO,"Age population, age 16, female",SP.POP.AG16.FE.IN,369040.5,385219,401514,418053,434862.5
Angola,AGO,"Age population, age 16, male",SP.POP.AG16.MA.IN,369521.5,385948.5,402409,419158.5,436271
Angola,AGO,"Age population, age 17, female",SP.POP.AG17.FE.IN,353058.5,368737.5,384736.5,401115.5,417736
Angola,AGO,"Age population, age 17, male",SP.POP.AG17.MA.IN,352996.5,369012,385271.5,401809,418633
Antigua and Barbuda,ATG,"Age population, age 24, male",SP.POP.AG24.MA.IN,743,715,678,705,714
Antigua and Barbuda,ATG,"Age population, age 24, female",SP.POP.AG24.FE.IN,738,701,664,690,697.5
Antigua and Barbuda,ATG,"Age population, age 23, male",SP.POP.AG23.MA.IN,716,679,706,715,672
Antigua and Barbuda,ATG,"Age population, age 23, female",SP.POP.AG23.FE.IN,701,664,690.5,698,655.5
Antigua and Barbuda,ATG,"Age population, age 22, female",SP.POP.AG22.FE.IN,664.5,691,698.5,656.5,635
Antigua and Barbuda,ATG,"Age population, age 22, male",SP.POP.AG22.MA.IN,679.5,707,716,673.5,651.5
Antigua and Barbuda,ATG,"Age population, age 21, male",SP.POP.AG21.MA.IN,707,716.5,675,653.5,638.5
Antigua and Barbuda,ATG,"Age population, age 21, female",SP.POP.AG21.FE.IN,691,698.5,657.5,637,622.5
Antigua and Barbuda,ATG,"Age population, age 20, male",SP.POP.AG20.MA.IN,717,675,654.5,640.5,631
Antigua and Barbuda,ATG,"Age population, age 20, female",SP.POP.AG20.FE.IN,699.5,658,637.5,624,615
Antigua and Barbuda,ATG,"Age population, age 19, male",SP.POP.AG19.MA.IN,675,654.5,641.5,633,631
Antigua and Barbuda,ATG,"Age population, age 19, female",SP.POP.AG19.FE.IN,658,638,625,616,614
Antigua and Barbuda,ATG,"Age population, age 18, female",SP.POP.AG18.FE.IN,638,625.5,617.5,616,622
Antigua and Barbuda,ATG,"Age population, age 18, male",SP.POP.AG18.MA.IN,654.5,641.5,633.5,632,639
Antigua and Barbuda,ATG,"Age population, age 13, female",SP.POP.AG13.FE.IN,662.5,690.5,650,609,589.5
Antigua and Barbuda,ATG,"Age population, age 13, male",SP.POP.AG13.MA.IN,680.5,710,669,626.5,606.5
Antigua and Barbuda,ATG,"Age population, age 14, female",SP.POP.AG14.FE.IN,624,662.5,690.5,650,608.5
Antigua and Barbuda,ATG,"Age population, age 14, male",SP.POP.AG14.MA.IN,641,680.5,709.5,668.5,626.5
Antigua and Barbuda,ATG,"Age population, age 15, female",SP.POP.AG15.FE.IN,616.5,624,662,690,650
Antigua and Barbuda,ATG,"Age population, age 15, male",SP.POP.AG15.MA.IN,633.5,641,680.5,709.5,668
Antigua and Barbuda,ATG,"Age population, age 16, female",SP.POP.AG16.FE.IN,617.5,616.5,623.5,661.5,689.5
Antigua and Barbuda,ATG,"Age population, age 16, male",SP.POP.AG16.MA.IN,633.5,632.5,640,679.5,709
Antigua and Barbuda,ATG,"Age population, age 17, female",SP.POP.AG17.FE.IN,625.5,617.5,616.5,623.5,661
Antigua and Barbuda,ATG,"Age population, age 17, male",SP.POP.AG17.MA.IN,641.5,633.5,632.5,640,679
Arab World,ARB,"Age population, age 24, male",SP.POP.AG24.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 24, female",SP.POP.AG24.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 23, male",SP.POP.AG23.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 23, female",SP.POP.AG23.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 22, female",SP.POP.AG22.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 22, male",SP.POP.AG22.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 21, male",SP.POP.AG21.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 21, female",SP.POP.AG21.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 20, male",SP.POP.AG20.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 20, female",SP.POP.AG20.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 19, male",SP.POP.AG19.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 19, female",SP.POP.AG19.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 18, female",SP.POP.AG18.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 18, male",SP.POP.AG18.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 13, female",SP.POP.AG13.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 13, male",SP.POP.AG13.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 14, female",SP.POP.AG14.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 14, male",SP.POP.AG14.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 15, female",SP.POP.AG15.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 15, male",SP.POP.AG15.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 16, female",SP.POP.AG16.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 16, male",SP.POP.AG16.MA.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 17, female",SP.POP.AG17.FE.IN,..,..,..,..,..
Arab World,ARB,"Age population, age 17, male",SP.POP.AG17.MA.IN,..,..,..,..,..
Argentina,ARG,"Age population, age 24, male",SP.POP.AG24.MA.IN,354941,353459.5,355397.5,356436,354286.5
Argentina,ARG,"Age population, age 24, female",SP.POP.AG24.FE.IN,341034,339221.5,340770.5,341710.5,339671
Argentina,ARG,"Age population, age 23, male",SP.POP.AG23.MA.IN,353855,355774.5,356835,354673,353042.5
Argentina,ARG,"Age population, age 23, female",SP.POP.AG23.FE.IN,339364.5,340854,341809.5,339786,338075.5
Argentina,ARG,"Age population, age 22, female",SP.POP.AG22.FE.IN,340990,341888,339881.5,338189.5,337053.5
Argentina,ARG,"Age population, age 22, male",SP.POP.AG22.MA.IN,356164.5,357215,355080,353437.5,352560.5
Argentina,ARG,"Age population, age 21, male",SP.POP.AG21.MA.IN,357601.5,355456,353849.5,352965.5,353188.5
Argentina,ARG,"Age population, age 21, female",SP.POP.AG21.FE.IN,342018.5,339957,338284.5,337168,337075
Argentina,ARG,"Age population, age 20, male",SP.POP.AG20.MA.IN,355833.5,354216.5,353375,353598,356901.5
Argentina,ARG,"Age population, age 20, female",SP.POP.AG20.FE.IN,340083,338360,337264.5,337191.5,339669
Argentina,ARG,"Age population, age 19, male",SP.POP.AG19.MA.IN,354574.5,353720,353989.5,357303,360542
Argentina,ARG,"Age population, age 19, female",SP.POP.AG19.FE.IN,338482,337342,337289.5,339787,341832
Argentina,ARG,"Age population, age 18, female",SP.POP.AG18.FE.IN,337461,337370.5,339887,341949,342126.5
Argentina,ARG,"Age population, age 18, male",SP.POP.AG18.MA.IN,354047.5,354300.5,357660.5,360912.5,361948.5
Argentina,ARG,"Age population, age 13, female",SP.POP.AG13.FE.IN,349299.5,355947,358568,361928.5,357536.5
Argentina,ARG,"Age population, age 13, male",SP.POP.AG13.MA.IN,370027.5,376696.5,379469,383283.5,378753
Argentina,ARG,"Age population, age 14, female",SP.POP.AG14.FE.IN,342519.5,349210,355864,358493.5,361855.5
Argentina,ARG,"Age population, age 14, male",SP.POP.AG14.MA.IN,362803.5,369922,376597.5,379368.5,383183.5
Argentina,ARG,"Age population, age 15, female",SP.POP.AG15.FE.IN,342242.5,342422.5,349123,355778,358406.5
Argentina,ARG,"Age population, age 15, male",SP.POP.AG15.MA.IN,361609.5,362668,369795.5,376460.5,379228.5
