country_code,bucket,sex,pop
EMU,3544,male,22213753.0
EMU,3544,female,21968169.0
EMU,4554,male,23895179.0
EMU,4554,female,23980510.0
EMU,55plus,male,24789272.0
EMU,55plus,female,25789284.0
ERI,1014,male,222284.0
ERI,1014,female,218608.0
ERI,1519,male,216156.0
ERI,1519,female,213415.0
ERI,2024,male,188016.0
ERI,2024,female,186181.0
ERI,2534,male,268032.0
ERI,2534,female,265944.0
ERI,3544,male,158861.0
ERI,3544,female,165032.0
ERI,4554,male,118202.0
ERI,4554,female,135479.0
ERI,55plus,male,82211.0
ERI,55plus,female,99991.0
ESP,1014,male,1209970.0
ESP,1014,female,1140381.0
ESP,1519,male,1338690.0
ESP,1519,female,1264568.0
ESP,2024,male,1316716.0
ESP,2024,female,1245750.0
ESP,2534,male,2621150.0
ESP,2534,female,2535200.0
ESP,3544,male,3162322.0
ESP,3544,female,3133224.0
ESP,4554,male,4020627.0
ESP,4554,female,3927757.0
ESP,55plus,male,3536348.0
ESP,55plus,female,3649198.0
EST,1014,male,37785.0
EST,1014,female,35958.0
EST,1519,male,39719.0
EST,1519,female,37609.0
EST,2024,male,33269.0
EST,2024,female,31724.0
EST,2534,male,74925.0
EST,2534,female,69658.0
EST,3544,male,105094.0
EST,3544,female,96063.0
EST,4554,male,93916.0
EST,4554,female,90913.0
EST,55plus,male,80074.0
EST,55plus,female,88913.0
ETH,1014,male,7819587.0
ETH,1014,female,7570749.0
ETH,1519,male,7506613.0
ETH,1519,female,7308248.0
ETH,2024,male,6855759.0
ETH,2024,female,6757098.0
ETH,2534,male,10750422.0
ETH,2534,female,10659598.0
ETH,3544,male,6797601.0
ETH,3544,female,6808016.0
ETH,4554,male,4390173.0
ETH,4554,female,4625697.0
ETH,55plus,male,2816032.0
ETH,55plus,female,3196310.0
EUU,1014,male,11632277.0
EUU,1014,female,11033426.0
EUU,1519,male,12258828.0
EUU,1519,female,11640883.0
EUU,2024,male,12295106.0
EUU,2024,female,11640385.0
EUU,2534,male,26295998.0
EUU,2534,female,24965690.0
EUU,3544,male,29460062.0
EUU,3544,female,28889399.0
EUU,4554,male,31277614.0
EUU,4554,female,31216195.0
EUU,55plus,male,30691391.0
EUU,55plus,female,31986038.0
FCS,1014,male,66517672.0
FCS,1014,female,64591762.0
FCS,1519,male,59590608.0
FCS,1519,female,57929073.0
FCS,2024,male,51654569.0
FCS,2024,female,50515709.0
FCS,2534,male,80607412.0
FCS,2534,female,79782414.0
FCS,3544,male,58671024.0
FCS,3544,female,59311296.0
FCS,4554,male,40477749.0
FCS,4554,female,42510968.0
FCS,55plus,male,26122713.0
FCS,55plus,female,28984224.0
FIN,1014,male,158970.0
FIN,1014,female,151821.0
FIN,1519,male,163985.0
FIN,1519,female,156884.0
FIN,2024,male,161454.0
FIN,2024,female,153381.0
FIN,2534,male,355432.0
FIN,2534,female,333025.0
FIN,3544,male,377436.0
FIN,3544,female,352895.0
FIN,4554,male,342108.0
FIN,4554,female,327799.0
FIN,55plus,male,354460.0
FIN,55plus,female,358713.0
FJI,1014,male,42696.0
FJI,1014,female,42118.0
FJI,1519,male,40955.0
FJI,1519,female,41505.0
FJI,2024,male,37175.0
FJI,2024,female,37826.0
FJI,2534,male,72333.0
FJI,2534,female,72335.0
FJI,3544,male,68059.0
FJI,3544,female,68033.0
FJI,4554,male,51160.0
FJI,4554,female,50991.0
FJI,55plus,male,39216.0
FJI,55plus,female,41303.0
FRA,1014,male,2063006.0
FRA,1014,female,1968591.0
FRA,1519,male,2187697.0
FRA,1519,female,2084524.0
FRA,2024,male,2192279.0
FRA,2024,female,2084824.0
FRA,2534,male,3943909.0
FRA,2534,female,3895621.0
FRA,3544,male,4026014.0
FRA,3544,female,4204429.0
FRA,4554,male,4281636.0
FRA,4554,female,4374865.0
FRA,55plus,male,4174183.0
FRA,55plus,female,4481437.0
FRO,1014,male,1907.0
FRO,1014,female,1779.0
FRO,1519,male,1934.0
FRO,1519,female,1871.0
FRO,2024,male,2055.0
FRO,2024,female,1885.0
FRO,2534,male,3610.0
FRO,2534,female,3105.0
FRO,3544,male,3666.0
FRO,3544,female,3308.0
FRO,4554,male,3589.0
FRO,4554,female,3096.0
FRO,55plus,male,3463.0
FRO,55plus,female,3184.0
FSM,1014,male,6152.0
FSM,1014,female,5780.0
FSM,1519,male,5878.0
FSM,1519,female,5820.0
FSM,2024,male,5433.0
FSM,2024,female,5367.0
FSM,2534,male,9655.0
FSM,2534,female,9351.0
FSM,3544,male,6019.0
FSM,3544,female,5905.0
FSM,4554,male,4464.0
FSM,4554,female,4888.0
FSM,55plus,male,3645.0
FSM,55plus,female,4425.0
GAB,1014,male,144468.0
GAB,1014,female,143158.0
GAB,1519,male,123238.0
GAB,1519,female,122614.0
GAB,2024,male,106790.0
GAB,2024,female,106096.0
GAB,2534,male,193992.0
GAB,2534,female,186502.0
GAB,3544,male,180034.0
GAB,3544,female,162352.0
GAB,4554,male,120721.0
GAB,4554,female,109265.0
GAB,55plus,male,68180.0
GAB,55plus,female,66425.0
GBR,1014,male,2189492.0
GBR,1014,female,2083481.0
GBR,1519,male,2147283.0
GBR,1519,female,2044753.0
GBR,2024,male,2061253.0
GBR,2024,female,1957753.0
GBR,2534,male,4644573.0
GBR,2534,female,4444439.0
GBR,3544,male,4514570.0
GBR,3544,female,4593123.0
GBR,4554,male,4263887.0
GBR,4554,female,4360763.0
GBR,55plus,male,4199397.0
GBR,55plus,female,4564101.0
GEO,1014,male,141264.0
GEO,1014,female,132436.0
GEO,1519,male,121993.0
GEO,1519,female,116240.0
GEO,2024,male,105929.0
GEO,2024,female,99615.0
GEO,2534,male,235149.0
GEO,2534,female,233036.0
GEO,3544,male,261701.0
GEO,3544,female,278422.0
GEO,4554,male,212987.0
GEO,4554,female,247549.0
GEO,55plus,male,192286.0
GEO,55plus,female,254664.0
GHA,1014,male,2027533.0
GHA,1014,female,1987477.0
GHA,1519,male,1798423.0
GHA,1519,female,1769735.0
GHA,2024,male,1601918.0
GHA,2024,female,1582978.0
GHA,2534,male,2639795.0
GHA,2534,female,2625435.0
GHA,3544,male,2154122.0
GHA,3544,female,2162856.0
GHA,4554,male,1485798.0
GHA,4554,female,1529742.0
GHA,55plus,male,944433.0
GHA,55plus,female,1017747.0
GIB,1014,male,1239.0
GIB,1014,female,1151.0
GIB,1519,male,1230.0
GIB,1519,female,1198.0
GIB,2024,male,1306.0
GIB,2024,female,1285.0
GIB,2534,male,2771.0
GIB,2534,female,2678.0
GIB,3544,male,2678.0
GIB,3544,female,2687.0
GIB,4554,male,2619.0
GIB,4554,female,2599.0
GIB,55plus,male,2403.0
GIB,55plus,female,2457.0
GIN,1014,male,933341.0
GIN,1014,female,907587.0
GIN,1519,male,830756.0
GIN,1519,female,809869.0
GIN,2024,male,715924.0
GIN,2024,female,701228.0
GIN,2534,male,1181688.0
GIN,2534,female,1173422.0
GIN,3544,male,722047.0
GIN,3544,female,771093.0
GIN,4554,male,415186.0
GIN,4554,female,497313.0
GIN,55plus,male,285039.0
GIN,55plus,female,349053.0
GMB,1014,male,181998.0
GMB,1014,female,178648.0
GMB,1519,male,157998.0
GMB,1519,female,155492.0
GMB,2024,male,132595.0
GMB,2024,female,131072.0
GMB,2534,male,216768.0
GMB,2534,female,217022.0
GMB,3544,male,142759.0
GMB,3544,female,144999.0
GMB,4554,male,86419.0
GMB,4554,female,91028.0
GMB,55plus,male,62725.0
GMB,55plus,female,72304.0
GNB,1014,male,138808.0
GNB,1014,female,135738.0
GNB,1519,male,123809.0
GNB,1519,female,121756.0
GNB,2024,male,106902.0
GNB,2024,female,105840.0
GNB,2534,male,171625.0
GNB,2534,female,171876.0
GNB,3544,male,125202.0
GNB,3544,female,127560.0
GNB,4554,male,80169.0
GNB,4554,female,88058.0
GNB,55plus,male,40077.0
GNB,55plus,female,51687.0
GNQ,1014,male,110231.0
GNQ,1014,female,108540.0
GNQ,1519,male,94777.0
GNQ,1519,female,93265.0
GNQ,2024,male,80367.0
GNQ,2024,female,74270.0
GNQ,2534,male,146852.0
GNQ,2534,female,126568.0
GNQ,3544,male,147470.0
GNQ,3544,female,109386.0
GNQ,4554,male,97077.0
GNQ,4554,female,70019.0
GNQ,55plus,male,57174.0
GNQ,55plus,female,49344.0
GRC,1014,male,256009.0
GRC,1014,female,241767.0
GRC,1519,male,282479.0
GRC,1519,female,266616.0
GRC,2024,male,275038.0
GRC,2024,female,249384.0
GRC,2534,male,534615.0
GRC,2534,female,486979.0
GRC,3544,male,628283.0
GRC,3544,female,627371.0
GRC,4554,male,768642.0
GRC,4554,female,794509.0
GRC,55plus,male,696290.0
GRC,55plus,female,780361.0
GRD,1014,male,4317.0
GRD,1014,female,4144.0
GRD,1519,male,4410.0
GRD,1519,female,4230.0
GRD,2024,male,4142.0
GRD,2024,female,4012.0
GRD,2534,male,9546.0
GRD,2534,female,9188.0
GRD,3544,male,9955.0
GRD,3544,female,9872.0
GRD,4554,male,6475.0
GRD,4554,female,6089.0
GRD,55plus,male,6158.0
GRD,55plus,female,6114.0
GRL,1014,male,0.0
GRL,1014,female,0.0
GRL,1519,male,0.0
GRL,1519,female,0.0
GRL,2024,male,0.0
GRL,2024,female,0.0
GRL,2534,male,0.0
GRL,2534,female,0.0
GRL,3544,male,0.0
GRL,3544,female,0.0
GRL,4554,male,0.0
GRL,4554,female,0.0
GRL,55plus,male,0.0
GRL,55plus,female,0.0
GTM,1014,male,997975.0
GTM,1014,female,971127.0
GTM,1519,male,958330.0
GTM,1519,female,936564.0
GTM,2024,male,939890.0
GTM,2024,female,923662.0
GTM,2534,male,1654228.0
GTM,2534,female,1643694.0
GTM,3544,male,1194805.0
GTM,3544,female,1214797.0
GTM,4554,male,727927.0
GTM,4554,female,799820.0
GTM,55plus,male,435724.0
GTM,55plus,female,532811.0
GUM,1014,male,7387.0
GUM,1014,female,6931.0
GUM,1519,male,6276.0
GUM,1519,female,5998.0
GUM,2024,male,5900.0
GUM,2024,female,5534.0
GUM,2534,male,11967.0
GUM,2534,female,10664.0
GUM,3544,male,9776.0
GUM,3544,female,9273.0
GUM,4554,male,9299.0
GUM,4554,female,9405.0
GUM,55plus,male,9555.0
GUM,55plus,female,9509.0
GUY,1014,male,40145.0
GUY,1014,female,38976.0
GUY,1519,male,37262.0
GUY,1519,female,36049.0
GUY,2024,male,35306.0
GUY,2024,female,34116.0
GUY,2534,male,69515.0
GUY,2534,female,71839.0
GUY,3544,male,44388.0
GUY,3544,female,50539.0
GUY,4554,male,40590.0
GUY,4554,female,46200.0
GUY,55plus,male,32410.0
GUY,55plus,female,37536.0
HIC,1014,male,40215545.0
HIC,1014,female,38153079.0
HIC,1519,male,41109490.0
HIC,1519,female,38931334.0
HIC,2024,male,42364094.0
HIC,2024,female,39386825.0
HIC,2534,male,94146175.0
HIC,2534,female,84948766.0
HIC,3544,male,101543450.0
HIC,3544,female,94682136.0
HIC,4554,male,95132181.0
HIC,4554,female,93064858.0
HIC,55plus,male,88361552.0
HIC,55plus,female,91515256.0
HKG,1014,male,153768.0
HKG,1014,female,150149.0
HKG,1519,male,144959.0
HKG,1519,female,140132.0
HKG,2024,male,131946.0
HKG,2024,female,131304.0
HKG,2534,male,409750.0
HKG,2534,female,462046.0
HKG,3544,male,464532.0
HKG,3544,female,695915.0
HKG,4554,male,466678.0
HKG,4554,female,698599.0
HKG,55plus,male,531123.0
HKG,55plus,female,672661.0
HND,1014,male,549360.0
HND,1014,female,523732.0
HND,1519,male,543678.0
HND,1519,female,518693.0
HND,2024,male,541533.0
HND,2024,female,518665.0
HND,2534,male,970432.0
HND,2534,female,938480.0
HND,3544,male,752499.0
HND,3544,female,738369.0
HND,4554,male,516387.0
HND,4554,female,524156.0
HND,55plus,male,289647.0
HND,55plus,female,322751.0
HPC,1014,male,59751396.0
HPC,1014,female,58532043.0
HPC,1519,male,53011506.0
HPC,1519,female,52105986.0
HPC,2024,male,45535738.0
HPC,2024,female,45081791.0
HPC,2534,male,70977526.0
HPC,2534,female,71213885.0
HPC,3544,male,48120409.0
HPC,3544,female,49454452.0
HPC,4554,male,31066194.0
HPC,4554,female,32650273.0
HPC,55plus,male,18596004.0
HPC,55plus,female,20782483.0
HRV,1014,male,98673.0
HRV,1014,female,92449.0
HRV,1519,male,105133.0
HRV,1519,female,99870.0
HRV,2024,male,99291.0
HRV,2024,female,93885.0
HRV,2534,male,215795.0
HRV,2534,female,204018.0
HRV,3544,male,251453.0
HRV,3544,female,243260.0
HRV,4554,male,266011.0
HRV,4554,female,264534.0
HRV,55plus,male,261156.0
HRV,55plus,female,281732.0
HTI,1014,male,611228.0
HTI,1014,female,603747.0
HTI,1519,male,588629.0
HTI,1519,female,582883.0
HTI,2024,male,551436.0
HTI,2024,female,550365.0
HTI,2534,male,992981.0
HTI,2534,female,1001167.0
HTI,3544,male,783775.0
HTI,3544,female,799074.0
HTI,4554,male,539888.0
HTI,4554,female,561620.0
HTI,55plus,male,340678.0
HTI,55plus,female,377554.0
HUN,1014,male,234348.0
HUN,1014,female,221625.0
HUN,1519,male,254977.0
HUN,1519,female,242320.0
HUN,2024,male,258712.0
HUN,2024,female,244073.0
HUN,2534,male,594399.0
HUN,2534,female,557183.0
HUN,3544,male,641074.0
HUN,3544,female,610664.0
HUN,4554,male,780998.0
HUN,4554,female,772498.0
HUN,55plus,male,560855.0
HUN,55plus,female,612052.0
IBD,1014,male,0.0
IBD,1014,female,0.0
IBD,1519,male,0.0
IBD,1519,female,0.0
IBD,2024,male,0.0
IBD,2024,female,0.0
IBD,2534,male,0.0
IBD,2534,female,0.0
IBD,3544,male,0.0
IBD,3544,female,0.0
IBD,4554,male,0.0
IBD,4554,female,0.0
IBD,55plus,male,0.0
IBD,55plus,female,0.0
IBT,1014,male,319541232.0
IBT,1014,female,299680549.0
IBT,1519,male,303510750.0
IBT,1519,female,284450374.0
IBT,2024,male,282995433.0
IBT,2024,female,267173836.0
IBT,2534,male,532570268.0
IBT,2534,female,507799154.0
IBT,3544,male,494812546.0
IBT,3544,female,480729762.0
IBT,4554,male,391017625.0
IBT,4554,female,391010614.0
IBT,55plus,male,307726132.0
IBT,55plus,female,322899730.0
IDA,1014,male,0.0
IDA,1014,female,0.0
IDA,1519,male,0.0
IDA,1519,female,0.0
IDA,2024,male,0.0
IDA,2024,female,0.0
IDA,2534,male,0.0
IDA,2534,female,0.0
IDA,3544,male,0.0
IDA,3544,female,0.0
IDA,4554,male,0.0
IDA,4554,female,0.0
IDA,55plus,male,0.0
IDA,55plus,female,0.0
IDB,1014,male,0.0
IDB,1014,female,0.0
IDB,1519,male,0.0
IDB,1519,female,0.0
IDB,2024,male,0.0
IDB,2024,female,0.0
IDB,2534,male,0.0
IDB,2534,female,0.0
IDB,3544,male,0.0
IDB,3544,female,0.0
IDB,4554,male,0.0
IDB,4554,female,0.0
IDB,55plus,male,0.0
IDB,55plus,female,0.0
IDN,1014,male,12493320.0
IDN,1014,female,11860197.0
IDN,1519,male,12078273.0
IDN,1519,female,11475371.0
IDN,2024,male,11293209.0
IDN,2024,female,10740582.0
IDN,2534,male,22138771.0
IDN,2534,female,21129290.0
IDN,3544,male,21170774.0
IDN,3544,female,20386649.0
IDN,4554,male,18491770.0
IDN,4554,female,18391102.0
IDN,55plus,male,13448916.0
IDN,55plus,female,14145692.0
IDX,1014,male,0.0
IDX,1014,female,0.0
IDX,1519,male,0.0
IDX,1519,female,0.0
IDX,2024,male,0.0
IDX,2024,female,0.0
IDX,2534,male,0.0
IDX,2534,female,0.0
IDX,3544,male,0.0
IDX,3544,female,0.0
IDX,4554,male,0.0
IDX,4554,female,0.0
IDX,55plus,male,0.0
IDX,55plus,female,0.0
IMN,1014,male,2316.0
IMN,1014,female,2188.0
IMN,1519,male,2462.0
IMN,1519,female,2259.0
IMN,2024,male,2355.0
IMN,2024,female,2114.0
IMN,2534,male,4578.0
IMN,2534,female,4451.0
IMN,3544,male,4831.0
IMN,3544,female,5143.0
IMN,4554,male,5606.0
IMN,4554,female,5807.0
IMN,55plus,male,6468.0
IMN,55plus,female,6486.0
IND,1014,male,64429093.0
IND,1014,female,58806952.0
IND,1519,male,66369850.0
IND,1519,female,60339330.0
IND,2024,male,68036933.0
IND,2024,female,61765368.0
IND,2534,male,128269257.0
IND,2534,female,116951748.0
IND,3544,male,111624698.0
IND,3544,female,103586498.0
IND,4554,male,84668459.0
IND,4554,female,80690780.0
IND,55plus,male,60017269.0
IND,55plus,female,59376083.0
INX,1014,male,0.0
INX,1014,female,0.0
INX,1519,male,0.0
INX,1519,female,0.0
INX,2024,male,0.0
INX,2024,female,0.0
INX,2534,male,0.0
INX,2534,female,0.0
INX,3544,male,0.0
INX,3544,female,0.0
INX,4554,male,0.0
INX,4554,female,0.0
INX,55plus,male,0.0
INX,55plus,female,0.0
IRL,1014,male,185327.0
IRL,1014,female,176774.0
IRL,1519,male,192180.0
IRL,1519,female,183453.0
IRL,2024,male,181715.0
IRL,2024,female,175868.0
IRL,2534,male,329170.0
IRL,2534,female,322091.0
IRL,3544,male,363455.0
IRL,3544,female,388299.0
IRL,4554,male,388711.0
IRL,4554,female,400950.0
IRL,55plus,male,310927.0
IRL,55plus,female,319581.0
IRN,1014,male,3744275.0
IRN,1014,female,3527172.0
IRN,1519,male,3336120.0
IRN,1519,female,3162418.0
IRN,2024,male,3000272.0
IRN,2024,female,2866815.0
IRN,2534,male,6902121.0
IRN,2534,female,6658803.0
IRN,3544,male,8999936.0
IRN,3544,female,8689018.0
IRN,4554,male,6236098.0
IRN,4554,female,5970306.0
IRN,55plus,male,4167389.0
IRN,55plus,female,4145912.0
IRQ,1014,male,2959829.0
IRQ,1014,female,2816468.0
IRQ,1519,male,2520109.0
IRQ,1519,female,2402770.0
IRQ,2024,male,2208780.0
IRQ,2024,female,2115100.0
IRQ,2534,male,3761704.0
IRQ,2534,female,3654815.0
IRQ,3544,male,2686226.0
IRQ,3544,female,2684373.0
IRQ,4554,male,1947885.0
IRQ,4554,female,2013426.0
IRQ,55plus,male,1143645.0
IRQ,55plus,female,1319933.0
ISL,1014,male,12234.0
ISL,1014,female,11779.0
ISL,1519,male,13264.0
ISL,1519,female,12539.0
ISL,2024,male,13448.0
ISL,2024,female,13050.0
ISL,2534,male,33349.0
ISL,2534,female,30610.0
ISL,3544,male,31188.0
ISL,3544,female,27131.0
ISL,4554,male,25632.0
ISL,4554,female,23716.0
ISL,55plus,male,22035.0
ISL,55plus,female,22003.0
ISR,1014,male,452778.0
ISR,1014,female,429595.0
ISR,1519,male,413703.0
ISR,1519,female,394673.0
ISR,2024,male,388498.0
ISR,2024,female,372781.0
ISR,2534,male,676037.0
ISR,2534,female,653389.0
ISR,3544,male,605957.0
ISR,3544,female,604836.0
ISR,4554,male,540289.0
ISR,4554,female,551795.0
ISR,55plus,male,402842.0
ISR,55plus,female,425553.0
ITA,1014,male,1333768.0
ITA,1014,female,1259063.0
ITA,1519,male,1480806.0
ITA,1519,female,1397412.0
ITA,2024,male,1559724.0
ITA,2024,female,1465379.0
ITA,2534,male,3255173.0
ITA,2534,female,3013520.0
ITA,3544,male,3461335.0
ITA,3544,female,3405962.0
ITA,4554,male,4366674.0
ITA,4554,female,4403431.0
ITA,55plus,male,4509966.0
ITA,55plus,female,4720643.0
JAM,1014,male,96118.0
JAM,1014,female,92713.0
JAM,1519,male,110290.0
JAM,1519,female,106525.0
JAM,2024,male,117169.0
JAM,2024,female,113282.0
JAM,2534,male,262125.0
JAM,2534,female,254183.0
JAM,3544,male,232128.0
JAM,3544,female,226722.0
JAM,4554,male,178110.0
JAM,4554,female,182679.0
JAM,55plus,male,133806.0
JAM,55plus,female,157903.0
JOR,1014,male,611936.0
JOR,1014,female,590719.0
JOR,1519,male,580064.0
JOR,1519,female,579367.0
JOR,2024,male,499242.0
JOR,2024,female,492984.0
JOR,2534,male,965522.0
JOR,2534,female,883985.0
JOR,3544,male,810365.0
JOR,3544,female,715582.0
JOR,4554,male,617121.0
JOR,4554,female,550310.0
JOR,55plus,male,421845.0
JOR,55plus,female,377838.0
JPN,1014,male,2701428.0
JPN,1014,female,2554731.0
JPN,1519,male,2903961.0
JPN,1519,female,2750026.0
JPN,2024,male,3136998.0
JPN,2024,female,2986343.0
JPN,2534,male,6194414.0
JPN,2534,female,5953869.0
JPN,3544,male,6981661.0
JPN,3544,female,6787158.0
JPN,4554,male,9259254.0
JPN,4554,female,9116671.0
JPN,55plus,male,8183770.0
JPN,55plus,female,8036868.0
KAZ,1014,male,987009.0
KAZ,1014,female,950011.0
KAZ,1519,male,860694.0
KAZ,1519,female,821650.0
KAZ,2024,male,643748.0
KAZ,2024,female,618716.0
KAZ,2534,male,1375828.0
KAZ,2534,female,1338288.0
KAZ,3544,male,1496148.0
KAZ,3544,female,1496632.0
KAZ,4554,male,1105995.0
KAZ,4554,female,1204856.0
KAZ,55plus,male,878789.0
KAZ,55plus,female,1052580.0
KEN,1014,male,3432345.0
KEN,1014,female,3386998.0
KEN,1519,male,3327181.0
KEN,1519,female,3314668.0
KEN,2024,male,2836210.0
KEN,2024,female,2900422.0
KEN,2534,male,4374464.0
KEN,2534,female,4589867.0
KEN,3544,male,3385955.0
KEN,3544,female,3330779.0
KEN,4554,male,2165767.0
KEN,4554,female,2135874.0
KEN,55plus,male,1248806.0
KEN,55plus,female,1324462.0
KGZ,1014,male,391785.0
KGZ,1014,female,370915.0
KGZ,1519,male,331860.0
KGZ,1519,female,312047.0
KGZ,2024,male,268369.0
KGZ,2024,female,267978.0
KGZ,2534,male,543576.0
KGZ,2534,female,556942.0
KGZ,3544,male,481752.0
KGZ,3544,female,495016.0
KGZ,4554,male,346273.0
KGZ,4554,female,364954.0
KGZ,55plus,male,267742.0
KGZ,55plus,female,311054.0
KHM,1014,male,856440.0
KHM,1014,female,826113.0
KHM,1519,male,839222.0
KHM,1519,female,808145.0
KHM,2024,male,719794.0
KHM,2024,female,714325.0
KHM,2534,male,1328421.0
KHM,2534,female,1382721.0
KHM,3544,male,1302570.0
KHM,3544,female,1346169.0
KHM,4554,male,804147.0
KHM,4554,female,851486.0
KHM,55plus,male,621650.0
KHM,55plus,female,726479.0
KIR,1014,male,7532.0
KIR,1014,female,7512.0
KIR,1519,male,6371.0
KIR,1519,female,6600.0
KIR,2024,male,5388.0
KIR,2024,female,5323.0
KIR,2534,male,10814.0
KIR,2534,female,11351.0
KIR,3544,male,8207.0
KIR,3544,female,9133.0
KIR,4554,male,5182.0
KIR,4554,female,5979.0
KIR,55plus,male,4144.0
KIR,55plus,female,5120.0
KNA,1014,male,1431.0
KNA,1014,female,1472.0
KNA,1519,male,1412.0
KNA,1519,female,1545.0
KNA,2024,male,1490.0
KNA,2024,female,1605.0
KNA,2534,male,3421.0
KNA,2534,female,3715.0
KNA,3544,male,3572.0
KNA,3544,female,4024.0
KNA,4554,male,3072.0
KNA,4554,female,3314.0
KNA,55plus,male,2737.0
KNA,55plus,female,2913.0
KOR,1014,male,1163199.0
KOR,1014,female,1105302.0
KOR,1519,male,1186996.0
KOR,1519,female,1116139.0
KOR,2024,male,1407244.0
KOR,2024,female,1292288.0
KOR,2534,male,3761187.0
KOR,2534,female,3320203.0
KOR,3544,male,3708323.0
KOR,3544,female,3409962.0
KOR,4554,male,4149582.0
KOR,4554,female,4025828.0
KOR,55plus,male,4191824.0
KOR,55plus,female,4233539.0
KWT,1014,male,168195.0
KWT,1014,female,158420.0
KWT,1519,male,147368.0
KWT,1519,female,140802.0
KWT,2024,male,138302.0
KWT,2024,female,119848.0
KWT,2534,male,636324.0
KWT,2534,female,333489.0
KWT,3544,male,816745.0
KWT,3544,female,425275.0
KWT,4554,male,542936.0
KWT,4554,female,287548.0
KWT,55plus,male,247661.0
KWT,55plus,female,136415.0
LAC,1014,male,23916915.0
LAC,1014,female,22999071.0
LAC,1519,male,24033745.0
LAC,1519,female,23181001.0
LAC,2024,male,24280340.0
LAC,2024,female,23664336.0
LAC,2534,male,47886303.0
LAC,2534,female,47775951.0
LAC,3544,male,43306235.0
LAC,3544,female,44674570.0
LAC,4554,male,35326557.0
LAC,4554,female,37826320.0
LAC,55plus,male,27203292.0
LAC,55plus,female,30162756.0
LAO,1014,male,389044.0
LAO,1014,female,375310.0
LAO,1519,male,376281.0
LAO,1519,female,365329.0
LAO,2024,male,359264.0
LAO,2024,female,350750.0
LAO,2534,male,681388.0
LAO,2534,female,670681.0
LAO,3544,male,554038.0
LAO,3544,female,542368.0
LAO,4554,male,370856.0
LAO,4554,female,369646.0
LAO,55plus,male,242354.0
LAO,55plus,female,262263.0
LBN,1014,male,289275.0
LBN,1014,female,276780.0
LBN,1519,male,275198.0
LBN,1519,female,257650.0
LBN,2024,male,253410.0
LBN,2024,female,227905.0
LBN,2534,male,381295.0
LBN,2534,female,410512.0
LBN,3544,male,328060.0
LBN,3544,female,374605.0
LBN,4554,male,295621.0
LBN,4554,female,344876.0
LBN,55plus,male,277118.0
LBN,55plus,female,315586.0
LBR,1014,male,359899.0
LBR,1014,female,351352.0
LBR,1519,male,331276.0
LBR,1519,female,324260.0
LBR,2024,male,275984.0
LBR,2024,female,271841.0
LBR,2534,male,404748.0
LBR,2534,female,404386.0
LBR,3544,male,300012.0
LBR,3544,female,305227.0
LBR,4554,male,204449.0
LBR,4554,female,214959.0
LBR,55plus,male,123568.0
LBR,55plus,female,139588.0
LBY,1014,male,362812.0
LBY,1014,female,344058.0
LBY,1519,male,353064.0
LBY,1519,female,332647.0
LBY,2024,male,319537.0
LBY,2024,female,303076.0
LBY,2534,male,551404.0
LBY,2534,female,526575.0
LBY,3544,male,551237.0
LBY,3544,female,523747.0
LBY,4554,male,515426.0
LBY,4554,female,494866.0
LBY,55plus,male,294826.0
LBY,55plus,female,302521.0
LCA,1014,male,5378.0
LCA,1014,female,5240.0
LCA,1519,male,6288.0
LCA,1519,female,5966.0
LCA,2024,male,6827.0
LCA,2024,female,6562.0
LCA,2534,male,15968.0
LCA,2534,female,15495.0
LCA,3544,male,14069.0
LCA,3544,female,14254.0
LCA,4554,male,12049.0
LCA,4554,female,12390.0
LCA,55plus,male,10211.0
LCA,55plus,female,11053.0
LCN,1014,male,26451315.0
LCN,1014,female,25414852.0
LCN,1519,male,26589848.0
LCN,1519,female,25624529.0
LCN,2024,male,26710372.0
LCN,2024,female,25980259.0
LCN,2534,male,52388597.0
LCN,2534,female,52161875.0
LCN,3544,male,47577247.0
LCN,3544,female,49026530.0
LCN,4554,male,39180792.0
LCN,4554,female,41847027.0
LCN,55plus,male,30476290.0
LCN,55plus,female,33710543.0
LDC,1014,male,71255462.0
LDC,1014,female,69153638.0
LDC,1519,male,64840564.0
LDC,1519,female,63447032.0
LDC,2024,male,56282283.0
LDC,2024,female,56851155.0
LDC,2534,male,89440687.0
LDC,2534,female,92855414.0
LDC,3544,male,64384006.0
LDC,3544,female,67370121.0
LDC,4554,male,43191190.0
LDC,4554,female,45363478.0
LDC,55plus,male,27491560.0
LDC,55plus,female,30100813.0
LIC,1014,male,47532370.0
LIC,1014,female,46502952.0
LIC,1519,male,42502415.0
LIC,1519,female,41726437.0
LIC,2024,male,36786272.0
LIC,2024,female,36407992.0
LIC,2534,male,57099278.0
LIC,2534,female,57139067.0
LIC,3544,male,38027281.0
LIC,3544,female,38961924.0
LIC,4554,male,25003476.0
LIC,4554,female,26446907.0
LIC,55plus,male,15840150.0
LIC,55plus,female,17780423.0
LIE,1014,male,1020.0
LIE,1014,female,892.0
LIE,1519,male,1061.0
LIE,1519,female,946.0
LIE,2024,male,1109.0
LIE,2024,female,1070.0
LIE,2534,male,2407.0
LIE,2534,female,2405.0
LIE,3544,male,2581.0
LIE,3544,female,2582.0
LIE,4554,male,2742.0
LIE,4554,female,2776.0
LIE,55plus,male,3113.0
