country,gid_0,date,outcome,predicted,predicted_error
Guinea-Bissau,GNB,2025-05-01,mobile_women,0.64,0.075
Equatorial Guinea,GNQ,2025-05-01,mobile_women,0.795,0.08
Greece,GRC,2025-05-01,mobile_women,1.0,0.085
Grenada,GRD,2025-05-01,mobile_women,0.906,0.085
Greenland,GRL,2025-05-01,mobile_women,1.0,0.086
Guatemala,GTM,2025-05-01,mobile_women,0.863,0.081
Guam,GUM,2025-05-01,mobile_women,1.0,0.084
Guyana,GUY,2025-05-01,mobile_women,1.0,0.087
Hong Kong,HKG,2025-05-01,mobile_women,1.0,0.085
Honduras,HND,2025-05-01,mobile_women,0.79,0.085
Croatia,HRV,2025-05-01,mobile_women,1.0,0.087
Haiti,HTI,2025-05-01,mobile_women,0.738,0.081
Hungary,HUN,2025-05-01,mobile_women,0.959,0.086
Indonesia,IDN,2025-05-01,mobile_women,0.94,0.082
Isle of Man,IMN,2025-05-01,mobile_women,1.0,0.086
India,IND,2025-05-01,mobile_women,0.855,0.074
Ireland,IRL,2025-05-01,mobile_women,1.0,0.086
Iraq,IRQ,2025-05-01,mobile_women,1.0,0.069
Iceland,ISL,2025-05-01,mobile_women,1.0,0.085
Israel,ISR,2025-05-01,mobile_women,1.0,0.086
Italy,ITA,2025-05-01,mobile_women,1.0,0.085
Jamaica,JAM,2025-05-01,mobile_women,0.881,0.089
Jordan,JOR,2025-05-01,mobile_women,0.85,0.075
Japan,JPN,2025-05-01,mobile_women,0.948,0.084
Kazakhstan,KAZ,2025-05-01,mobile_women,0.917,0.087
Kenya,KEN,2025-05-01,mobile_women,0.821,0.083
Kyrgyzstan,KGZ,2025-05-01,mobile_women,0.737,0.085
Cambodia,KHM,2025-05-01,mobile_women,0.974,0.081
Kiribati,KIR,2025-05-01,mobile_women,0.719,0.074
Saint Kitts and Nevis,KNA,2025-05-01,mobile_women,0.984,0.086
"Korea, Republic of",KOR,2025-05-01,mobile_women,0.922,0.083
Kuwait,KWT,2025-05-01,mobile_women,1.0,0.088
Lao People's Democratic Republic,LAO,2025-05-01,mobile_women,0.837,0.08
Lebanon,LBN,2025-05-01,mobile_women,1.0,0.081
Liberia,LBR,2025-05-01,mobile_women,0.625,0.075
Libya,LBY,2025-05-01,mobile_women,1.0,0.086
Saint Lucia,LCA,2025-05-01,mobile_women,0.944,0.088
Liechtenstein,LIE,2025-05-01,mobile_women,1.0,0.083
Sri Lanka,LKA,2025-05-01,mobile_women,0.915,0.083
Lesotho,LSO,2025-05-01,mobile_women,0.73,0.087
Lithuania,LTU,2025-05-01,mobile_women,1.0,0.09
Luxembourg,LUX,2025-05-01,mobile_women,1.0,0.087
Latvia,LVA,2025-05-01,mobile_women,0.989,0.089
Macao,MAC,2025-05-01,mobile_women,0.987,0.081
Saint Martin (French part),MAF,2025-05-01,mobile_women,0.986,0.086
Morocco,MAR,2025-05-01,mobile_women,1.0,0.074
Monaco,MCO,2025-05-01,mobile_women,1.0,0.086
"Moldova, Republic of",MDA,2025-05-01,mobile_women,0.892,0.09
Madagascar,MDG,2025-05-01,mobile_women,0.625,0.082
Maldives,MDV,2025-05-01,mobile_women,0.907,0.085
Mexico,MEX,2025-05-01,mobile_women,0.97,0.085
Marshall Islands,MHL,2025-05-01,mobile_women,0.813,0.082
North Macedonia,MKD,2025-05-01,mobile_women,0.972,0.083
Mali,MLI,2025-05-01,mobile_women,0.589,0.072
Malta,MLT,2025-05-01,mobile_women,1.0,0.085
Myanmar,MMR,2025-05-01,mobile_women,0.705,0.082
Montenegro,MNE,2025-05-01,mobile_women,1.0,0.085
Mongolia,MNG,2025-05-01,mobile_women,0.894,0.09
Northern Mariana Islands,MNP,2025-05-01,mobile_women,0.717,0.084
Mozambique,MOZ,2025-05-01,mobile_women,0.616,0.081
Mauritania,MRT,2025-05-01,mobile_women,0.916,0.076
Montserrat,MSR,2025-05-01,mobile_women,0.91,0.086
Martinique,MTQ,2025-05-01,mobile_women,0.971,0.086
Mauritius,MUS,2025-05-01,mobile_women,0.982,0.085
Malawi,MWI,2025-05-01,mobile_women,0.603,0.081
Malaysia,MYS,2025-05-01,mobile_women,1.0,0.085
Namibia,NAM,2025-05-01,mobile_women,0.871,0.088
New Caledonia,NCL,2025-05-01,mobile_women,0.981,0.084
Niger,NER,2025-05-01,mobile_women,0.389,0.072
Nigeria,NGA,2025-05-01,mobile_women,0.735,0.077
Nicaragua,NIC,2025-05-01,mobile_women,0.842,0.083
Niue,NIU,2025-05-01,mobile_women,1.0,0.084
Netherlands,NLD,2025-05-01,mobile_women,1.0,0.084
Norway,NOR,2025-05-01,mobile_women,1.0,0.086
Nepal,NPL,2025-05-01,mobile_women,0.88,0.077
Nauru,NRU,2025-05-01,mobile_women,0.955,0.09
New Zealand,NZL,2025-05-01,mobile_women,1.0,0.085
Oman,OMN,2025-05-01,mobile_women,1.0,0.082
Pakistan,PAK,2025-05-01,mobile_women,0.86,0.073
Panama,PAN,2025-05-01,mobile_women,1.0,0.089
Peru,PER,2025-05-01,mobile_women,0.975,0.083
Philippines,PHL,2025-05-01,mobile_women,0.796,0.084
Palau,PLW,2025-05-01,mobile_women,0.992,0.088
Papua New Guinea,PNG,2025-05-01,mobile_women,0.747,0.081
Poland,POL,2025-05-01,mobile_women,0.976,0.088
Puerto Rico,PRI,2025-05-01,mobile_women,1.0,0.086
Portugal,PRT,2025-05-01,mobile_women,1.0,0.087
Paraguay,PRY,2025-05-01,mobile_women,0.925,0.087
"Palestine, State of",PSE,2025-05-01,mobile_women,0.873,0.077
French Polynesia,PYF,2025-05-01,mobile_women,0.887,0.084
Qatar,QAT,2025-05-01,mobile_women,1.0,0.09
Romania,ROU,2025-05-01,mobile_women,0.97,0.086
Rwanda,RWA,2025-05-01,mobile_women,0.623,0.08
Saudi Arabia,SAU,2025-05-01,mobile_women,1.0,0.081
Senegal,SEN,2025-05-01,mobile_women,0.79,0.081
Singapore,SGP,2025-05-01,mobile_women,1.0,0.086
"Saint Helena, Ascension and Tristan da Cunha",SHN,2025-05-01,mobile_women,0.684,0.08
Solomon Islands,SLB,2025-05-01,mobile_women,0.78,0.084
Sierra Leone,SLE,2025-05-01,mobile_women,0.586,0.077
El Salvador,SLV,2025-05-01,mobile_women,0.915,0.085
San Marino,SMR,2025-05-01,mobile_women,1.0,0.084
Somalia,SOM,2025-05-01,mobile_women,0.541,0.067
Serbia,SRB,2025-05-01,mobile_women,0.943,0.086
South Sudan,SSD,2025-05-01,mobile_women,0.602,0.08
Sao Tome and Principe,STP,2025-05-01,mobile_women,0.783,0.08
Suriname,SUR,2025-05-01,mobile_women,0.92,0.086
Slovakia,SVK,2025-05-01,mobile_women,0.983,0.087
Slovenia,SVN,2025-05-01,mobile_women,1.0,0.087
Sweden,SWE,2025-05-01,mobile_women,1.0,0.086
Eswatini,SWZ,2025-05-01,mobile_women,0.887,0.086
Sint Maarten (Dutch part),SXM,2025-05-01,mobile_women,1.0,0.086
Seychelles,SYC,2025-05-01,mobile_women,0.963,0.093
Turks and Caicos Islands,TCA,2025-05-01,mobile_women,1.0,0.086
Chad,TCD,2025-05-01,mobile_women,0.445,0.068
Togo,TGO,2025-05-01,mobile_women,0.59,0.074
Thailand,THA,2025-05-01,mobile_women,0.941,0.088
Tajikistan,TJK,2025-05-01,mobile_women,0.553,0.08
Turkmenistan,TKM,2025-05-01,mobile_women,0.709,0.081
Timor-Leste,TLS,2025-05-01,mobile_women,0.862,0.079
Tonga,TON,2025-05-01,mobile_women,0.917,0.087
Trinidad and Tobago,TTO,2025-05-01,mobile_women,0.98,0.087
Tunisia,TUN,2025-05-01,mobile_women,0.927,0.081
Türkiye,TUR,2025-05-01,mobile_women,1.0,0.082
Tuvalu,TUV,2025-05-01,mobile_women,0.841,0.085
"Taiwan, Province of China",TWN,2025-05-01,mobile_women,0.879,0.081
"Tanzania, United Republic of",TZA,2025-05-01,mobile_women,0.674,0.082
Uganda,UGA,2025-05-01,mobile_women,0.563,0.078
Ukraine,UKR,2025-05-01,mobile_women,0.855,0.089
Uruguay,URY,2025-05-01,mobile_women,0.971,0.089
United States,USA,2025-05-01,mobile_women,1.0,0.088
Uzbekistan,UZB,2025-05-01,mobile_women,0.639,0.081
Saint Vincent and the Grenadines,VCT,2025-05-01,mobile_women,0.867,0.086
"Venezuela, Bolivarian Republic of",VEN,2025-05-01,mobile_women,0.899,0.087
"Virgin Islands, British",VGB,2025-05-01,mobile_women,1.0,0.086
"Virgin Islands, U.S.",VIR,2025-05-01,mobile_women,0.993,0.086
Viet Nam,VNM,2025-05-01,mobile_women,0.907,0.088
Vanuatu,VUT,2025-05-01,mobile_women,0.805,0.082
Samoa,WSM,2025-05-01,mobile_women,0.787,0.084
Kosovo,XKX,2025-05-01,mobile_women,1.0,0.086
Yemen,YEM,2025-05-01,mobile_women,0.357,0.04
South Africa,ZAF,2025-05-01,mobile_women,0.914,0.086
Zambia,ZMB,2025-05-01,mobile_women,0.73,0.081
Zimbabwe,ZWE,2025-05-01,mobile_women,0.726,0.082
Aruba,ABW,2025-05-01,mobile_men,1.0,0.078
Afghanistan,AFG,2025-05-01,mobile_men,0.891,0.049
Angola,AGO,2025-05-01,mobile_men,0.866,0.072
Albania,ALB,2025-05-01,mobile_men,1.0,0.077
Andorra,AND,2025-05-01,mobile_men,0.982,0.078
United Arab Emirates,ARE,2025-05-01,mobile_men,1.0,0.078
Argentina,ARG,2025-05-01,mobile_men,0.895,0.079
Armenia,ARM,2025-05-01,mobile_men,0.928,0.081
American Samoa,ASM,2025-05-01,mobile_men,0.908,0.076
Antigua and Barbuda,ATG,2025-05-01,mobile_men,0.982,0.078
Australia,AUS,2025-05-01,mobile_men,1.0,0.077
Austria,AUT,2025-05-01,mobile_men,1.0,0.077
Azerbaijan,AZE,2025-05-01,mobile_men,0.927,0.076
Burundi,BDI,2025-05-01,mobile_men,0.629,0.073
Belgium,BEL,2025-05-01,mobile_men,1.0,0.077
Benin,BEN,2025-05-01,mobile_men,0.866,0.067
Burkina Faso,BFA,2025-05-01,mobile_men,0.861,0.07
Bangladesh,BGD,2025-05-01,mobile_men,1.0,0.072
Bulgaria,BGR,2025-05-01,mobile_men,0.937,0.079
Bahrain,BHR,2025-05-01,mobile_men,1.0,0.074
Bahamas,BHS,2025-05-01,mobile_men,1.0,0.08
Bosnia and Herzegovina,BIH,2025-05-01,mobile_men,0.937,0.075
Belarus,BLR,2025-05-01,mobile_men,0.894,0.079
Belize,BLZ,2025-05-01,mobile_men,0.841,0.078
Bermuda,BMU,2025-05-01,mobile_men,1.0,0.078
"Bolivia, Plurinational State of",BOL,2025-05-01,mobile_men,0.895,0.076
Brazil,BRA,2025-05-01,mobile_men,0.841,0.079
Barbados,BRB,2025-05-01,mobile_men,0.943,0.081
Brunei Darussalam,BRN,2025-05-01,mobile_men,1.0,0.078
Bhutan,BTN,2025-05-01,mobile_men,0.789,0.077
Botswana,BWA,2025-05-01,mobile_men,0.886,0.079
Central African Republic,CAF,2025-05-01,mobile_men,0.632,0.072
Canada,CAN,2025-05-01,mobile_men,1.0,0.078
Switzerland,CHE,2025-05-01,mobile_men,1.0,0.077
Chile,CHL,2025-05-01,mobile_men,0.935,0.077
Côte d'Ivoire,CIV,2025-05-01,mobile_men,0.955,0.068
Cameroon,CMR,2025-05-01,mobile_men,0.845,0.071
"Congo, The Democratic Republic of the",COD,2025-05-01,mobile_men,0.707,0.07
Congo,COG,2025-05-01,mobile_men,0.862,0.072
Colombia,COL,2025-05-01,mobile_men,0.879,0.079
Comoros,COM,2025-05-01,mobile_men,0.866,0.072
Cabo Verde,CPV,2025-05-01,mobile_men,0.82,0.078
Costa Rica,CRI,2025-05-01,mobile_men,0.947,0.079
Curaçao,CUW,2025-05-01,mobile_men,0.923,0.078
Cayman Islands,CYM,2025-05-01,mobile_men,1.0,0.078
Cyprus,CYP,2025-05-01,mobile_men,1.0,0.077
Czechia,CZE,2025-05-01,mobile_men,0.954,0.078
Germany,DEU,2025-05-01,mobile_men,1.0,0.076
Djibouti,DJI,2025-05-01,mobile_men,0.838,0.067
Dominica,DMA,2025-05-01,mobile_men,0.866,0.078
Denmark,DNK,2025-05-01,mobile_men,1.0,0.078
Dominican Republic,DOM,2025-05-01,mobile_men,0.932,0.081
Algeria,DZA,2025-05-01,mobile_men,1.0,0.07
Ecuador,ECU,2025-05-01,mobile_men,0.904,0.078
Egypt,EGY,2025-05-01,mobile_men,1.0,0.07
Eritrea,ERI,2025-05-01,mobile_men,0.698,0.072
Spain,ESP,2025-05-01,mobile_men,0.968,0.078
Estonia,EST,2025-05-01,mobile_men,0.944,0.081
Ethiopia,ETH,2025-05-01,mobile_men,0.723,0.073
Finland,FIN,2025-05-01,mobile_men,0.991,0.078
Fiji,FJI,2025-05-01,mobile_men,0.925,0.074
France,FRA,2025-05-01,mobile_men,1.0,0.078
Faroe Islands,FRO,2025-05-01,mobile_men,1.0,0.078
"Micronesia, Federated States of",FSM,2025-05-01,mobile_men,0.81,0.075
Gabon,GAB,2025-05-01,mobile_men,0.957,0.078
United Kingdom,GBR,2025-05-01,mobile_men,1.0,0.077
Georgia,GEO,2025-05-01,mobile_men,0.928,0.08
Ghana,GHA,2025-05-01,mobile_men,0.864,0.074
Gibraltar,GIB,2025-05-01,mobile_men,0.961,0.078
Guinea,GIN,2025-05-01,mobile_men,0.892,0.065
Gambia,GMB,2025-05-01,mobile_men,0.83,0.074
Guinea-Bissau,GNB,2025-05-01,mobile_men,0.798,0.068
Equatorial Guinea,GNQ,2025-05-01,mobile_men,0.887,0.072
Greece,GRC,2025-05-01,mobile_men,1.0,0.077
Grenada,GRD,2025-05-01,mobile_men,0.892,0.077
Greenland,GRL,2025-05-01,mobile_men,0.991,0.078
Guatemala,GTM,2025-05-01,mobile_men,0.894,0.074
Guam,GUM,2025-05-01,mobile_men,1.0,0.076
Guyana,GUY,2025-05-01,mobile_men,0.987,0.078
Hong Kong,HKG,2025-05-01,mobile_men,1.0,0.077
Honduras,HND,2025-05-01,mobile_men,0.777,0.077
Croatia,HRV,2025-05-01,mobile_men,0.981,0.079
Haiti,HTI,2025-05-01,mobile_men,0.794,0.073
Hungary,HUN,2025-05-01,mobile_men,0.931,0.078
Indonesia,IDN,2025-05-01,mobile_men,0.98,0.074
Isle of Man,IMN,2025-05-01,mobile_men,1.0,0.078
India,IND,2025-05-01,mobile_men,1.0,0.067
Ireland,IRL,2025-05-01,mobile_men,1.0,0.078
Iraq,IRQ,2025-05-01,mobile_men,1.0,0.062
Iceland,ISL,2025-05-01,mobile_men,1.0,0.077
Israel,ISR,2025-05-01,mobile_men,1.0,0.078
Italy,ITA,2025-05-01,mobile_men,1.0,0.077
Jamaica,JAM,2025-05-01,mobile_men,0.831,0.08
Jordan,JOR,2025-05-01,mobile_men,0.955,0.068
Japan,JPN,2025-05-01,mobile_men,0.992,0.077
Kazakhstan,KAZ,2025-05-01,mobile_men,0.9,0.079
Kenya,KEN,2025-05-01,mobile_men,0.86,0.075
Kyrgyzstan,KGZ,2025-05-01,mobile_men,0.76,0.077
Cambodia,KHM,2025-05-01,mobile_men,0.988,0.073
Kiribati,KIR,2025-05-01,mobile_men,0.844,0.067
Saint Kitts and Nevis,KNA,2025-05-01,mobile_men,0.953,0.078
"Korea, Republic of",KOR,2025-05-01,mobile_men,1.0,0.075
Kuwait,KWT,2025-05-01,mobile_men,1.0,0.08
Lao People's Democratic Republic,LAO,2025-05-01,mobile_men,0.878,0.073
Lebanon,LBN,2025-05-01,mobile_men,1.0,0.073
Liberia,LBR,2025-05-01,mobile_men,0.761,0.068
Libya,LBY,2025-05-01,mobile_men,1.0,0.078
Saint Lucia,LCA,2025-05-01,mobile_men,0.894,0.08
Liechtenstein,LIE,2025-05-01,mobile_men,1.0,0.075
Sri Lanka,LKA,2025-05-01,mobile_men,0.961,0.075
Lesotho,LSO,2025-05-01,mobile_men,0.703,0.079
Lithuania,LTU,2025-05-01,mobile_men,0.948,0.081
Luxembourg,LUX,2025-05-01,mobile_men,1.0,0.079
Latvia,LVA,2025-05-01,mobile_men,0.928,0.081
Macao,MAC,2025-05-01,mobile_men,1.0,0.074
Saint Martin (French part),MAF,2025-05-01,mobile_men,0.967,0.078
Morocco,MAR,2025-05-01,mobile_men,1.0,0.067
Monaco,MCO,2025-05-01,mobile_men,1.0,0.078
"Moldova, Republic of",MDA,2025-05-01,mobile_men,0.823,0.082
Madagascar,MDG,2025-05-01,mobile_men,0.677,0.075
Maldives,MDV,2025-05-01,mobile_men,0.886,0.077
Mexico,MEX,2025-05-01,mobile_men,0.944,0.077
Marshall Islands,MHL,2025-05-01,mobile_men,0.822,0.075
North Macedonia,MKD,2025-05-01,mobile_men,0.996,0.075
Mali,MLI,2025-05-01,mobile_men,0.816,0.066
Malta,MLT,2025-05-01,mobile_men,1.0,0.078
Myanmar,MMR,2025-05-01,mobile_men,0.745,0.074
Montenegro,MNE,2025-05-01,mobile_men,1.0,0.077
Mongolia,MNG,2025-05-01,mobile_men,0.809,0.082
Northern Mariana Islands,MNP,2025-05-01,mobile_men,0.685,0.076
Mozambique,MOZ,2025-05-01,mobile_men,0.711,0.073
Mauritania,MRT,2025-05-01,mobile_men,1.0,0.069
Montserrat,MSR,2025-05-01,mobile_men,0.872,0.078
Martinique,MTQ,2025-05-01,mobile_men,0.96,0.078
Mauritius,MUS,2025-05-01,mobile_men,0.968,0.077
Malawi,MWI,2025-05-01,mobile_men,0.713,0.073
Malaysia,MYS,2025-05-01,mobile_men,0.993,0.077
Namibia,NAM,2025-05-01,mobile_men,0.842,0.08
New Caledonia,NCL,2025-05-01,mobile_men,0.983,0.076
Niger,NER,2025-05-01,mobile_men,0.657,0.065
Nigeria,NGA,2025-05-01,mobile_men,0.852,0.07
Nicaragua,NIC,2025-05-01,mobile_men,0.853,0.075
Niue,NIU,2025-05-01,mobile_men,1.0,0.076
Netherlands,NLD,2025-05-01,mobile_men,1.0,0.076
Norway,NOR,2025-05-01,mobile_men,1.0,0.078
Nepal,NPL,2025-05-01,mobile_men,0.966,0.07
Nauru,NRU,2025-05-01,mobile_men,0.869,0.082
New Zealand,NZL,2025-05-01,mobile_men,0.993,0.077
Oman,OMN,2025-05-01,mobile_men,1.0,0.074
Pakistan,PAK,2025-05-01,mobile_men,1.0,0.066
Panama,PAN,2025-05-01,mobile_men,0.957,0.08
Peru,PER,2025-05-01,mobile_men,0.975,0.075
Philippines,PHL,2025-05-01,mobile_men,0.778,0.076
Palau,PLW,2025-05-01,mobile_men,0.935,0.08
Papua New Guinea,PNG,2025-05-01,mobile_men,0.843,0.073
Poland,POL,2025-05-01,mobile_men,0.93,0.08
Puerto Rico,PRI,2025-05-01,mobile_men,1.0,0.078
Portugal,PRT,2025-05-01,mobile_men,0.987,0.079
Paraguay,PRY,2025-05-01,mobile_men,0.892,0.079
"Palestine, State of",PSE,2025-05-01,mobile_men,0.96,0.07
French Polynesia,PYF,2025-05-01,mobile_men,0.88,0.076
Qatar,QAT,2025-05-01,mobile_men,0.955,0.081
Romania,ROU,2025-05-01,mobile_men,0.958,0.078
Rwanda,RWA,2025-05-01,mobile_men,0.738,0.073
Saudi Arabia,SAU,2025-05-01,mobile_men,1.0,0.073
Senegal,SEN,2025-05-01,mobile_men,0.884,0.073
Singapore,SGP,2025-05-01,mobile_men,1.0,0.078
"Saint Helena, Ascension and Tristan da Cunha",SHN,2025-05-01,mobile_men,0.724,0.072
Solomon Islands,SLB,2025-05-01,mobile_men,0.804,0.076
Sierra Leone,SLE,2025-05-01,mobile_men,0.704,0.07
El Salvador,SLV,2025-05-01,mobile_men,0.902,0.077
San Marino,SMR,2025-05-01,mobile_men,1.0,0.076
Somalia,SOM,2025-05-01,mobile_men,0.777,0.061
Serbia,SRB,2025-05-01,mobile_men,0.932,0.078
South Sudan,SSD,2025-05-01,mobile_men,0.75,0.072
Sao Tome and Principe,STP,2025-05-01,mobile_men,0.849,0.072
Suriname,SUR,2025-05-01,mobile_men,0.896,0.078
Slovakia,SVK,2025-05-01,mobile_men,0.946,0.079
Slovenia,SVN,2025-05-01,mobile_men,0.971,0.079
Sweden,SWE,2025-05-01,mobile_men,1.0,0.078
Eswatini,SWZ,2025-05-01,mobile_men,0.873,0.078
Sint Maarten (Dutch part),SXM,2025-05-01,mobile_men,1.0,0.078
Seychelles,SYC,2025-05-01,mobile_men,0.855,0.084
Turks and Caicos Islands,TCA,2025-05-01,mobile_men,1.0,0.078
Chad,TCD,2025-05-01,mobile_men,0.745,0.061
Togo,TGO,2025-05-01,mobile_men,0.787,0.067
Thailand,THA,2025-05-01,mobile_men,0.888,0.08
Tajikistan,TJK,2025-05-01,mobile_men,0.708,0.073
Turkmenistan,TKM,2025-05-01,mobile_men,0.831,0.074
Timor-Leste,TLS,2025-05-01,mobile_men,0.928,0.072
Tonga,TON,2025-05-01,mobile_men,0.871,0.079
Trinidad and Tobago,TTO,2025-05-01,mobile_men,0.952,0.078
Tunisia,TUN,2025-05-01,mobile_men,0.961,0.073
Türkiye,TUR,2025-05-01,mobile_men,1.0,0.074
Tuvalu,TUV,2025-05-01,mobile_men,0.83,0.077
"Taiwan, Province of China",TWN,2025-05-01,mobile_men,0.908,0.074
"Tanzania, United Republic of",TZA,2025-05-01,mobile_men,0.756,0.074
Uganda,UGA,2025-05-01,mobile_men,0.711,0.071
Ukraine,UKR,2025-05-01,mobile_men,0.783,0.081
Uruguay,URY,2025-05-01,mobile_men,0.906,0.081
United States,USA,2025-05-01,mobile_men,0.999,0.08
Uzbekistan,UZB,2025-05-01,mobile_men,0.769,0.073
Saint Vincent and the Grenadines,VCT,2025-05-01,mobile_men,0.835,0.078
"Venezuela, Bolivarian Republic of",VEN,2025-05-01,mobile_men,0.856,0.079
"Virgin Islands, British",VGB,2025-05-01,mobile_men,0.982,0.078
"Virgin Islands, U.S.",VIR,2025-05-01,mobile_men,0.961,0.078
Viet Nam,VNM,2025-05-01,mobile_men,0.852,0.08
Vanuatu,VUT,2025-05-01,mobile_men,0.833,0.074
Samoa,WSM,2025-05-01,mobile_men,0.774,0.077
Kosovo,XKX,2025-05-01,mobile_men,1.0,0.078
Yemen,YEM,2025-05-01,mobile_men,0.98,0.036
South Africa,ZAF,2025-05-01,mobile_men,0.9,0.078
Zambia,ZMB,2025-05-01,mobile_men,0.798,0.074
Zimbabwe,ZWE,2025-05-01,mobile_men,0.803,0.074
