country,gid_0,date,outcome,predicted,predicted_error
Aruba,ABW,2025-05-01,internet_fm_ratio,1.0,0.083
Afghanistan,AFG,2025-05-01,internet_fm_ratio,0.224,0.053
Angola,AGO,2025-05-01,internet_fm_ratio,0.755,0.077
Albania,ALB,2025-05-01,internet_fm_ratio,1.0,0.083
Andorra,AND,2025-05-01,internet_fm_ratio,1.0,0.084
United Arab Emirates,ARE,2025-05-01,internet_fm_ratio,1.0,0.083
Argentina,ARG,2025-05-01,internet_fm_ratio,1.0,0.084
Armenia,ARM,2025-05-01,internet_fm_ratio,1.0,0.087
American Samoa,ASM,2025-05-01,internet_fm_ratio,0.948,0.081
Antigua and Barbuda,ATG,2025-05-01,internet_fm_ratio,1.0,0.083
Australia,AUS,2025-05-01,internet_fm_ratio,1.0,0.083
Austria,AUT,2025-05-01,internet_fm_ratio,1.0,0.082
Azerbaijan,AZE,2025-05-01,internet_fm_ratio,0.813,0.081
Burundi,BDI,2025-05-01,internet_fm_ratio,0.65,0.078
Belgium,BEL,2025-05-01,internet_fm_ratio,1.0,0.082
Benin,BEN,2025-05-01,internet_fm_ratio,0.67,0.072
Burkina Faso,BFA,2025-05-01,internet_fm_ratio,0.671,0.075
Bangladesh,BGD,2025-05-01,internet_fm_ratio,0.918,0.077
Bulgaria,BGR,2025-05-01,internet_fm_ratio,1.0,0.084
Bahrain,BHR,2025-05-01,internet_fm_ratio,1.0,0.079
Bahamas,BHS,2025-05-01,internet_fm_ratio,1.0,0.085
Bosnia and Herzegovina,BIH,2025-05-01,internet_fm_ratio,0.95,0.081
Belarus,BLR,2025-05-01,internet_fm_ratio,1.0,0.085
Belize,BLZ,2025-05-01,internet_fm_ratio,0.978,0.083
Bermuda,BMU,2025-05-01,internet_fm_ratio,1.0,0.083
"Bolivia, Plurinational State of",BOL,2025-05-01,internet_fm_ratio,0.999,0.082
Brazil,BRA,2025-05-01,internet_fm_ratio,1.0,0.085
Barbados,BRB,2025-05-01,internet_fm_ratio,1.0,0.087
Brunei Darussalam,BRN,2025-05-01,internet_fm_ratio,1.0,0.083
Bhutan,BTN,2025-05-01,internet_fm_ratio,0.952,0.082
Botswana,BWA,2025-05-01,internet_fm_ratio,1.0,0.084
Central African Republic,CAF,2025-05-01,internet_fm_ratio,0.535,0.077
Canada,CAN,2025-05-01,internet_fm_ratio,1.0,0.084
Switzerland,CHE,2025-05-01,internet_fm_ratio,1.0,0.082
Chile,CHL,2025-05-01,internet_fm_ratio,1.0,0.082
Côte d'Ivoire,CIV,2025-05-01,internet_fm_ratio,0.754,0.073
Cameroon,CMR,2025-05-01,internet_fm_ratio,0.78,0.076
"Congo, The Democratic Republic of the",COD,2025-05-01,internet_fm_ratio,0.613,0.075
Congo,COG,2025-05-01,internet_fm_ratio,0.785,0.077
Colombia,COL,2025-05-01,internet_fm_ratio,1.0,0.084
Comoros,COM,2025-05-01,internet_fm_ratio,0.847,0.077
Cabo Verde,CPV,2025-05-01,internet_fm_ratio,0.968,0.083
Costa Rica,CRI,2025-05-01,internet_fm_ratio,1.0,0.084
Curaçao,CUW,2025-05-01,internet_fm_ratio,1.0,0.083
Cayman Islands,CYM,2025-05-01,internet_fm_ratio,1.0,0.083
Cyprus,CYP,2025-05-01,internet_fm_ratio,1.0,0.083
Czechia,CZE,2025-05-01,internet_fm_ratio,1.0,0.084
Germany,DEU,2025-05-01,internet_fm_ratio,1.0,0.082
Djibouti,DJI,2025-05-01,internet_fm_ratio,0.559,0.071
Dominica,DMA,2025-05-01,internet_fm_ratio,0.995,0.083
Denmark,DNK,2025-05-01,internet_fm_ratio,1.0,0.083
Dominican Republic,DOM,2025-05-01,internet_fm_ratio,1.0,0.087
Algeria,DZA,2025-05-01,internet_fm_ratio,0.945,0.075
Ecuador,ECU,2025-05-01,internet_fm_ratio,1.0,0.084
Egypt,EGY,2025-05-01,internet_fm_ratio,0.917,0.075
Eritrea,ERI,2025-05-01,internet_fm_ratio,0.572,0.077
Spain,ESP,2025-05-01,internet_fm_ratio,1.0,0.084
Estonia,EST,2025-05-01,internet_fm_ratio,1.0,0.086
Ethiopia,ETH,2025-05-01,internet_fm_ratio,0.625,0.078
Finland,FIN,2025-05-01,internet_fm_ratio,1.0,0.084
Fiji,FJI,2025-05-01,internet_fm_ratio,0.962,0.08
France,FRA,2025-05-01,internet_fm_ratio,1.0,0.083
Faroe Islands,FRO,2025-05-01,internet_fm_ratio,1.0,0.084
"Micronesia, Federated States of",FSM,2025-05-01,internet_fm_ratio,0.913,0.08
Gabon,GAB,2025-05-01,internet_fm_ratio,0.976,0.083
United Kingdom,GBR,2025-05-01,internet_fm_ratio,1.0,0.083
Georgia,GEO,2025-05-01,internet_fm_ratio,1.0,0.085
Ghana,GHA,2025-05-01,internet_fm_ratio,0.839,0.079
Gibraltar,GIB,2025-05-01,internet_fm_ratio,1.0,0.084
Guinea,GIN,2025-05-01,internet_fm_ratio,0.655,0.069
Gambia,GMB,2025-05-01,internet_fm_ratio,0.78,0.08
Guinea-Bissau,GNB,2025-05-01,internet_fm_ratio,0.653,0.073
Equatorial Guinea,GNQ,2025-05-01,internet_fm_ratio,0.783,0.077
Greece,GRC,2025-05-01,internet_fm_ratio,1.0,0.082
Grenada,GRD,2025-05-01,internet_fm_ratio,0.998,0.083
Greenland,GRL,2025-05-01,internet_fm_ratio,1.0,0.083
Guatemala,GTM,2025-05-01,internet_fm_ratio,0.906,0.079
Guam,GUM,2025-05-01,internet_fm_ratio,0.978,0.081
Guyana,GUY,2025-05-01,internet_fm_ratio,1.0,0.084
Hong Kong,HKG,2025-05-01,internet_fm_ratio,1.0,0.082
Honduras,HND,2025-05-01,internet_fm_ratio,0.942,0.082
Croatia,HRV,2025-05-01,internet_fm_ratio,1.0,0.084
Haiti,HTI,2025-05-01,internet_fm_ratio,0.831,0.079
Hungary,HUN,2025-05-01,internet_fm_ratio,1.0,0.084
Indonesia,IDN,2025-05-01,internet_fm_ratio,0.945,0.08
Isle of Man,IMN,2025-05-01,internet_fm_ratio,1.0,0.084
India,IND,2025-05-01,internet_fm_ratio,0.743,0.072
Ireland,IRL,2025-05-01,internet_fm_ratio,1.0,0.084
Iraq,IRQ,2025-05-01,internet_fm_ratio,1.0,0.066
Iceland,ISL,2025-05-01,internet_fm_ratio,1.0,0.082
Israel,ISR,2025-05-01,internet_fm_ratio,1.0,0.084
Italy,ITA,2025-05-01,internet_fm_ratio,1.0,0.082
Jamaica,JAM,2025-05-01,internet_fm_ratio,1.0,0.086
Jordan,JOR,2025-05-01,internet_fm_ratio,0.85,0.073
Japan,JPN,2025-05-01,internet_fm_ratio,0.908,0.082
Kazakhstan,KAZ,2025-05-01,internet_fm_ratio,1.0,0.084
Kenya,KEN,2025-05-01,internet_fm_ratio,0.888,0.08
Kyrgyzstan,KGZ,2025-05-01,internet_fm_ratio,0.893,0.082
Cambodia,KHM,2025-05-01,internet_fm_ratio,1.0,0.078
Kiribati,KIR,2025-05-01,internet_fm_ratio,0.772,0.072
Saint Kitts and Nevis,KNA,2025-05-01,internet_fm_ratio,1.0,0.083
"Korea, Republic of",KOR,2025-05-01,internet_fm_ratio,0.836,0.08
Kuwait,KWT,2025-05-01,internet_fm_ratio,1.0,0.086
Lao People's Democratic Republic,LAO,2025-05-01,internet_fm_ratio,0.914,0.078
Lebanon,LBN,2025-05-01,internet_fm_ratio,1.0,0.079
Liberia,LBR,2025-05-01,internet_fm_ratio,0.697,0.073
Libya,LBY,2025-05-01,internet_fm_ratio,1.0,0.084
Saint Lucia,LCA,2025-05-01,internet_fm_ratio,1.0,0.086
Liechtenstein,LIE,2025-05-01,internet_fm_ratio,1.0,0.08
Sri Lanka,LKA,2025-05-01,internet_fm_ratio,0.943,0.08
Lesotho,LSO,2025-05-01,internet_fm_ratio,0.938,0.085
Lithuania,LTU,2025-05-01,internet_fm_ratio,1.0,0.087
Luxembourg,LUX,2025-05-01,internet_fm_ratio,1.0,0.084
Latvia,LVA,2025-05-01,internet_fm_ratio,1.0,0.086
Macao,MAC,2025-05-01,internet_fm_ratio,0.915,0.078
Saint Martin (French part),MAF,2025-05-01,internet_fm_ratio,1.0,0.083
Morocco,MAR,2025-05-01,internet_fm_ratio,0.923,0.072
Monaco,MCO,2025-05-01,internet_fm_ratio,1.0,0.084
"Moldova, Republic of",MDA,2025-05-01,internet_fm_ratio,1.0,0.087
Madagascar,MDG,2025-05-01,internet_fm_ratio,0.798,0.08
Maldives,MDV,2025-05-01,internet_fm_ratio,0.989,0.083
Mexico,MEX,2025-05-01,internet_fm_ratio,1.0,0.083
Marshall Islands,MHL,2025-05-01,internet_fm_ratio,0.926,0.08
North Macedonia,MKD,2025-05-01,internet_fm_ratio,0.983,0.08
Mali,MLI,2025-05-01,internet_fm_ratio,0.498,0.07
Malta,MLT,2025-05-01,internet_fm_ratio,1.0,0.083
Myanmar,MMR,2025-05-01,internet_fm_ratio,0.865,0.08
Montenegro,MNE,2025-05-01,internet_fm_ratio,1.0,0.083
Mongolia,MNG,2025-05-01,internet_fm_ratio,1.0,0.087
Northern Mariana Islands,MNP,2025-05-01,internet_fm_ratio,0.915,0.081
Mozambique,MOZ,2025-05-01,internet_fm_ratio,0.71,0.079
Mauritania,MRT,2025-05-01,internet_fm_ratio,0.83,0.074
Montserrat,MSR,2025-05-01,internet_fm_ratio,1.0,0.083
Martinique,MTQ,2025-05-01,internet_fm_ratio,0.993,0.083
Mauritius,MUS,2025-05-01,internet_fm_ratio,1.0,0.083
Malawi,MWI,2025-05-01,internet_fm_ratio,0.681,0.078
Malaysia,MYS,2025-05-01,internet_fm_ratio,1.0,0.082
Namibia,NAM,2025-05-01,internet_fm_ratio,0.97,0.085
New Caledonia,NCL,2025-05-01,internet_fm_ratio,0.957,0.081
Niger,NER,2025-05-01,internet_fm_ratio,0.327,0.07
Nigeria,NGA,2025-05-01,internet_fm_ratio,0.741,0.075
Nicaragua,NIC,2025-05-01,internet_fm_ratio,0.956,0.08
Niue,NIU,2025-05-01,internet_fm_ratio,1.0,0.081
Netherlands,NLD,2025-05-01,internet_fm_ratio,1.0,0.081
Norway,NOR,2025-05-01,internet_fm_ratio,1.0,0.083
Nepal,NPL,2025-05-01,internet_fm_ratio,0.892,0.075
Nauru,NRU,2025-05-01,internet_fm_ratio,1.0,0.088
New Zealand,NZL,2025-05-01,internet_fm_ratio,1.0,0.082
Oman,OMN,2025-05-01,internet_fm_ratio,0.937,0.079
Pakistan,PAK,2025-05-01,internet_fm_ratio,0.699,0.071
Panama,PAN,2025-05-01,internet_fm_ratio,1.0,0.086
Peru,PER,2025-05-01,internet_fm_ratio,1.0,0.081
Philippines,PHL,2025-05-01,internet_fm_ratio,0.955,0.082
Palau,PLW,2025-05-01,internet_fm_ratio,1.0,0.085
Papua New Guinea,PNG,2025-05-01,internet_fm_ratio,0.74,0.078
Poland,POL,2025-05-01,internet_fm_ratio,1.0,0.085
Puerto Rico,PRI,2025-05-01,internet_fm_ratio,1.0,0.083
Portugal,PRT,2025-05-01,internet_fm_ratio,1.0,0.084
Paraguay,PRY,2025-05-01,internet_fm_ratio,1.0,0.084
"Palestine, State of",PSE,2025-05-01,internet_fm_ratio,0.882,0.074
French Polynesia,PYF,2025-05-01,internet_fm_ratio,0.945,0.081
Qatar,QAT,2025-05-01,internet_fm_ratio,1.0,0.087
Romania,ROU,2025-05-01,internet_fm_ratio,1.0,0.083
Rwanda,RWA,2025-05-01,internet_fm_ratio,0.683,0.078
Saudi Arabia,SAU,2025-05-01,internet_fm_ratio,1.0,0.079
Senegal,SEN,2025-05-01,internet_fm_ratio,0.777,0.078
Singapore,SGP,2025-05-01,internet_fm_ratio,1.0,0.084
"Saint Helena, Ascension and Tristan da Cunha",SHN,2025-05-01,internet_fm_ratio,0.857,0.077
Solomon Islands,SLB,2025-05-01,internet_fm_ratio,0.88,0.081
Sierra Leone,SLE,2025-05-01,internet_fm_ratio,0.7,0.075
El Salvador,SLV,2025-05-01,internet_fm_ratio,0.992,0.082
San Marino,SMR,2025-05-01,internet_fm_ratio,1.0,0.082
Somalia,SOM,2025-05-01,internet_fm_ratio,0.529,0.065
Serbia,SRB,2025-05-01,internet_fm_ratio,1.0,0.083
South Sudan,SSD,2025-05-01,internet_fm_ratio,0.569,0.077
Sao Tome and Principe,STP,2025-05-01,internet_fm_ratio,0.847,0.077
Suriname,SUR,2025-05-01,internet_fm_ratio,1.0,0.083
Slovakia,SVK,2025-05-01,internet_fm_ratio,1.0,0.085
Slovenia,SVN,2025-05-01,internet_fm_ratio,1.0,0.085
Sweden,SWE,2025-05-01,internet_fm_ratio,1.0,0.083
Eswatini,SWZ,2025-05-01,internet_fm_ratio,0.966,0.083
Sint Maarten (Dutch part),SXM,2025-05-01,internet_fm_ratio,1.0,0.083
Seychelles,SYC,2025-05-01,internet_fm_ratio,1.0,0.09
Turks and Caicos Islands,TCA,2025-05-01,internet_fm_ratio,1.0,0.083
Chad,TCD,2025-05-01,internet_fm_ratio,0.334,0.066
Togo,TGO,2025-05-01,internet_fm_ratio,0.57,0.072
Thailand,THA,2025-05-01,internet_fm_ratio,1.0,0.086
Tajikistan,TJK,2025-05-01,internet_fm_ratio,0.591,0.078
Turkmenistan,TKM,2025-05-01,internet_fm_ratio,0.672,0.078
Timor-Leste,TLS,2025-05-01,internet_fm_ratio,0.878,0.076
Tonga,TON,2025-05-01,internet_fm_ratio,1.0,0.084
Trinidad and Tobago,TTO,2025-05-01,internet_fm_ratio,1.0,0.084
Tunisia,TUN,2025-05-01,internet_fm_ratio,0.97,0.079
Türkiye,TUR,2025-05-01,internet_fm_ratio,0.992,0.08
Tuvalu,TUV,2025-05-01,internet_fm_ratio,0.955,0.082
"Taiwan, Province of China",TWN,2025-05-01,internet_fm_ratio,0.933,0.078
"Tanzania, United Republic of",TZA,2025-05-01,internet_fm_ratio,0.745,0.08
Uganda,UGA,2025-05-01,internet_fm_ratio,0.609,0.076
Ukraine,UKR,2025-05-01,internet_fm_ratio,1.0,0.086
Uruguay,URY,2025-05-01,internet_fm_ratio,1.0,0.086
United States,USA,2025-05-01,internet_fm_ratio,1.0,0.085
Uzbekistan,UZB,2025-05-01,internet_fm_ratio,0.666,0.078
Saint Vincent and the Grenadines,VCT,2025-05-01,internet_fm_ratio,0.997,0.083
"Venezuela, Bolivarian Republic of",VEN,2025-05-01,internet_fm_ratio,1.0,0.085
"Virgin Islands, British",VGB,2025-05-01,internet_fm_ratio,1.0,0.083
"Virgin Islands, U.S.",VIR,2025-05-01,internet_fm_ratio,1.0,0.083
Viet Nam,VNM,2025-05-01,internet_fm_ratio,1.0,0.085
Vanuatu,VUT,2025-05-01,internet_fm_ratio,0.896,0.079
Samoa,WSM,2025-05-01,internet_fm_ratio,0.948,0.082
Kosovo,XKX,2025-05-01,internet_fm_ratio,1.0,0.084
Yemen,YEM,2025-05-01,internet_fm_ratio,,0.039
South Africa,ZAF,2025-05-01,internet_fm_ratio,0.988,0.083
Zambia,ZMB,2025-05-01,internet_fm_ratio,0.811,0.079
Zimbabwe,ZWE,2025-05-01,internet_fm_ratio,0.777,0.079
Aruba,ABW,2025-05-01,internet_women,0.973,0.09
Afghanistan,AFG,2025-05-01,internet_women,0.054,0.057
Angola,AGO,2025-05-01,internet_women,0.52,0.083
Albania,ALB,2025-05-01,internet_women,0.903,0.089
Andorra,AND,2025-05-01,internet_women,0.97,0.09
United Arab Emirates,ARE,2025-05-01,internet_women,1.0,0.09
Argentina,ARG,2025-05-01,internet_women,0.971,0.091
Armenia,ARM,2025-05-01,internet_women,0.951,0.094
American Samoa,ASM,2025-05-01,internet_women,0.823,0.088
Antigua and Barbuda,ATG,2025-05-01,internet_women,0.975,0.09
Australia,AUS,2025-05-01,internet_women,1.0,0.089
Austria,AUT,2025-05-01,internet_women,0.987,0.089
Azerbaijan,AZE,2025-05-01,internet_women,0.743,0.088
Burundi,BDI,2025-05-01,internet_women,0.263,0.085
Belgium,BEL,2025-05-01,internet_women,1.0,0.089
Benin,BEN,2025-05-01,internet_women,0.391,0.078
Burkina Faso,BFA,2025-05-01,internet_women,0.366,0.081
Bangladesh,BGD,2025-05-01,internet_women,0.741,0.084
Bulgaria,BGR,2025-05-01,internet_women,0.903,0.091
Bahrain,BHR,2025-05-01,internet_women,1.0,0.086
Bahamas,BHS,2025-05-01,internet_women,0.99,0.092
Bosnia and Herzegovina,BIH,2025-05-01,internet_women,0.822,0.087
Belarus,BLR,2025-05-01,internet_women,0.807,0.092
Belize,BLZ,2025-05-01,internet_women,0.801,0.09
Bermuda,BMU,2025-05-01,internet_women,0.913,0.09
"Bolivia, Plurinational State of",BOL,2025-05-01,internet_women,0.832,0.088
Brazil,BRA,2025-05-01,internet_women,0.845,0.091
Barbados,BRB,2025-05-01,internet_women,0.973,0.094
Brunei Darussalam,BRN,2025-05-01,internet_women,1.0,0.09
Bhutan,BTN,2025-05-01,internet_women,0.74,0.089
Botswana,BWA,2025-05-01,internet_women,0.85,0.091
Central African Republic,CAF,2025-05-01,internet_women,0.195,0.083
Canada,CAN,2025-05-01,internet_women,1.0,0.09
Switzerland,CHE,2025-05-01,internet_women,1.0,0.089
Chile,CHL,2025-05-01,internet_women,0.963,0.089
Côte d'Ivoire,CIV,2025-05-01,internet_women,0.503,0.079
Cameroon,CMR,2025-05-01,internet_women,0.522,0.082
"Congo, The Democratic Republic of the",COD,2025-05-01,internet_women,0.303,0.082
Congo,COG,2025-05-01,internet_women,0.536,0.083
Colombia,COL,2025-05-01,internet_women,0.903,0.091
Comoros,COM,2025-05-01,internet_women,0.582,0.084
Cabo Verde,CPV,2025-05-01,internet_women,0.739,0.09
Costa Rica,CRI,2025-05-01,internet_women,0.967,0.091
Curaçao,CUW,2025-05-01,internet_women,0.872,0.09
Cayman Islands,CYM,2025-05-01,internet_women,0.97,0.09
Cyprus,CYP,2025-05-01,internet_women,1.0,0.089
Czechia,CZE,2025-05-01,internet_women,0.973,0.09
Germany,DEU,2025-05-01,internet_women,0.988,0.088
Djibouti,DJI,2025-05-01,internet_women,0.328,0.077
Dominica,DMA,2025-05-01,internet_women,0.82,0.09
Denmark,DNK,2025-05-01,internet_women,1.0,0.09
Dominican Republic,DOM,2025-05-01,internet_women,0.95,0.094
Algeria,DZA,2025-05-01,internet_women,0.833,0.081
Ecuador,ECU,2025-05-01,internet_women,0.93,0.091
Egypt,EGY,2025-05-01,internet_women,0.79,0.081
Eritrea,ERI,2025-05-01,internet_women,0.298,0.083
Spain,ESP,2025-05-01,internet_women,0.981,0.09
Estonia,EST,2025-05-01,internet_women,1.0,0.093
Ethiopia,ETH,2025-05-01,internet_women,0.351,0.084
Finland,FIN,2025-05-01,internet_women,1.0,0.09
Fiji,FJI,2025-05-01,internet_women,0.825,0.086
France,FRA,2025-05-01,internet_women,1.0,0.09
Faroe Islands,FRO,2025-05-01,internet_women,1.0,0.09
"Micronesia, Federated States of",FSM,2025-05-01,internet_women,0.649,0.087
Gabon,GAB,2025-05-01,internet_women,0.8,0.09
United Kingdom,GBR,2025-05-01,internet_women,1.0,0.089
Georgia,GEO,2025-05-01,internet_women,1.0,0.092
Ghana,GHA,2025-05-01,internet_women,0.59,0.085
Gibraltar,GIB,2025-05-01,internet_women,0.99,0.09
Guinea,GIN,2025-05-01,internet_women,0.355,0.075
Gambia,GMB,2025-05-01,internet_women,0.478,0.086
Guinea-Bissau,GNB,2025-05-01,internet_women,0.346,0.079
Equatorial Guinea,GNQ,2025-05-01,internet_women,0.558,0.083
Greece,GRC,2025-05-01,internet_women,0.981,0.089
Grenada,GRD,2025-05-01,internet_women,0.875,0.089
Greenland,GRL,2025-05-01,internet_women,0.935,0.09
Guatemala,GTM,2025-05-01,internet_women,0.703,0.085
Guam,GUM,2025-05-01,internet_women,0.883,0.088
Guyana,GUY,2025-05-01,internet_women,0.947,0.091
Hong Kong,HKG,2025-05-01,internet_women,1.0,0.089
Honduras,HND,2025-05-01,internet_women,0.667,0.089
Croatia,HRV,2025-05-01,internet_women,0.977,0.091
Haiti,HTI,2025-05-01,internet_women,0.504,0.085
Hungary,HUN,2025-05-01,internet_women,0.948,0.09
Indonesia,IDN,2025-05-01,internet_women,0.789,0.086
Isle of Man,IMN,2025-05-01,internet_women,1.0,0.09
India,IND,2025-05-01,internet_women,0.598,0.078
Ireland,IRL,2025-05-01,internet_women,1.0,0.091
Iraq,IRQ,2025-05-01,internet_women,0.859,0.072
Iceland,ISL,2025-05-01,internet_women,1.0,0.089
Israel,ISR,2025-05-01,internet_women,1.0,0.091
Italy,ITA,2025-05-01,internet_women,0.992,0.089
Jamaica,JAM,2025-05-01,internet_women,0.767,0.093
Jordan,JOR,2025-05-01,internet_women,0.725,0.079
Japan,JPN,2025-05-01,internet_women,0.905,0.089
Kazakhstan,KAZ,2025-05-01,internet_women,0.813,0.091
Kenya,KEN,2025-05-01,internet_women,0.626,0.087
Kyrgyzstan,KGZ,2025-05-01,internet_women,0.638,0.089
Cambodia,KHM,2025-05-01,internet_women,0.799,0.085
Kiribati,KIR,2025-05-01,internet_women,0.538,0.078
Saint Kitts and Nevis,KNA,2025-05-01,internet_women,0.989,0.09
"Korea, Republic of",KOR,2025-05-01,internet_women,0.893,0.087
Kuwait,KWT,2025-05-01,internet_women,1.0,0.093
Lao People's Democratic Republic,LAO,2025-05-01,internet_women,0.693,0.084
Lebanon,LBN,2025-05-01,internet_women,0.857,0.085
Liberia,LBR,2025-05-01,internet_women,0.339,0.079
Libya,LBY,2025-05-01,internet_women,1.0,0.09
Saint Lucia,LCA,2025-05-01,internet_women,0.848,0.093
Liechtenstein,LIE,2025-05-01,internet_women,1.0,0.087
Sri Lanka,LKA,2025-05-01,internet_women,0.824,0.087
Lesotho,LSO,2025-05-01,internet_women,0.541,0.091
Lithuania,LTU,2025-05-01,internet_women,1.0,0.094
Luxembourg,LUX,2025-05-01,internet_women,1.0,0.091
Latvia,LVA,2025-05-01,internet_women,0.993,0.093
Macao,MAC,2025-05-01,internet_women,0.798,0.085
Saint Martin (French part),MAF,2025-05-01,internet_women,0.877,0.09
Morocco,MAR,2025-05-01,internet_women,0.78,0.078
Monaco,MCO,2025-05-01,internet_women,0.997,0.09
"Moldova, Republic of",MDA,2025-05-01,internet_women,0.862,0.095
Madagascar,MDG,2025-05-01,internet_women,0.384,0.086
Maldives,MDV,2025-05-01,internet_women,0.883,0.089
Mexico,MEX,2025-05-01,internet_women,0.948,0.09
Marshall Islands,MHL,2025-05-01,internet_women,0.796,0.086
North Macedonia,MKD,2025-05-01,internet_women,0.864,0.087
Mali,MLI,2025-05-01,internet_women,0.228,0.076
Malta,MLT,2025-05-01,internet_women,1.0,0.09
Myanmar,MMR,2025-05-01,internet_women,0.535,0.086
Montenegro,MNE,2025-05-01,internet_women,0.966,0.089
Mongolia,MNG,2025-05-01,internet_women,0.955,0.094
Northern Mariana Islands,MNP,2025-05-01,internet_women,0.715,0.088
Mozambique,MOZ,2025-05-01,internet_women,0.354,0.085
Mauritania,MRT,2025-05-01,internet_women,0.58,0.08
Montserrat,MSR,2025-05-01,internet_women,0.824,0.09
Martinique,MTQ,2025-05-01,internet_women,0.853,0.09
Mauritius,MUS,2025-05-01,internet_women,0.936,0.089
Malawi,MWI,2025-05-01,internet_women,0.38,0.085
Malaysia,MYS,2025-05-01,internet_women,0.964,0.089
Namibia,NAM,2025-05-01,internet_women,0.683,0.092
New Caledonia,NCL,2025-05-01,internet_women,0.817,0.088
Niger,NER,2025-05-01,internet_women,0.094,0.076
Nigeria,NGA,2025-05-01,internet_women,0.465,0.081
Nicaragua,NIC,2025-05-01,internet_women,0.755,0.087
Niue,NIU,2025-05-01,internet_women,0.971,0.088
Netherlands,NLD,2025-05-01,internet_women,1.0,0.088
Norway,NOR,2025-05-01,internet_women,1.0,0.09
Nepal,NPL,2025-05-01,internet_women,0.651,0.081
Nauru,NRU,2025-05-01,internet_women,0.922,0.095
New Zealand,NZL,2025-05-01,internet_women,1.0,0.089
Oman,OMN,2025-05-01,internet_women,0.905,0.086
Pakistan,PAK,2025-05-01,internet_women,0.5,0.076
Panama,PAN,2025-05-01,internet_women,0.962,0.093
Peru,PER,2025-05-01,internet_women,0.922,0.087
Philippines,PHL,2025-05-01,internet_women,0.831,0.088
Palau,PLW,2025-05-01,internet_women,1.0,0.092
Papua New Guinea,PNG,2025-05-01,internet_women,0.5,0.085
Poland,POL,2025-05-01,internet_women,0.98,0.092
Puerto Rico,PRI,2025-05-01,internet_women,0.906,0.09
Portugal,PRT,2025-05-01,internet_women,1.0,0.091
Paraguay,PRY,2025-05-01,internet_women,0.867,0.091
"Palestine, State of",PSE,2025-05-01,internet_women,0.741,0.081
French Polynesia,PYF,2025-05-01,internet_women,0.789,0.088
Qatar,QAT,2025-05-01,internet_women,1.0,0.094
Romania,ROU,2025-05-01,internet_women,0.922,0.09
Rwanda,RWA,2025-05-01,internet_women,0.416,0.084
Saudi Arabia,SAU,2025-05-01,internet_women,1.0,0.085
Senegal,SEN,2025-05-01,internet_women,0.506,0.085
Singapore,SGP,2025-05-01,internet_women,1.0,0.091
"Saint Helena, Ascension and Tristan da Cunha",SHN,2025-05-01,internet_women,0.47,0.083
Solomon Islands,SLB,2025-05-01,internet_women,0.56,0.088
Sierra Leone,SLE,2025-05-01,internet_women,0.303,0.081
El Salvador,SLV,2025-05-01,internet_women,0.813,0.089
San Marino,SMR,2025-05-01,internet_women,0.919,0.088
Somalia,SOM,2025-05-01,internet_women,0.135,0.07
Serbia,SRB,2025-05-01,internet_women,0.885,0.09
South Sudan,SSD,2025-05-01,internet_women,0.259,0.083
Sao Tome and Principe,STP,2025-05-01,internet_women,0.592,0.083
Suriname,SUR,2025-05-01,internet_women,0.822,0.09
Slovakia,SVK,2025-05-01,internet_women,0.954,0.092
Slovenia,SVN,2025-05-01,internet_women,1.0,0.091
Sweden,SWE,2025-05-01,internet_women,1.0,0.09
Eswatini,SWZ,2025-05-01,internet_women,0.711,0.09
Sint Maarten (Dutch part),SXM,2025-05-01,internet_women,0.953,0.09
Seychelles,SYC,2025-05-01,internet_women,0.976,0.097
Turks and Caicos Islands,TCA,2025-05-01,internet_women,1.0,0.09
Chad,TCD,2025-05-01,internet_women,0.089,0.071
Togo,TGO,2025-05-01,internet_women,0.351,0.078
Thailand,THA,2025-05-01,internet_women,0.954,0.092
Tajikistan,TJK,2025-05-01,internet_women,0.487,0.084
Turkmenistan,TKM,2025-05-01,internet_women,0.594,0.085
Timor-Leste,TLS,2025-05-01,internet_women,0.625,0.083
Tonga,TON,2025-05-01,internet_women,0.918,0.091
Trinidad and Tobago,TTO,2025-05-01,internet_women,0.929,0.091
Tunisia,TUN,2025-05-01,internet_women,0.828,0.085
Türkiye,TUR,2025-05-01,internet_women,0.963,0.086
Tuvalu,TUV,2025-05-01,internet_women,0.689,0.089
"Taiwan, Province of China",TWN,2025-05-01,internet_women,0.803,0.085
"Tanzania, United Republic of",TZA,2025-05-01,internet_women,0.444,0.086
Uganda,UGA,2025-05-01,internet_women,0.36,0.082
Ukraine,UKR,2025-05-01,internet_women,0.777,0.093
Uruguay,URY,2025-05-01,internet_women,0.986,0.093
United States,USA,2025-05-01,internet_women,1.0,0.092
Uzbekistan,UZB,2025-05-01,internet_women,0.566,0.085
Saint Vincent and the Grenadines,VCT,2025-05-01,internet_women,0.86,0.09
"Venezuela, Bolivarian Republic of",VEN,2025-05-01,internet_women,0.82,0.092
"Virgin Islands, British",VGB,2025-05-01,internet_women,0.902,0.09
"Virgin Islands, U.S.",VIR,2025-05-01,internet_women,0.869,0.09
Viet Nam,VNM,2025-05-01,internet_women,0.901,0.092
Vanuatu,VUT,2025-05-01,internet_women,0.654,0.086
Samoa,WSM,2025-05-01,internet_women,0.769,0.089
