,0,1,2,3
302,MA,3624060,GENDER_UNLIMITED,AGE_25_34
303,MA,3624060,GENDER_UNLIMITED,AGE_35_44
304,MA,3624060,GENDER_UNLIMITED,AGE_45_54
305,MA,3624060,GENDER_UNLIMITED,AGE_55_100
306,MA,1522867,GENDER_FEMALE,AGE_13_17
307,MA,1522867,GENDER_FEMALE,AGE_18_24
308,MA,1522867,GENDER_FEMALE,AGE_25_34
309,MA,1522867,GENDER_FEMALE,AGE_35_44
310,MA,1522867,GENDER_FEMALE,AGE_45_54
311,MA,1522867,GENDER_FEMALE,AGE_55_100
312,MA,1522867,GENDER_MALE,AGE_13_17
313,MA,1522867,GENDER_MALE,AGE_18_24
314,MA,1522867,GENDER_MALE,AGE_25_34
315,MA,1522867,GENDER_MALE,AGE_35_44
316,MA,1522867,GENDER_MALE,AGE_45_54
317,MA,1522867,GENDER_MALE,AGE_55_100
318,MA,1522867,GENDER_UNLIMITED,AGE_13_17
319,MA,1522867,GENDER_UNLIMITED,AGE_18_24
320,MA,1522867,GENDER_UNLIMITED,AGE_25_34
321,MA,1522867,GENDER_UNLIMITED,AGE_35_44
322,MA,1522867,GENDER_UNLIMITED,AGE_45_54
323,MA,1522867,GENDER_UNLIMITED,AGE_55_100
324,MA,6251999,GENDER_FEMALE,AGE_13_17
325,MA,6251999,GENDER_FEMALE,AGE_18_24
326,MA,6251999,GENDER_FEMALE,AGE_25_34
327,MA,6251999,GENDER_FEMALE,AGE_35_44
328,MA,6251999,GENDER_FEMALE,AGE_45_54
329,MA,6251999,GENDER_FEMALE,AGE_55_100
330,MA,6251999,GENDER_MALE,AGE_13_17
331,MA,6251999,GENDER_MALE,AGE_18_24
332,MA,6251999,GENDER_MALE,AGE_25_34
333,MA,6251999,GENDER_MALE,AGE_35_44
334,MA,6251999,GENDER_MALE,AGE_45_54
335,MA,6251999,GENDER_MALE,AGE_55_100
336,MA,6251999,GENDER_UNLIMITED,AGE_13_17
337,MA,6251999,GENDER_UNLIMITED,AGE_18_24
338,MA,6251999,GENDER_UNLIMITED,AGE_25_34
339,MA,6251999,GENDER_UNLIMITED,AGE_35_44
340,MA,6251999,GENDER_UNLIMITED,AGE_45_54
341,MA,6251999,GENDER_UNLIMITED,AGE_55_100
342,MA,3017382,GENDER_FEMALE,AGE_13_17
343,MA,3017382,GENDER_FEMALE,AGE_18_24
344,MA,3017382,GENDER_FEMALE,AGE_25_34
345,MA,3017382,GENDER_FEMALE,AGE_35_44
346,MA,3017382,GENDER_FEMALE,AGE_45_54
347,MA,3017382,GENDER_FEMALE,AGE_55_100
