,index,name,ages_ranges,geo_location,genders,interests,behavior,scholarities,languages,family_statuses,all_fields,targeting,response,lower_end,upper_end,user_count_stage,timestamp
305,305,PK,AGE_55_100,1168579,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1168579'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326425CD19A634D0F94B90295', 'data': {'user_count': {'lower_end': 2562000, 'upper_end': 3132000}, 'user_count_stage': 2}}",2562000,3132000,2,2025-06-27 01:29:34.842293
306,306,LK,AGE_13_17,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264218E8F237851A7FBA9C12', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
307,307,LK,AGE_18_24,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264257589D15B1AB13B8DD0A', 'data': {'user_count': {'lower_end': 786000, 'upper_end': 962000}, 'user_count_stage': 2}}",786000,962000,2,2025-06-27 01:29:34.842293
308,308,LK,AGE_35_44,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264289ACFF34D189F2BA5EF0', 'data': {'user_count': {'lower_end': 227000, 'upper_end': 278000}, 'user_count_stage': 2}}",227000,278000,2,2025-06-27 01:29:34.842293
309,309,LK,AGE_25_34,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326425BD1DE7C7AA457B6C834', 'data': {'user_count': {'lower_end': 904000, 'upper_end': 1106000}, 'user_count_stage': 2}}",904000,1106000,2,2025-06-27 01:29:34.842293
310,310,LK,AGE_45_54,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232643FC677FD7C565D1B55674', 'data': {'user_count': {'lower_end': 102000, 'upper_end': 125000}, 'user_count_stage': 2}}",102000,125000,2,2025-06-27 01:29:34.842293
311,311,LK,AGE_13_17,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326434509777EF563ACBA0C35', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
312,312,LK,AGE_55_100,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264385DA7A7597827EBA95B8', 'data': {'user_count': {'lower_end': 69000, 'upper_end': 85000}, 'user_count_stage': 2}}",69000,85000,2,2025-06-27 01:29:34.842293
313,313,LK,AGE_18_24,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232643FFA527CE07DA5AB7292B', 'data': {'user_count': {'lower_end': 1229000, 'upper_end': 1504000}, 'user_count_stage': 3}}",1229000,1504000,3,2025-06-27 01:29:34.842293
314,314,LK,AGE_25_34,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264335DA27A4AD6AFBBD9D86', 'data': {'user_count': {'lower_end': 1696000, 'upper_end': 2074000}, 'user_count_stage': 3}}",1696000,2074000,3,2025-06-27 01:29:34.842293
315,315,LK,AGE_35_44,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264374A994AC3670EEB9346E', 'data': {'user_count': {'lower_end': 451000, 'upper_end': 552000}, 'user_count_stage': 2}}",451000,552000,2,2025-06-27 01:29:34.842293
316,316,LK,AGE_45_54,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326447ECE0B45B97E59B95345', 'data': {'user_count': {'lower_end': 163000, 'upper_end': 200000}, 'user_count_stage': 2}}",163000,200000,2,2025-06-27 01:29:34.842293
317,317,LK,AGE_13_17,1227603,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232644E0D6682D0DDF6FBC4AB2', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
318,318,LK,AGE_55_100,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232644AB40C68372385FCB102F', 'data': {'user_count': {'lower_end': 93000, 'upper_end': 115000}, 'user_count_stage': 2}}",93000,115000,2,2025-06-27 01:29:34.842293
319,319,LK,AGE_18_24,1227603,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264419A368C3CBE311B9E973', 'data': {'user_count': {'lower_end': 2016000, 'upper_end': 2465000}, 'user_count_stage': 3}}",2016000,2465000,3,2025-06-27 01:29:34.842293
320,320,LK,AGE_35_44,1227603,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326444ADCA0090017A2BAAB60', 'data': {'user_count': {'lower_end': 678000, 'upper_end': 829000}, 'user_count_stage': 2}}",678000,829000,2,2025-06-27 01:29:34.842293
321,321,LK,AGE_25_34,1227603,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326444509777EF563ACBA0C4F', 'data': {'user_count': {'lower_end': 2601000, 'upper_end': 3180000}, 'user_count_stage': 3}}",2601000,3180000,3,2025-06-27 01:29:34.842293
322,322,LK,AGE_45_54,1227603,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326451C892EA4922424BAB04F', 'data': {'user_count': {'lower_end': 265000, 'upper_end': 325000}, 'user_count_stage': 2}}",265000,325000,2,2025-06-27 01:29:34.842293
323,323,LK,AGE_55_100,1227603,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326450C2D5F7D85274EBA81E8', 'data': {'user_count': {'lower_end': 162000, 'upper_end': 199000}, 'user_count_stage': 2}}",162000,199000,2,2025-06-27 01:29:34.842293
324,324,CR,AGE_13_17,3624060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232645C8BE3A986856A9B8B754', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
325,325,CR,AGE_18_24,3624060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264591C5008FC8D233B8D30A', 'data': {'user_count': {'lower_end': 414000, 'upper_end': 507000}, 'user_count_stage': 2}}",414000,507000,2,2025-06-27 01:29:34.842293
326,326,CR,AGE_35_44,3624060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232645BB63CDF92AF4D4BBF6F1', 'data': {'user_count': {'lower_end': 270000, 'upper_end': 331000}, 'user_count_stage': 2}}",270000,331000,2,2025-06-27 01:29:34.842293
327,327,CR,AGE_25_34,3624060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232645009603792E68E6CD828B', 'data': {'user_count': {'lower_end': 648000, 'upper_end': 793000}, 'user_count_stage': 2}}",648000,793000,2,2025-06-27 01:29:34.842293
328,328,CR,AGE_55_100,3624060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264697C85F40A3DA9FBB0EF2', 'data': {'user_count': {'lower_end': 160000, 'upper_end': 196000}, 'user_count_stage': 2}}",160000,196000,2,2025-06-27 01:29:34.842293
329,329,CR,AGE_45_54,3624060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326463BFFE45A923152BA57A3', 'data': {'user_count': {'lower_end': 155000, 'upper_end': 191000}, 'user_count_stage': 2}}",155000,191000,2,2025-06-27 01:29:34.842293
330,330,CR,AGE_18_24,3624060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326464E2C3F524C3F03B59B47', 'data': {'user_count': {'lower_end': 389000, 'upper_end': 477000}, 'user_count_stage': 2}}",389000,477000,2,2025-06-27 01:29:34.842293
331,331,CR,AGE_13_17,3624060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232646AA7C0D272EB720BC977A', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
332,332,CR,AGE_25_34,3624060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326468ABE03A61A24F6B95A5F', 'data': {'user_count': {'lower_end': 847000, 'upper_end': 1036000}, 'user_count_stage': 3}}",847000,1036000,3,2025-06-27 01:29:34.842293
333,333,CR,AGE_35_44,3624060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232647A2BF7E87A76F73B8C1B9', 'data': {'user_count': {'lower_end': 322000, 'upper_end': 395000}, 'user_count_stage': 2}}",322000,395000,2,2025-06-27 01:29:34.842293
334,334,CR,AGE_45_54,3624060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326478A78E88590D494BA1AB4', 'data': {'user_count': {'lower_end': 170000, 'upper_end': 209000}, 'user_count_stage': 2}}",170000,209000,2,2025-06-27 01:29:34.842293
335,335,CR,AGE_55_100,3624060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232647FC677FD7C565D1B556FA', 'data': {'user_count': {'lower_end': 147000, 'upper_end': 180000}, 'user_count_stage': 2}}",147000,180000,2,2025-06-27 01:29:34.842293
336,336,CR,AGE_13_17,3624060,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262326473EEF9DBAA43808C5D80F', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
337,337,CR,AGE_25_34,3624060,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232647C9EDC24CDEC14FB7F48D', 'data': {'user_count': {'lower_end': 1495000, 'upper_end': 1828000}, 'user_count_stage': 3}}",1495000,1828000,3,2025-06-27 01:29:34.842293
338,338,CR,AGE_18_24,3624060,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232647EDE9481C3EE7E9B93AC7', 'data': {'user_count': {'lower_end': 803000, 'upper_end': 983000}, 'user_count_stage': 3}}",803000,983000,3,2025-06-27 01:29:34.842293
339,339,CR,AGE_35_44,3624060,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264869EAC5C9C43B34BACCC9', 'data': {'user_count': {'lower_end': 593000, 'upper_end': 726000}, 'user_count_stage': 2}}",593000,726000,2,2025-06-27 01:29:34.842293
340,340,CR,AGE_45_54,3624060,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232648BE13204EEE2C34B9BD29', 'data': {'user_count': {'lower_end': 326000, 'upper_end': 399000}, 'user_count_stage': 2}}",326000,399000,2,2025-06-27 01:29:34.842293
341,341,CR,AGE_55_100,3624060,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3624060'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264810E3E8E1379300BBFFCC', 'data': {'user_count': {'lower_end': 307000, 'upper_end': 376000}, 'user_count_stage': 2}}",307000,376000,2,2025-06-27 01:29:34.842293
342,342,SE,AGE_13_17,2661886,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2661886'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232648ACFDEE6FC9ED23B8AFBE', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
343,343,SE,AGE_18_24,2661886,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2661886'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264897C85F40A3DA9FBB0F2A', 'data': {'user_count': {'lower_end': 619000, 'upper_end': 758000}, 'user_count_stage': 2}}",619000,758000,2,2025-06-27 01:29:34.842293
344,344,SE,AGE_25_34,2661886,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2661886'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232648A2BF7E87A76F73B8C200', 'data': {'user_count': {'lower_end': 599000, 'upper_end': 733000}, 'user_count_stage': 2}}",599000,733000,2,2025-06-27 01:29:34.842293
345,345,SE,AGE_45_54,2661886,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2661886'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264944A93E703B4529B72829', 'data': {'user_count': {'lower_end': 179000, 'upper_end': 220000}, 'user_count_stage': 2}}",179000,220000,2,2025-06-27 01:29:34.842293
346,346,SE,AGE_55_100,2661886,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2661886'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623264960D7CA2A216886E0401E', 'data': {'user_count': {'lower_end': 151000, 'upper_end': 185000}, 'user_count_stage': 2}}",151000,185000,2,2025-06-27 01:29:34.842293
347,347,SE,AGE_18_24,2661886,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2661886'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623265089ACFF34D189F2BA5F62', 'data': {'user_count': {'lower_end': 440000, 'upper_end': 539000}, 'user_count_stage': 2}}",440000,539000,2,2025-06-27 01:29:34.842293
348,348,SE,AGE_13_17,2661886,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2661886'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232650CC8D5D4B4A07EEC54DB2', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
