,index,name,ages_ranges,geo_location,genders,interests,behavior,scholarities,languages,family_statuses,all_fields,targeting,response,lower_end,upper_end,user_count_stage,timestamp
0,0,OM,AGE_13_17,286963,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325274A13F41609C518B7A522', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
1,1,OM,AGE_18_24,286963,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325270079F7F231CD8EB80838', 'data': {'user_count': {'lower_end': 215000, 'upper_end': 264000}, 'user_count_stage': 2}}",215000,264000,2,2025-06-27 01:29:34.842293
2,2,OM,AGE_25_34,286963,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232527EA521C0D1E65BEBA89FF', 'data': {'user_count': {'lower_end': 362000, 'upper_end': 444000}, 'user_count_stage': 2}}",362000,444000,2,2025-06-27 01:29:34.842293
3,3,OM,AGE_35_44,286963,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325279CBBD8FCEE1629BB5139', 'data': {'user_count': {'lower_end': 105000, 'upper_end': 129000}, 'user_count_stage': 2}}",105000,129000,2,2025-06-27 01:29:34.842293
4,4,OM,AGE_55_100,286963,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232527312AC7D7B90DC3B7CDB3', 'data': {'user_count': {'lower_end': 32000, 'upper_end': 41000}, 'user_count_stage': 2}}",32000,41000,2,2025-06-27 01:29:34.842293
5,5,OM,AGE_13_17,286963,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232528A3C4471ECB0B64B4B8BA', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
6,6,OM,AGE_25_34,286963,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232528C843380EAEB946B87E73', 'data': {'user_count': {'lower_end': 763000, 'upper_end': 934000}, 'user_count_stage': 3}}",763000,934000,3,2025-06-27 01:29:34.842293
7,7,OM,AGE_18_24,286963,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623252838756123B144EFB499F0', 'data': {'user_count': {'lower_end': 289000, 'upper_end': 354000}, 'user_count_stage': 2}}",289000,354000,2,2025-06-27 01:29:34.842293
8,8,OM,AGE_45_54,286963,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232527C24B84AF30CB0EB919CB', 'data': {'user_count': {'lower_end': 34000, 'upper_end': 43000}, 'user_count_stage': 2}}",34000,43000,2,2025-06-27 01:29:34.842293
9,9,OM,AGE_45_54,286963,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232529D1E249740CBB4AB96681', 'data': {'user_count': {'lower_end': 65000, 'upper_end': 80000}, 'user_count_stage': 2}}",65000,80000,2,2025-06-27 01:29:34.842293
10,10,OM,AGE_35_44,286963,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232529A4B0A690FF01EDBBCA2F', 'data': {'user_count': {'lower_end': 227000, 'upper_end': 278000}, 'user_count_stage': 2}}",227000,278000,2,2025-06-27 01:29:34.842293
11,11,OM,AGE_55_100,286963,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325291A1367451A1212BA13AE', 'data': {'user_count': {'lower_end': 41000, 'upper_end': 51000}, 'user_count_stage': 2}}",41000,51000,2,2025-06-27 01:29:34.842293
12,12,OM,AGE_13_17,286963,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623252988C1F1099D1342BE796F', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
13,13,OM,AGE_18_24,286963,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325296EC1BE8C57FD62BA135C', 'data': {'user_count': {'lower_end': 505000, 'upper_end': 618000}, 'user_count_stage': 3}}",505000,618000,3,2025-06-27 01:29:34.842293
14,14,OM,AGE_25_34,286963,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623253058D8FC8C12FAF3B940AD', 'data': {'user_count': {'lower_end': 1126000, 'upper_end': 1377000}, 'user_count_stage': 3}}",1126000,1377000,3,2025-06-27 01:29:34.842293
15,15,OM,AGE_45_54,286963,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325303C8CCD9BA1A58ABBC703', 'data': {'user_count': {'lower_end': 99000, 'upper_end': 122000}, 'user_count_stage': 2}}",99000,122000,2,2025-06-27 01:29:34.842293
16,16,OM,AGE_35_44,286963,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623253002935CAF340C7FB81E89', 'data': {'user_count': {'lower_end': 332000, 'upper_end': 407000}, 'user_count_stage': 2}}",332000,407000,2,2025-06-27 01:29:34.842293
17,17,OM,AGE_55_100,286963,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['286963'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232530E0D6682D0DDF6FBC4226', 'data': {'user_count': {'lower_end': 74000, 'upper_end': 91000}, 'user_count_stage': 2}}",74000,91000,2,2025-06-27 01:29:34.842293
18,18,DO,AGE_18_24,3508796,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623253085AE293E7C6B8BB9AFCD', 'data': {'user_count': {'lower_end': 936000, 'upper_end': 1145000}, 'user_count_stage': 2}}",936000,1145000,2,2025-06-27 01:29:34.842293
19,19,DO,AGE_13_17,3508796,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325304733FC52EFE0B7B7EAFE', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
20,20,DO,AGE_25_34,3508796,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232531D22F3C881AFF52B77615', 'data': {'user_count': {'lower_end': 1204000, 'upper_end': 1473000}, 'user_count_stage': 2}}",1204000,1473000,2,2025-06-27 01:29:34.842293
21,21,DO,AGE_35_44,3508796,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325318578D255DF7F74B92680', 'data': {'user_count': {'lower_end': 417000, 'upper_end': 511000}, 'user_count_stage': 2}}",417000,511000,2,2025-06-27 01:29:34.842293
22,22,DO,AGE_45_54,3508796,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232531654103D21765E8B62AEA', 'data': {'user_count': {'lower_end': 213000, 'upper_end': 262000}, 'user_count_stage': 2}}",213000,262000,2,2025-06-27 01:29:34.842293
23,23,DO,AGE_55_100,3508796,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232531A205DDFFEACC2DB59639', 'data': {'user_count': {'lower_end': 216000, 'upper_end': 265000}, 'user_count_stage': 2}}",216000,265000,2,2025-06-27 01:29:34.842293
24,24,DO,AGE_18_24,3508796,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325310DC28C0CA16B66B94A2B', 'data': {'user_count': {'lower_end': 1054000, 'upper_end': 1289000}, 'user_count_stage': 2}}",1054000,1289000,2,2025-06-27 01:29:34.842293
25,25,DO,AGE_13_17,3508796,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325310FFBD6E4D6FDABB6BF3F', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
26,26,DO,AGE_25_34,3508796,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325320DC28C0CA16B66B94A38', 'data': {'user_count': {'lower_end': 1782000, 'upper_end': 2179000}, 'user_count_stage': 3}}",1782000,2179000,3,2025-06-27 01:29:34.842293
27,27,DO,AGE_35_44,3508796,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623253281C639EDC1A7F0BC3EE5', 'data': {'user_count': {'lower_end': 587000, 'upper_end': 719000}, 'user_count_stage': 2}}",587000,719000,2,2025-06-27 01:29:34.842293
28,28,DO,AGE_45_54,3508796,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623253210F3C665D849E6BAB3E6', 'data': {'user_count': {'lower_end': 275000, 'upper_end': 337000}, 'user_count_stage': 2}}",275000,337000,2,2025-06-27 01:29:34.842293
29,29,DO,AGE_18_24,3508796,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232533AF62490C2A185BBAEB41', 'data': {'user_count': {'lower_end': 1991000, 'upper_end': 2434000}, 'user_count_stage': 3}}",1991000,2434000,3,2025-06-27 01:29:34.842293
30,30,DO,AGE_13_17,3508796,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325338FF040312103B4B7027E', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-06-27 01:29:34.842293
31,31,DO,AGE_55_100,3508796,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325328AA732A7860C0EBA31C6', 'data': {'user_count': {'lower_end': 237000, 'upper_end': 291000}, 'user_count_stage': 2}}",237000,291000,2,2025-06-27 01:29:34.842293
32,32,DO,AGE_25_34,3508796,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232533E8317B4BC5FC97BF7553', 'data': {'user_count': {'lower_end': 2987000, 'upper_end': 3651000}, 'user_count_stage': 3}}",2987000,3651000,3,2025-06-27 01:29:34.842293
33,33,DO,AGE_35_44,3508796,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232533C56890ADAC875DB67C8A', 'data': {'user_count': {'lower_end': 1005000, 'upper_end': 1229000}, 'user_count_stage': 2}}",1005000,1229000,2,2025-06-27 01:29:34.842293
34,34,DO,AGE_55_100,3508796,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325343BFFE45A923152BA4F35', 'data': {'user_count': {'lower_end': 454000, 'upper_end': 556000}, 'user_count_stage': 2}}",454000,556000,2,2025-06-27 01:29:34.842293
35,35,DO,AGE_45_54,3508796,GENDER_UNLIMITED,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3508796'], 'gender': 'GENDER_UNLIMITED', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232533551534959340D1B9DD85', 'data': {'user_count': {'lower_end': 489000, 'upper_end': 598000}, 'user_count_stage': 2}}",489000,598000,2,2025-06-27 01:29:34.842293
36,36,JP,AGE_13_17,1861060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1861060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325340C2D5F7D85274EBA77A3', 'data': {'user_count': {'lower_end': 0, 'upper_end': 3000}, 'user_count_stage': 1}}",0,3000,1,2025-06-27 01:29:34.842293
37,37,JP,AGE_18_24,1861060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1861060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232534915C69831067BBBAAD17', 'data': {'user_count': {'lower_end': 13550000, 'upper_end': 16562000}, 'user_count_stage': 2}}",13550000,16562000,2,2025-06-27 01:29:34.842293
38,38,JP,AGE_25_34,1861060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1861060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232534F50C32EB43F501B9F7FA', 'data': {'user_count': {'lower_end': 31479000, 'upper_end': 38475000}, 'user_count_stage': 2}}",31479000,38475000,2,2025-06-27 01:29:34.842293
39,39,JP,AGE_35_44,1861060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1861060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325343B016507AF7C71BBD4D2', 'data': {'user_count': {'lower_end': 15777000, 'upper_end': 19284000}, 'user_count_stage': 2}}",15777000,19284000,2,2025-06-27 01:29:34.842293
40,40,JP,AGE_45_54,1861060,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1861060'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025062623253589ACFF34D189F2BA597B', 'data': {'user_count': {'lower_end': 10951000, 'upper_end': 13386000}, 'user_count_stage': 2}}",10951000,13386000,2,2025-06-27 01:29:34.842293
41,41,JP,AGE_13_17,1861060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1861060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232535656F521A59CC4FB4C7E4', 'data': {'user_count': {'lower_end': 0, 'upper_end': 3000}, 'user_count_stage': 1}}",0,3000,1,2025-06-27 01:29:34.842293
42,42,JP,AGE_18_24,1861060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1861060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250626232535053E18A9F5DE9CC7FE67', 'data': {'user_count': {'lower_end': 13816000, 'upper_end': 16888000}, 'user_count_stage': 2}}",13816000,16888000,2,2025-06-27 01:29:34.842293
43,43,JP,AGE_25_34,1861060,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1861060'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '202506262325352D9D92CEBE8892BC5108', 'data': {'user_count': {'lower_end': 36102000, 'upper_end': 44126000}, 'user_count_stage': 3}}",36102000,44126000,3,2025-06-27 01:29:34.842293
