,country_code,region_id,region_level,region_name,support_below_18
657,US,5417618,PROVINCE,Colorado,True
658,JP,1861387,PROVINCE,Ishikawa,True
659,TR,325361,PROVINCE,Adana,True
660,TR,315807,PROVINCE,Elazig,True
661,GB,2634895,PROVINCE,Wales,True
662,PT,2264507,PROVINCE,Portalegre,True
663,KZ,1524444,PROVINCE,Jambyl Region,True
664,US,619,PROVINCE,"Springfield, MO,DMA®",True
665,SA,109954,PROVINCE,Al Bahah,True
666,US,503,PROVINCE,"Macon,DMA®",True
667,BD,1337211,PROVINCE,Khulna,True
668,RO,673887,PROVINCE,Maramures,True
669,PT,2269513,PROVINCE,Castelo Branco,True
670,US,658,PROVINCE,"Green Bay-Appleton,DMA®",True
671,BR,3457415,PROVINCE,Mato Grosso do Sul,True
672,US,628,PROVINCE,"Monroe-El Dorado,DMA®",True
673,CH,2658563,PROVINCE,Solothurn,True
674,PT,2262961,PROVINCE,Setúbal,True
675,MX,3527115,PROVINCE,Hidalgo,True
676,BD,11287936,PROVINCE,Mymensingh,True
677,US,669,PROVINCE,"Madison,DMA®",True
678,CH,2658760,PROVINCE,Schaffhausen,True
679,US,554,PROVINCE,"Wheeling-Steubenville, OH,DMA®",True
680,US,618,PROVINCE,"Houston,DMA®",True
681,IE,2964752,PROVINCE,Donegal,True
682,US,5481136,PROVINCE,New Mexico,True
683,MA,11281875,PROVINCE,Oriental,True
684,ZA,967573,PROVINCE,Free State,True
685,TR,325329,PROVINCE,Adiyaman,True
686,RO,675917,PROVINCE,Hunedoara,True
687,FI,830695,PROVINCE,South Savo,True
688,AR,3838231,PROVINCE,Salta,True
689,US,577,PROVINCE,"Wilkes-Barre–Scranton–Hazleton,DMA®",True
690,TR,751816,PROVINCE,Artvin,True
691,US,566,PROVINCE,"Harrisburg-Lancaster-Lebanon-York,DMA®",True
692,AR,3435907,PROVINCE,Buenos Aires Province,True
693,US,611,PROVINCE,"Rochestr-Mason City-Austin,DMA®",True
694,ES,2593109,PROVINCE,Andalusia,True
695,US,501,PROVINCE,"New York,DMA®",True
696,MA,11281885,PROVINCE,Laayoune-Sakia El Hamra,True
697,MX,3516391,PROVINCE,Tamaulipas,True
698,TR,304919,PROVINCE,Malatya,True
699,DE,2861876,PROVINCE,North Rhine Westphalia,True
700,JP,1850310,PROVINCE,Tochigi,True
701,TR,749778,PROVINCE,Canakkale,True
702,US,652,PROVINCE,"Omaha,DMA®",True
703,US,610,PROVINCE,"Rockford,DMA®",True
704,MA,11281879,PROVINCE,Casablanca-Settat,True
705,JP,1848649,PROVINCE,Yamanashi,True
706,TR,737021,PROVINCE,Zonguldak,True
707,IE,2960964,PROVINCE,Wexford,True
708,GB,2641364,PROVINCE,Northern Ireland,True
709,RO,682714,PROVINCE,Caras-Severin,True
710,SE,3337385,PROVINCE,Skane,True
711,US,4662168,PROVINCE,Tennessee,True
712,US,613,PROVINCE,"Minneapolis-St. Paul,DMA®",True
713,IT,2523119,PROVINCE,Sicily,True
714,US,573,PROVINCE,"Roanoke-Lynchburg,DMA®",True
715,RO,663116,PROVINCE,Vaslui,True
716,SE,2721357,PROVINCE,Blekinge,True
717,US,4896861,PROVINCE,Illinois,True
718,US,606,PROVINCE,"Dothan,DMA®",True
719,MX,4019231,PROVINCE,Aguascalientes,True
720,MX,3983035,PROVINCE,Sinaloa,True
721,US,722,PROVINCE,"Lincoln-Hastings-Kearney,DMA®",True
722,US,643,PROVINCE,"Lake Charles,DMA®",True
