,name,ages_ranges,geo_location,genders,interests,behavior,scholarities,languages,family_statuses,all_fields,targeting,response,lower_end,upper_end,user_count_stage,timestamp
113,DE,AGE_13_17,2921044,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2921044'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174823CB8546FBA3C3E617A568', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-08-02 11:51:04.081872
114,DE,AGE_18_24,2921044,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2921044'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174823BA13D8714B35AA156D4F', 'data': {'user_count': {'lower_end': 2508000, 'upper_end': 3066000}, 'user_count_stage': 2}}",2508000,3066000,2,2025-08-02 11:51:04.081872
115,DE,AGE_25_34,2921044,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2921044'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748240C42D8DA70BBFD515471', 'data': {'user_count': {'lower_end': 2926000, 'upper_end': 3578000}, 'user_count_stage': 2}}",2926000,3578000,2,2025-08-02 11:51:04.081872
116,DE,AGE_35_44,2921044,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2921044'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174825CA97178E44AE8E0EEB7B', 'data': {'user_count': {'lower_end': 1860000, 'upper_end': 2275000}, 'user_count_stage': 2}}",1860000,2275000,2,2025-08-02 11:51:04.081872
117,DE,AGE_55_100,2921044,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2921044'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174823BE6DE20933D8350C956A', 'data': {'user_count': {'lower_end': 1219000, 'upper_end': 1491000}, 'user_count_stage': 2}}",1219000,1491000,2,2025-08-02 11:51:04.081872
118,DE,AGE_45_54,2921044,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2921044'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174825384AC16134022D2DCE9C', 'data': {'user_count': {'lower_end': 1228000, 'upper_end': 1502000}, 'user_count_stage': 2}}",1228000,1502000,2,2025-08-02 11:51:04.081872
119,DE,AGE_55_100,2921044,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['2921044'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748252537040C57DA640D45A9', 'data': {'user_count': {'lower_end': 929000, 'upper_end': 1136000}, 'user_count_stage': 2}}",929000,1136000,2,2025-08-02 11:51:04.081872
120,FR,AGE_18_24,3017382,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174826ACF350FBF2BC451811CC', 'data': {'user_count': {'lower_end': 2743000, 'upper_end': 3354000}, 'user_count_stage': 2}}",2743000,3354000,2,2025-08-02 11:51:04.081872
121,FR,AGE_13_17,3017382,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748262FFB4A838719AE1047B5', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-08-02 11:51:04.081872
122,FR,AGE_35_44,3017382,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748263FB0F386727EE610AEE3', 'data': {'user_count': {'lower_end': 2446000, 'upper_end': 2991000}, 'user_count_stage': 2}}",2446000,2991000,2,2025-08-02 11:51:04.081872
123,FR,AGE_45_54,3017382,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748261E30EAC93CA54332AEA6', 'data': {'user_count': {'lower_end': 1667000, 'upper_end': 2039000}, 'user_count_stage': 2}}",1667000,2039000,2,2025-08-02 11:51:04.081872
124,FR,AGE_25_34,3017382,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025080217482648AD28D5C656CC12142B', 'data': {'user_count': {'lower_end': 3139000, 'upper_end': 3838000}, 'user_count_stage': 2}}",3139000,3838000,2,2025-08-02 11:51:04.081872
125,FR,AGE_55_100,3017382,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174827FE0261F55E81C8155D25', 'data': {'user_count': {'lower_end': 1162000, 'upper_end': 1422000}, 'user_count_stage': 2}}",1162000,1422000,2,2025-08-02 11:51:04.081872
126,FR,AGE_13_17,3017382,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748275003913433BB840EF4AA', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-08-02 11:51:04.081872
127,FR,AGE_18_24,3017382,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174827A9C4EA8A6773143025FC', 'data': {'user_count': {'lower_end': 2466000, 'upper_end': 3015000}, 'user_count_stage': 2}}",2466000,3015000,2,2025-08-02 11:51:04.081872
128,FR,AGE_35_44,3017382,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748283406DB360708FD148B18', 'data': {'user_count': {'lower_end': 1867000, 'upper_end': 2283000}, 'user_count_stage': 2}}",1867000,2283000,2,2025-08-02 11:51:04.081872
129,FR,AGE_25_34,3017382,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174828337CD3BCDDBFAE5692C2', 'data': {'user_count': {'lower_end': 2880000, 'upper_end': 3521000}, 'user_count_stage': 2}}",2880000,3521000,2,2025-08-02 11:51:04.081872
130,FR,AGE_45_54,3017382,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174828B07F6D796C3FD40E28E8', 'data': {'user_count': {'lower_end': 1220000, 'upper_end': 1492000}, 'user_count_stage': 2}}",1220000,1492000,2,2025-08-02 11:51:04.081872
131,LK,AGE_13_17,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174829FB718792C4C09117982C', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-08-02 11:51:04.081872
132,FR,AGE_55_100,3017382,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3017382'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748295475CAD8C1316F14B7B6', 'data': {'user_count': {'lower_end': 801000, 'upper_end': 980000}, 'user_count_stage': 2}}",801000,980000,2,2025-08-02 11:51:04.081872
133,LK,AGE_18_24,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748292D6861295BEA031741AF', 'data': {'user_count': {'lower_end': 823000, 'upper_end': 1007000}, 'user_count_stage': 2}}",823000,1007000,2,2025-08-02 11:51:04.081872
134,LK,AGE_35_44,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748305F3ABBEB7454CF13BC1B', 'data': {'user_count': {'lower_end': 242000, 'upper_end': 297000}, 'user_count_stage': 2}}",242000,297000,2,2025-08-02 11:51:04.081872
135,LK,AGE_45_54,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025080217483041D3DBC142891A14AA86', 'data': {'user_count': {'lower_end': 108000, 'upper_end': 133000}, 'user_count_stage': 2}}",108000,133000,2,2025-08-02 11:51:04.081872
136,LK,AGE_13_17,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748303406DB360708FD148B9A', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-08-02 11:51:04.081872
137,LK,AGE_55_100,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025080217483044E3A70AC82F73149BB0', 'data': {'user_count': {'lower_end': 74000, 'upper_end': 91000}, 'user_count_stage': 2}}",74000,91000,2,2025-08-02 11:51:04.081872
138,LK,AGE_25_34,1227603,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025080217482986386FC52EAEA214963E', 'data': {'user_count': {'lower_end': 1010000, 'upper_end': 1236000}, 'user_count_stage': 2}}",1010000,1236000,2,2025-08-02 11:51:04.081872
139,LK,AGE_25_34,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748317D25F06EC4AD14178825', 'data': {'user_count': {'lower_end': 1746000, 'upper_end': 2135000}, 'user_count_stage': 3}}",1746000,2135000,3,2025-08-02 11:51:04.081872
140,LK,AGE_18_24,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174831337CD3BCDDBFAE56935E', 'data': {'user_count': {'lower_end': 1236000, 'upper_end': 1512000}, 'user_count_stage': 3}}",1236000,1512000,3,2025-08-02 11:51:04.081872
141,LK,AGE_55_100,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748322CB5357EA2F8CD0ED77B', 'data': {'user_count': {'lower_end': 99000, 'upper_end': 122000}, 'user_count_stage': 2}}",99000,122000,2,2025-08-02 11:51:04.081872
142,LK,AGE_45_54,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174832721DAB18902CD51567AE', 'data': {'user_count': {'lower_end': 174000, 'upper_end': 214000}, 'user_count_stage': 2}}",174000,214000,2,2025-08-02 11:51:04.081872
143,CZ,AGE_13_17,3077311,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174832721DAB18902CD51567E6', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-08-02 11:51:04.081872
144,CZ,AGE_18_24,3077311,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174832C61E84A988C5850FAD7C', 'data': {'user_count': {'lower_end': 392000, 'upper_end': 480000}, 'user_count_stage': 3}}",392000,480000,3,2025-08-02 11:51:04.081872
145,CZ,AGE_25_34,3077311,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '2025080217483364933BE6F726A2160514', 'data': {'user_count': {'lower_end': 334000, 'upper_end': 410000}, 'user_count_stage': 2}}",334000,410000,2,2025-08-02 11:51:04.081872
146,CZ,AGE_35_44,3077311,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748336AF1245CB93ECB16127C', 'data': {'user_count': {'lower_end': 149000, 'upper_end': 183000}, 'user_count_stage': 2}}",149000,183000,2,2025-08-02 11:51:04.081872
147,LK,AGE_35_44,1227603,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['1227603'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174831BC28BB06AF1DC912677F', 'data': {'user_count': {'lower_end': 473000, 'upper_end': 579000}, 'user_count_stage': 2}}",473000,579000,2,2025-08-02 11:51:04.081872
148,CZ,AGE_45_54,3077311,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174834F25E70BAB2AA56199BBF', 'data': {'user_count': {'lower_end': 118000, 'upper_end': 146000}, 'user_count_stage': 2}}",118000,146000,2,2025-08-02 11:51:04.081872
149,CZ,AGE_55_100,3077311,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174834461DBB5EEFDB7E131CCD', 'data': {'user_count': {'lower_end': 71000, 'upper_end': 88000}, 'user_count_stage': 2}}",71000,88000,2,2025-08-02 11:51:04.081872
150,CZ,AGE_18_24,3077311,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_18_24']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174835FAFC7DE193B8301C516F', 'data': {'user_count': {'lower_end': 267000, 'upper_end': 327000}, 'user_count_stage': 2}}",267000,327000,2,2025-08-02 11:51:04.081872
151,CZ,AGE_25_34,3077311,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_25_34']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748359AE5489F35C6C813752A', 'data': {'user_count': {'lower_end': 256000, 'upper_end': 314000}, 'user_count_stage': 2}}",256000,314000,2,2025-08-02 11:51:04.081872
152,CZ,AGE_35_44,3077311,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_35_44']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174836F06FBAE6A964631817B1', 'data': {'user_count': {'lower_end': 114000, 'upper_end': 140000}, 'user_count_stage': 2}}",114000,140000,2,2025-08-02 11:51:04.081872
153,CZ,AGE_45_54,3077311,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_45_54']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748365CC680C124CC1B118234', 'data': {'user_count': {'lower_end': 92000, 'upper_end': 113000}, 'user_count_stage': 2}}",92000,113000,2,2025-08-02 11:51:04.081872
154,CZ,AGE_13_17,3077311,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '202508021748345F3ABBEB7454CF13BD0A', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-08-02 11:51:04.081872
155,CZ,AGE_55_100,3077311,GENDER_MALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['3077311'], 'gender': 'GENDER_MALE', 'age_groups': ['AGE_55_100']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174836722A46550D0676197E13', 'data': {'user_count': {'lower_end': 53000, 'upper_end': 66000}, 'user_count_stage': 2}}",53000,66000,2,2025-08-02 11:51:04.081872
156,FI,AGE_13_17,660013,GENDER_FEMALE,,,,,,"{'advertiser_id': '7381489555305775105', 'objective_type': 'REACH', 'optimization_goal': 'REACH', 'placements': ['PLACEMENT_TIKTOK', 'PLACEMENT_PANGLE', 'PLACEMENT_GLOBAL_APP_BUNDLE'], 'location_ids': ['660013'], 'gender': 'GENDER_FEMALE', 'age_groups': ['AGE_13_17']}",,"{'code': 0, 'message': 'OK', 'request_id': '20250802174836D91E5A57C8194E11E21A', 'data': {'user_count': {'lower_end': 0, 'upper_end': 1000}, 'user_count_stage': 1}}",0,1000,1,2025-08-02 11:51:04.081872
