country_code,country_name,male_2534,female_2534,male_3544,female_3544,male_4554,female_4554,male_55plus,female_55plus,male_1317,female_1317,male_1824,female_1824
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,11863167.0,11260507.0,15869019.0,15095670.5
,,,,,,,,,,11998829.0,11393009.0,15841783.5,15065989.5
,,,,,,,,,,12114183.0,11505377.0,15860337.5,15080748.0
,,,,,,,,,,12234425.0,11620379.5,15940118.0,15155416.5
,,,,,,,,,,12360626.0,11739317.0,16067453.0,15276561.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,2393.5,2119.5,3171.0,2927.5
,,,,,,,,,,2422.5,2170.0,3202.0,2916.5
,,,,,,,,,,2452.0,2247.0,3260.0,2927.5
,,,,,,,,,,2462.0,2312.5,3294.5,2944.0
,,,,,,,,,,2459.5,2350.5,3320.5,2971.5
,,,,,,,,,,67381531.5,61225244.0,94719972.0,85870211.5
,,,,,,,,,,66920158.0,60826892.0,95088210.0,86222803.5
,,,,,,,,,,66557920.0,60511013.0,95215254.0,86361858.5
,,,,,,,,,,66285929.0,60275877.0,95081729.5,86285952.0
,,,,,,,,,,66067519.5,60106484.5,94642348.5,85946983.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,172994.5,164559.5,226259.0,219166.0
,,,,,,,,,,178777.5,170070.0,232485.5,225115.0
,,,,,,,,,,184717.5,176170.5,236936.0,228917.0
,,,,,,,,,,188980.5,180697.0,242567.0,233986.5
,,,,,,,,,,190855.0,182687.0,251395.5,242155.0
,,,,,,,,,,3149706.5,2981815.5,4097118.0,3912321.0
,,,,,,,,,,3245345.0,3072763.0,4128756.5,3940471.0
,,,,,,,,,,3332837.0,3155547.5,4181216.0,3989714.0
,,,,,,,,,,3404529.0,3222205.5,4234595.5,4040255.5
,,,,,,,,,,3473048.0,3284719.5,4292864.5,4094567.0
,,,,,,,,,,2383484.5,2272637.0,2930556.5,2816522.5
,,,,,,,,,,2449226.0,2334710.0,2992327.5,2871868.5
,,,,,,,,,,2526280.0,2407380.0,3052528.5,2926072.0
,,,,,,,,,,2618110.0,2494072.0,3110123.5,2978051.0
,,,,,,,,,,2718858.0,2589288.0,3171570.5,3034205.5
,,,,,,,,,,11902.0,11309.0,17528.5,16857.5
,,,,,,,,,,12360.5,11702.5,17651.5,17181.5
,,,,,,,,,,12750.0,12070.0,17893.5,17531.5
,,,,,,,,,,12934.0,12241.0,18176.5,17705.5
,,,,,,,,,,12956.5,12245.5,18478.0,17804.5
,,,,,,,,,,372628.5,354516.5,476376.5,456127.0
,,,,,,,,,,380042.0,361870.0,488983.0,468319.5
,,,,,,,,,,389863.5,371491.0,499144.5,477833.0
,,,,,,,,,,399388.0,380641.5,508750.0,486885.5
,,,,,,,,,,408327.0,389377.0,521128.5,499075.5
,,,,,,,,,,1473500.5,1387241.0,2167530.0,1977269.5
,,,,,,,,,,1475299.5,1390781.5,2169560.0,1995200.0
,,,,,,,,,,1472737.5,1389477.0,2166208.5,2011765.5
,,,,,,,,,,1462786.5,1380779.5,2168846.5,2030110.0
,,,,,,,,,,1445488.5,1364605.0,2185788.0,2055221.5
,,,,,,,,,,116925.5,113004.0,177248.0,171348.5
,,,,,,,,,,114259.5,110412.0,173147.5,167417.0
,,,,,,,,,,111231.5,107438.0,169150.5,163550.5
,,,,,,,,,,108021.0,104290.5,165670.5,160175.0
,,,,,,,,,,104706.5,101058.0,162745.5,157324.0
,,,,,,,,,,556481.0,553395.0,705721.5,682073.5
,,,,,,,,,,571870.0,569960.0,705778.0,688379.0
,,,,,,,,,,587330.5,585836.0,710792.5,697112.0
,,,,,,,,,,600415.5,597921.5,717654.0,707055.5
,,,,,,,,,,604829.0,599277.5,719535.5,712893.5
,,,,,,,,,,2906136.5,2740939.0,4327407.5,4123352.0
,,,,,,,,,,2880847.5,2719023.5,4314353.0,4102229.5
,,,,,,,,,,2867003.0,2707398.5,4296052.0,4077577.5
,,,,,,,,,,2853826.0,2696235.5,4296671.0,4078181.5
,,,,,,,,,,2828430.0,2674496.5,4323816.0,4111641.5
,,,,,,,,,,769206.0,734826.0,854470.5,820875.5
,,,,,,,,,,817408.0,780259.5,863314.0,829309.0
,,,,,,,,,,862867.5,823441.0,885957.5,851114.5
,,,,,,,,,,901692.0,860800.5,917303.5,880784.5
,,,,,,,,,,932372.0,891277.5,959684.0,920678.5
,,,,,,,,,,3180865.5,3182643.5,3614024.0,3744724.5
,,,,,,,,,,3264103.0,3258230.5,3732897.5,3854442.0
,,,,,,,,,,3341363.5,3325828.0,3859640.5,3964748.5
,,,,,,,,,,3400928.0,3376297.5,3986626.5,4073265.5
,,,,,,,,,,3435664.5,3403230.5,4114104.0,4181007.5
,,,,,,,,,,298758.0,283287.0,364181.5,368481.0
,,,,,,,,,,314483.0,295694.5,364043.0,370965.5
,,,,,,,,,,331144.5,311211.0,370787.0,373620.5
,,,,,,,,,,347817.5,327498.5,378943.0,376297.0
,,,,,,,,,,361910.0,341347.0,388691.5,380515.0
,,,,,,,,,,833680.5,798525.5,965601.5,974710.5
,,,,,,,,,,844600.0,809490.0,977989.5,981397.0
,,,,,,,,,,847722.0,813699.5,996276.5,994441.5
,,,,,,,,,,847470.5,814735.0,1020825.5,1012313.0
,,,,,,,,,,845850.0,814513.0,1049941.5,1033269.0
,,,,,,,,,,5910.0,6029.0,8118.5,8089.5
,,,,,,,,,,6158.5,6338.0,7977.0,7907.0
,,,,,,,,,,6427.0,6647.5,7837.5,7750.5
,,,,,,,,,,6714.0,6944.0,7750.5,7686.5
,,,,,,,,,,6981.5,7184.0,7746.5,7749.5
,,,,,,,,,,1496.0,1632.5,2317.0,2489.5
,,,,,,,,,,1487.0,1623.0,2257.0,2424.0
,,,,,,,,,,1415.5,1547.5,2193.5,2357.0
,,,,,,,,,,1356.0,1468.5,2131.5,2304.5
,,,,,,,,,,1351.0,1434.0,2087.0,2275.0
,,,,,,,,,,1180433.0,1103197.0,2242622.5,2069368.0
,,,,,,,,,,1169501.0,1096286.0,2132411.5,1968815.0
,,,,,,,,,,1170369.0,1099001.5,2042031.0,1876466.0
,,,,,,,,,,1185400.0,1115799.5,1958588.0,1798901.5
,,,,,,,,,,1194277.5,1127253.0,1890328.5,1744954.5
,,,,,,,,,,141846.5,124760.0,171452.0,147123.0
,,,,,,,,,,141799.0,134119.0,172863.0,152088.0
,,,,,,,,,,152755.0,143997.0,174331.5,159658.0
,,,,,,,,,,157702.5,148389.5,179757.0,165990.0
,,,,,,,,,,159494.0,150183.5,191896.5,172313.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,373035.0,361808.0,509028.0,496480.5
,,,,,,,,,,375800.5,364605.0,509488.0,496159.5
,,,,,,,,,,378075.5,366792.0,509309.5,495928.0
,,,,,,,,,,379447.0,367946.5,508600.5,495724.5
,,,,,,,,,,380458.5,368604.0,508193.0,495462.5
,,,,,,,,,,271913.5,250306.5,342600.5,317869.0
,,,,,,,,,,274173.0,254606.0,348720.5,318554.0
,,,,,,,,,,276988.0,259372.0,352772.5,319405.0
,,,,,,,,,,280600.0,264725.5,356305.5,321894.0
,,,,,,,,,,284568.5,270136.5,360636.5,326899.5
,,,,,,,,,,316088.5,309613.5,349770.0,345330.0
,,,,,,,,,,325362.5,318452.0,362437.5,357383.0
,,,,,,,,,,333079.0,325841.0,376118.0,370493.0
,,,,,,,,,,338959.5,331478.5,390197.0,384015.0
,,,,,,,,,,344607.5,336866.5,404111.0,397399.0
,,,,,,,,,,345038.0,324593.5,417456.5,398269.0
,,,,,,,,,,349665.5,329014.5,426599.5,406517.5
,,,,,,,,,,353449.0,332981.5,436525.5,414943.5
,,,,,,,,,,357718.0,337787.0,447714.5,424117.0
,,,,,,,,,,359903.0,340634.0,459324.0,434020.5
,,,,,,,,,,6429.5,6116.0,10379.0,10064.5
,,,,,,,,,,6375.5,6052.0,10100.5,9779.0
,,,,,,,,,,6308.0,5978.0,9838.5,9540.0
,,,,,,,,,,6153.0,5837.5,9580.5,9273.0
,,,,,,,,,,5949.5,5678.0,9333.5,8962.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,994.0,936.5,1470.0,1464.5
,,,,,,,,,,1021.5,931.5,1460.0,1454.0
,,,,,,,,,,1032.0,915.0,1467.0,1458.5
,,,,,,,,,,1034.0,904.5,1492.5,1467.0
,,,,,,,,,,1036.5,913.0,1518.0,1466.5
,,,,,,,,,,915427.0,895940.5,1193063.5,1163807.0
,,,,,,,,,,917373.5,897629.0,1201981.5,1171819.0
,,,,,,,,,,916357.0,895989.5,1213696.5,1183544.5
,,,,,,,,,,912667.0,891439.0,1226235.5,1196853.5
,,,,,,,,,,908610.5,885385.0,1238060.0,1209852.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,120235.0,119970.0,152000.5,153655.5
,,,,,,,,,,121694.0,121347.5,153406.5,154784.0
,,,,,,,,,,123567.5,123109.5,154671.0,155710.0
,,,,,,,,,,126168.0,125593.0,156516.0,157191.0
,,,,,,,,,,128916.0,128225.0,159067.0,159367.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,65595.0,62863.0,104566.5,97549.5
,,,,,,,,,,68340.0,65666.0,106568.5,100724.5
,,,,,,,,,,71581.0,68887.0,109878.0,105478.5
,,,,,,,,,,73332.0,70294.0,108477.0,105044.5
,,,,,,,,,,74130.5,70645.5,103538.0,100398.5
,,,,,,,,,,17196.5,16067.0,26917.5,25298.0
,,,,,,,,,,17575.5,16476.0,27077.5,25347.0
,,,,,,,,,,17880.0,16962.0,26870.0,24992.5
,,,,,,,,,,18109.5,17267.5,26635.5,24724.0
,,,,,,,,,,18389.5,17422.0,26841.5,25045.5
,,,,,,,,,,50411.0,47982.5,61347.5,57712.0
,,,,,,,,,,52023.0,49777.5,62490.0,59024.5
,,,,,,,,,,52876.5,50563.0,64182.0,60833.5
,,,,,,,,,,52551.5,50012.5,65656.5,62437.0
,,,,,,,,,,51866.0,49074.5,66648.5,63464.5
,,,,,,,,,,13376.5,13282.5,26301.5,30988.5
,,,,,,,,,,13904.5,13989.0,24785.5,30047.0
,,,,,,,,,,14406.0,14584.0,23926.0,29136.5
,,,,,,,,,,14860.0,15001.5,23471.0,28031.5
,,,,,,,,,,15674.5,15550.5,22711.0,26318.5
,,,,,,,,,,1163.5,1122.5,1293.5,1292.5
,,,,,,,,,,1113.5,1075.0,1222.0,1231.5
,,,,,,,,,,1051.0,1017.5,1131.0,1122.5
,,,,,,,,,,1003.5,979.5,1049.0,1014.5
,,,,,,,,,,972.5,963.5,1028.0,974.5
,,,,,,,,,,1606553.0,1535732.0,2107340.5,2000815.0
,,,,,,,,,,1637795.0,1563560.5,2108112.0,2003667.5
,,,,,,,,,,1670709.5,1590710.0,2116780.0,2014392.5
,,,,,,,,,,1698450.0,1613461.5,2133436.0,2032366.0
,,,,,,,,,,1717157.5,1628311.5,2155109.5,2055051.0
,,,,,,,,,,752.5,703.5,1172.5,1109.0
,,,,,,,,,,775.5,726.0,1220.5,1162.0
,,,,,,,,,,794.0,751.5,1261.0,1204.5
,,,,,,,,,,796.0,762.0,1245.5,1189.0
,,,,,,,,,,802.0,774.5,1238.5,1183.5
,,,,,,,,,,87533.5,90008.5,103717.0,105695.0
,,,,,,,,,,91269.5,93871.5,104143.5,105725.5
,,,,,,,,,,95170.5,97597.5,107826.0,109568.5
,,,,,,,,,,97413.5,99106.0,109664.5,111596.0
,,,,,,,,,,99945.0,100289.0,111116.0,113229.5
,,,,,,,,,,1688070.0,1657665.0,2082136.5,2051715.5
,,,,,,,,,,1728491.5,1696552.0,2120673.5,2090614.0
,,,,,,,,,,1770115.0,1736229.5,2156144.0,2126496.5
,,,,,,,,,,1807914.0,1771730.0,2190422.5,2160656.5
,,,,,,,,,,1840016.5,1801362.0,2227660.5,2197061.0
,,,,,,,,,,16705.5,14326.0,36509.0,20208.0
,,,,,,,,,,17532.5,15168.0,32573.5,19272.0
,,,,,,,,,,18560.5,16043.5,28230.0,18467.0
,,,,,,,,,,19673.0,16888.0,25331.5,18266.0
,,,,,,,,,,20594.0,17556.0,23919.0,18698.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,5686543.0,5512103.5,7739200.0,7636050.0
,,,,,,,,,,5678679.5,5502324.5,7777145.0,7660872.5
,,,,,,,,,,5678865.0,5500330.5,7812451.0,7684068.5
,,,,,,,,,,5687327.0,5505722.0,7839795.5,7696926.5
,,,,,,,,,,5700867.5,5515852.0,7850433.5,7691608.0
,,,,,,,,,,2651.5,2419.0,2693.0,2483.0
,,,,,,,,,,2633.0,2381.5,2651.0,2396.0
,,,,,,,,,,2605.5,2325.5,2635.5,2349.0
,,,,,,,,,,2561.5,2279.0,2659.0,2349.0
,,,,,,,,,,2488.5,2251.5,2719.0,2390.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,52385.0,51236.0,77660.5,76220.0
,,,,,,,,,,52684.5,51308.5,76077.0,74743.5
,,,,,,,,,,53325.5,51825.0,74804.0,73434.0
,,,,,,,,,,53873.5,52315.0,73643.0,72206.5
,,,,,,,,,,54450.5,52745.0,72447.5,70918.0
,,,,,,,,,,1366816.5,1332417.0,1456246.0,1414616.5
,,,,,,,,,,1416811.5,1381544.0,1520642.5,1478284.0
,,,,,,,,,,1466173.0,1429956.5,1586853.0,1543729.5
,,,,,,,,,,1515715.0,1478664.5,1653302.0,1609571.0
,,,,,,,,,,1565478.0,1527616.0,1719165.5,1675188.5
,,,,,,,,,,11385.0,10510.0,21391.0,18155.0
,,,,,,,,,,11550.0,10660.5,19749.5,17256.0
,,,,,,,,,,11726.5,10886.5,18509.0,16558.0
,,,,,,,,,,11990.0,11221.5,18193.5,16444.5
,,,,,,,,,,12288.0,11570.0,18506.0,16701.5
,,,,,,,,,,2275832.5,2173646.5,3222503.0,3100076.5
,,,,,,,,,,2258049.5,2156576.5,3219204.0,3097446.0
,,,,,,,,,,2247685.0,2146610.0,3209017.5,3088509.5
,,,,,,,,,,2240790.5,2139851.5,3194320.0,3074451.0
,,,,,,,,,,2234621.0,2133532.5,3175672.5,3056250.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,18805.5,17979.0,26433.0,25657.5
,,,,,,,,,,19513.5,18533.0,26835.0,26068.0
,,,,,,,,,,20516.0,19477.0,27589.5,26813.0
,,,,,,,,,,20979.0,19881.0,27725.5,26884.0
,,,,,,,,,,20990.0,19743.5,27323.5,26310.5
,,,,,,,,,,129710.0,120836.5,159769.5,150715.5
,,,,,,,,,,140276.0,130968.5,157755.0,148506.0
,,,,,,,,,,152698.0,142908.0,157456.0,147825.0
,,,,,,,,,,164360.0,153979.0,160490.0,150228.0
,,,,,,,,,,174803.0,163815.5,167419.5,156320.0
,,,,,,,,,,2149.5,1982.5,2271.5,2033.5
,,,,,,,,,,2131.5,1956.0,2237.5,1993.5
,,,,,,,,,,2099.5,1920.0,2228.5,1978.0
,,,,,,,,,,2061.5,1884.5,2267.0,2013.5
,,,,,,,,,,2014.0,1842.5,2348.0,2090.5
,,,,,,,,,,1824118.5,1826418.0,2129816.0,2166987.0
,,,,,,,,,,1892359.0,1893112.0,2188899.0,2224595.5
,,,,,,,,,,1968148.0,1967326.0,2246201.0,2280867.5
,,,,,,,,,,2047550.5,2044369.0,2302735.0,2335184.5
,,,,,,,,,,2126630.0,2120801.5,2359817.5,2388882.5
,,,,,,,,,,270362.5,271674.5,293408.0,309794.0
,,,,,,,,,,281415.0,280706.0,305047.5,319816.0
,,,,,,,,,,292534.5,289806.5,317970.5,330847.5
,,,,,,,,,,303588.5,298806.5,331288.5,342022.5
,,,,,,,,,,314624.0,307729.5,344694.5,353100.5
,,,,,,,,,,44620.5,44910.0,68970.0,65397.0
,,,,,,,,,,42624.5,43438.5,67942.0,65158.5
,,,,,,,,,,40316.5,41508.5,66685.5,64892.5
,,,,,,,,,,38074.5,39486.0,65431.0,64459.5
,,,,,,,,,,36080.0,37530.0,63997.5,63679.5
,,,,,,,,,,1239594.0,1259532.5,1375395.0,1404051.0
,,,,,,,,,,1279005.5,1298985.5,1426311.5,1455039.5
,,,,,,,,,,1312398.0,1331573.5,1479363.5,1509126.0
,,,,,,,,,,1339397.5,1357109.0,1534275.5,1565533.0
,,,,,,,,,,1360646.5,1376452.0,1590990.5,1623778.0
,,,,,,,,,,1473007.0,1346004.0,2266262.5,1972519.0
,,,,,,,,,,1443462.0,1328813.0,2270455.5,2001663.5
,,,,,,,,,,1427597.5,1319884.5,2264167.0,2019646.0
,,,,,,,,,,1428052.0,1320504.0,2249104.5,2026813.0
,,,,,,,,,,1438215.0,1326887.0,2235532.5,2030544.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,137779.0,136080.5,180366.0,179780.5
,,,,,,,,,,141843.5,141025.5,182838.5,180879.0
,,,,,,,,,,146086.5,146605.5,185697.5,182682.5
,,,,,,,,,,150430.0,152353.5,186727.0,183426.5
,,,,,,,,,,154285.5,157117.5,185961.5,183096.5
,,,,,,,,,,10796.5,10585.5,14328.5,14287.5
,,,,,,,,,,10731.5,10516.5,14483.5,14497.5
,,,,,,,,,,10707.0,10515.0,14763.5,14763.5
,,,,,,,,,,10687.0,10458.0,14982.0,14992.0
,,,,,,,,,,10678.0,10379.5,15094.5,15097.5
,,,,,,,,,,1508023.0,1454942.0,1629014.5,1567179.5
,,,,,,,,,,1565999.0,1510987.5,1701942.5,1638103.0
,,,,,,,,,,1624328.0,1567037.0,1776773.0,1711018.5
,,,,,,,,,,1682040.0,1622459.5,1851595.0,1783717.5
,,,,,,,,,,1738569.5,1676927.0,1926367.5,1856140.0
,,,,,,,,,,12992911.0,12525535.5,14584457.0,14060072.0
,,,,,,,,,,13364664.0,12881014.5,15076060.5,14533209.0
,,,,,,,,,,13730370.5,13232111.5,15594406.0,15031941.0
,,,,,,,,,,14092492.0,13582272.0,16194147.5,15604508.5
,,,,,,,,,,14440408.5,13919880.5,16851812.0,16229908.5
,,,,,,,,,,328600.0,319799.0,439562.5,428883.5
,,,,,,,,,,331403.0,322445.5,439972.0,429114.0
,,,,,,,,,,333630.0,324540.0,441572.5,430555.0
,,,,,,,,,,335368.0,326127.5,443825.5,432730.5
,,,,,,,,,,336794.0,327398.0,446253.5,435130.0
,,,,,,,,,,504526.5,481620.0,798660.0,771300.5
,,,,,,,,,,503111.5,480527.5,809766.0,782318.0
,,,,,,,,,,504045.5,481818.0,816808.5,789595.5
,,,,,,,,,,502756.0,480702.0,814956.0,787558.0
,,,,,,,,,,500233.5,477579.0,810061.0,782271.5
,,,,,,,,,,164856.0,156614.5,238792.5,224026.0
,,,,,,,,,,168193.0,159347.0,237956.5,224197.5
,,,,,,,,,,171791.0,162634.5,240152.0,227556.0
,,,,,,,,,,173442.0,164200.5,244533.5,232847.5
,,,,,,,,,,173468.5,164174.5,248441.0,237461.0
,,,,,,,,,,1546866.5,1518868.5,2043213.0,2167265.0
,,,,,,,,,,1529438.0,1492379.0,2058857.5,2163433.5
,,,,,,,,,,1500341.5,1458458.5,2021972.5,2128293.5
,,,,,,,,,,1480417.0,1429390.0,1988879.5,2092463.0
,,,,,,,,,,1467861.5,1405866.0,1967280.5,2060481.0
,,,,,,,,,,622.0,555.5,676.5,667.5
,,,,,,,,,,664.5,587.5,660.0,653.0
,,,,,,,,,,706.0,623.5,653.0,639.0
,,,,,,,,,,743.5,662.5,668.5,637.0
,,,,,,,,,,769.0,698.0,705.0,651.0
,,,,,,,,,,165018.0,156508.5,236373.0,221811.5
,,,,,,,,,,167811.5,158841.5,233324.0,219706.0
,,,,,,,,,,171278.5,161936.5,233148.0,220723.0
,,,,,,,,,,173802.0,164352.5,234918.0,223248.0
,,,,,,,,,,174680.0,165381.0,238678.5,227230.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,142837.5,136976.5,230095.0,173920.5
,,,,,,,,,,150536.5,144042.0,259249.5,179695.0
,,,,,,,,,,160875.5,154051.5,304106.0,192649.5
,,,,,,,,,,171109.0,164171.0,326657.5,201415.5
,,,,,,,,,,181220.0,174101.0,339738.5,207449.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,13466394.0,12686497.0,16691440.0,15610632.5
,,,,,,,,,,13794801.0,13035513.0,16891399.5,15894964.0
,,,,,,,,,,14155947.5,13429092.5,16983852.5,16102373.5
,,,,,,,,,,14511726.0,13806552.0,17118439.0,16314426.5
,,,,,,,,,,14813253.0,14122224.5,17351466.5,16572830.0
,,,,,,,,,,185339.0,177429.0,249968.5,240778.0
,,,,,,,,,,186706.5,178788.5,252082.0,242729.0
,,,,,,,,,,188168.5,180215.0,254210.5,244741.5
,,,,,,,,,,190069.5,182016.5,255950.5,246330.0
,,,,,,,,,,192199.0,183967.0,257576.5,247766.5
,,,,,,,,,,1462436.0,1422638.0,1936059.0,1937711.0
,,,,,,,,,,1468462.0,1425911.5,1952608.0,1943054.0
,,,,,,,,,,1466375.5,1421445.0,1971205.0,1951580.0
,,,,,,,,,,1460669.5,1413808.0,1988977.5,1960456.0
,,,,,,,,,,1451513.5,1403508.0,2005270.5,1968890.5
,,,,,,,,,,5670322.5,5534549.5,7558481.5,7456918.5
,,,,,,,,,,5747789.5,5598043.0,7586153.5,7484417.0
,,,,,,,,,,5812631.5,5654126.5,7611478.5,7501986.5
,,,,,,,,,,5880081.5,5714161.0,7636190.5,7516392.5
,,,,,,,,,,5939818.5,5765640.0,7664133.0,7533418.5
,,,,,,,,,,593.5,579.0,704.0,638.5
,,,,,,,,,,597.5,592.0,706.0,647.5
,,,,,,,,,,602.5,599.0,722.5,668.0
,,,,,,,,,,611.0,599.0,746.5,700.0
,,,,,,,,,,618.5,591.0,773.0,734.0
,,,,,,,,,,544174.5,490549.0,693348.5,630784.0
,,,,,,,,,,550748.0,497714.5,704645.5,640067.5
,,,,,,,,,,557143.5,504884.0,715049.0,648345.5
,,,,,,,,,,564029.0,512738.5,725218.0,656771.0
,,,,,,,,,,570990.0,520783.0,735310.0,665589.5
,,,,,,,,,,970064.5,922742.5,1365432.5,1306086.0
,,,,,,,,,,1019056.5,969223.5,1343017.5,1284667.5
,,,,,,,,,,1063606.0,1011466.0,1334168.0,1275633.0
,,,,,,,,,,1081164.0,1027888.0,1312685.5,1253829.0
,,,,,,,,,,1080454.5,1026756.5,1294364.5,1234520.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,95231.5,90823.0,145020.0,142881.5
,,,,,,,,,,93583.5,88772.5,145435.0,142094.5
,,,,,,,,,,92454.0,87302.0,147365.0,142517.0
,,,,,,,,,,90428.5,85311.0,147291.0,141368.0
,,,,,,,,,,87612.5,82688.5,144708.5,138296.5
,,,,,,,,,,852225.5,812356.5,1345466.5,1289005.5
,,,,,,,,,,842214.0,802618.5,1317951.0,1262665.5
,,,,,,,,,,836446.5,796949.0,1286407.5,1232457.5
,,,,,,,,,,833158.5,793573.0,1254740.0,1201890.0
,,,,,,,,,,830270.5,790527.0,1227184.0,1174974.5
,,,,,,,,,,263587.5,252389.0,396317.5,379346.0
,,,,,,,,,,261570.0,250839.5,397076.0,379397.5
,,,,,,,,,,259088.5,249765.0,396427.5,378250.0
,,,,,,,,,,257180.0,248471.5,396272.5,378415.0
,,,,,,,,,,254813.5,245403.0,395499.0,378863.5
,,,,,,,,,,299270.5,286967.0,425647.5,410778.5
,,,,,,,,,,301323.5,288840.5,421062.0,406145.5
,,,,,,,,,,303758.0,291029.5,416536.0,401553.0
,,,,,,,,,,306697.5,293720.5,412709.0,397676.5
,,,,,,,,,,310637.0,297388.5,410140.0,395055.5
,,,,,,,,,,276213.5,279373.5,332606.5,340946.5
,,,,,,,,,,284425.5,286493.0,337948.0,346159.0
,,,,,,,,,,293241.5,294044.0,342747.5,351517.5
