country_code,country_name,male_2534,female_2534,male_3544,female_3544,male_4554,female_4554,male_55plus,female_55plus,male_1317,female_1317,male_1824,female_1824
OSS,Other small states,1291843.0,1076655.0,1312585.0,1028762.0,902573.0,793193.0,625821.0,629178.0,0.0,0.0,0.0,0.0
PAK,Pakistan,19794340.0,18903549.0,14642574.0,14248505.0,9730731.0,9690455.0,6695295.0,6946714.0,0.0,0.0,0.0,0.0
PAN,Panama,347437.0,339770.0,315651.0,312434.0,267375.0,269646.0,209046.0,218697.0,216569.5,204773.5,333530.5,311849.0
PER,Peru,2719277.0,2798106.0,2452403.0,2514760.0,2013794.0,2010707.0,1457176.0,1473324.0,220648.5,208293.0,329217.5,307903.0
PHL,Philippines,10046074.0,9905863.0,7954803.0,7803067.0,5911801.0,5963113.0,4154562.0,4502584.0,224163.0,211995.5,323960.0,303406.0
PLW,Palau,1265.0,956.0,1577.0,1109.0,1589.0,1210.0,1302.0,1166.0,227081.5,215335.5,322844.5,303109.0
PNG,Papua New Guinea,898427.0,839492.0,691760.0,699889.0,494760.0,505551.0,325671.0,307953.0,229927.5,217913.0,325969.0,307503.5
POL,Poland,2176934.0,2085764.0,2975259.0,2886246.0,2682194.0,2667469.0,2036308.0,2178700.0,4326.0,4157.0,6454.0,6123.0
PRE,Pre-demographic dividend,81544559.0,81462628.0,56372045.0,57340331.0,37080112.0,38303545.0,21666061.0,23757606.0,4364.0,4211.0,6445.0,6139.0
PRI,Puerto Rico,197653.0,204409.0,177211.0,198007.0,196873.0,221218.0,204418.0,240955.0,4408.0,4285.0,6417.0,6136.0
PRK,"Korea, Dem. People's Rep.",1991965.0,1923091.0,1820134.0,1780137.0,1814146.0,1814450.0,1782016.0,1860591.0,4471.0,4362.0,6402.0,6166.0
PRT,Portugal,573058.0,557579.0,619293.0,645261.0,761873.0,830650.0,697716.0,795902.0,4551.0,4425.0,6446.0,6250.0
PRY,Paraguay,595709.0,580440.0,504914.0,496887.0,339861.0,340377.0,254983.0,273861.0,610774.5,586405.0,983118.5,955181.0
PSE,West Bank and Gaza,415693.0,426114.0,304050.0,312030.0,183921.0,200956.0,121132.0,133820.0,614263.5,589916.5,959759.0,932499.0
PSS,Pacific island small states,200013.0,204050.0,171163.0,175231.0,130599.0,127763.0,93315.0,95825.0,620103.0,596136.0,938495.5,911252.0
PST,Post-demographic dividend,71461331.0,67369861.0,75175841.0,73029046.0,75047616.0,74718243.0,74195185.0,76393019.0,626706.0,602918.5,919477.0,891510.0
PYF,French Polynesia,19125.0,18571.0,21488.0,21786.0,19402.0,19157.0,17652.0,16865.0,631920.5,608089.0,903216.5,874220.0
QAT,Qatar,575137.0,173708.0,605715.0,182892.0,288663.0,86784.0,98368.0,36247.0,44057289.0,37553231.0,61025657.5,52490424.0
ROU,Romania,1046933.0,998628.0,1328695.0,1246591.0,1487382.0,1448788.0,1190989.0,1282126.0,44961144.0,38334516.0,60412550.0,51828532.5
RUS,Russian Federation,8059338.0,7852532.0,11847165.0,12102263.0,9413166.0,10515835.0,7739406.0,9806918.0,45800111.5,39077717.0,60156776.0,51498361.0
RWA,Rwanda,1044451.0,1081767.0,855110.0,900961.0,473459.0,562788.0,289324.0,360351.0,46455691.5,39682750.5,60146647.5,51390974.0
SAS,South Asia,168429071.0,159264370.0,143155770.0,136392069.0,106980670.0,103310460.0,75574908.0,75414341.0,47291997.0,40465565.5,60151495.0,51310904.0
SAU,Saudi Arabia,4814589.0,2617454.0,4672624.0,2237675.0,2549360.0,1257870.0,1246086.0,705958.0,1675514.5,1583645.0,1886675.5,1736238.0
SDN,Sudan,3900060.0,3958759.0,2445619.0,2717209.0,1536858.0,1864059.0,1081851.0,1242654.0,1746439.5,1657457.0,1959129.0,1794978.0
SEN,Senegal,1468317.0,1473873.0,1007016.0,1029797.0,674348.0,674511.0,428699.0,430399.0,1818235.5,1728490.0,2025867.5,1861016.0
SGP,Singapore,664526.0,549675.0,505753.0,462578.0,389140.0,375122.0,333770.0,325400.0,1880790.0,1787548.5,2099472.5,1942311.0
SLB,Solomon Islands,61918.0,60885.0,50002.0,49439.0,37780.0,35321.0,21809.0,20958.0,1927684.0,1830615.5,2190858.0,2042823.5
SLE,Sierra Leone,684884.0,683419.0,482987.0,481523.0,320179.0,329504.0,195383.0,213630.0,1534921.5,1527872.0,1741739.0,1741040.0
SLV,El Salvador,599666.0,588046.0,360264.0,432358.0,274620.0,390685.0,202859.0,299362.0,1581767.5,1574213.5,1796738.5,1795842.5
SMR,San Marino,1677.0,1640.0,1823.0,1881.0,2634.0,2812.0,2927.0,2977.0,1626599.5,1618138.0,1856709.5,1855505.0
SOM,Somalia,1318384.0,1319962.0,850427.0,865763.0,536239.0,561122.0,320634.0,360144.0,1668944.0,1659086.5,1917212.0,1915728.5
SRB,Serbia,371902.0,372823.0,437529.0,447939.0,452351.0,473834.0,408392.0,461739.0,1709142.5,1697299.5,1977957.0,1976336.5
SSA,Sub-Saharan Africa (excluding high income),96434587.0,96694615.0,68318100.0,69645807.0,44496261.0,46441948.0,26540270.0,29565945.0,5508689.0,5526604.0,6261285.5,6295759.5
SSD,South Sudan,736951.0,748833.0,551155.0,618655.0,505340.0,575675.0,273051.0,329294.0,5715217.5,5735521.5,6430687.5,6471208.5
SSF,Sub-Saharan Africa,96447338.0,96703146.0,68331714.0,69654065.0,44506101.0,46449326.0,26546698.0,29572384.0,5935419.0,5957897.5,6628840.0,6675769.5
SST,Small states,1748668.0,1537799.0,1694685.0,1423238.0,1213531.0,1112155.0,871646.0,891851.0,6161762.0,6185810.0,6841436.0,6894298.5
STP,Sao Tome and Principe,15811.0,16272.0,13033.0,13317.0,9898.0,9630.0,5859.0,5957.0,6396135.0,6420749.0,7058527.0,7117127.5
SUR,Suriname,49237.0,48121.0,44092.0,41499.0,36331.0,35448.0,30460.0,31008.0,325060.5,321491.5,355154.0,352296.0
SVK,Slovak Republic,323572.0,309538.0,424361.0,405578.0,428420.0,414020.0,325103.0,344870.0,339974.5,336079.5,367456.0,364494.5
SVN,Slovenia,122152.0,105357.0,155457.0,137223.0,164824.0,148786.0,149063.0,146943.0,356390.5,352088.5,381524.5,378460.5
SWE,Sweden,713835.0,660188.0,726065.0,688016.0,665306.0,643691.0,651369.0,638940.0,373354.5,368570.0,396919.0,393725.0
SWZ,Eswatini,104636.0,103809.0,82763.0,84704.0,47676.0,50897.0,26593.0,36453.0,388924.5,383623.0,413504.0,410130.0
SXM,Sint Maarten (Dutch part),2405.0,2745.0,2858.0,3499.0,3264.0,3666.0,3464.0,3825.0,2042788.0,1961593.5,3111865.0,3042894.5
SYC,Seychelles,12751.0,8531.0,13614.0,8258.0,9840.0,7378.0,6428.0,6439.0,2016120.5,1935242.0,3098549.0,3026806.0
SYR,Syrian Arab Republic,2223724.0,2148996.0,1452430.0,1460416.0,1124127.0,1196452.0,741225.0,832569.0,1989063.5,1908799.5,3070600.0,2995704.0
TCA,Turks and Caicos Islands,3226.0,3371.0,4331.0,3781.0,4240.0,3715.0,3045.0,2901.0,1959768.0,1880431.5,3030965.0,2952474.0
TCD,Chad,1470661.0,1466806.0,919061.0,932399.0,608923.0,633275.0,341109.0,373210.0,1930145.0,1852002.5,2988216.5,2905841.5
TEA,East Asia & Pacific (IDA & IBRD countries),151642195.0,138113124.0,167869868.0,158714832.0,147695103.0,145432715.0,135952106.0,140829566.0,44956.5,42455.5,53628.0,52696.0
TEC,Europe & Central Asia (IDA & IBRD countries),30323119.0,29471652.0,35938795.0,35808946.0,29589532.0,31396987.0,24135760.0,28023453.0,45575.5,43240.0,55168.5,53677.5
TGO,Togo,705652.0,686497.0,539801.0,525378.0,382663.0,380736.0,227940.0,238480.0,46245.5,44140.5,56293.0,54377.5
THA,Thailand,5082489.0,4947076.0,5069728.0,5130155.0,5103183.0,5493020.0,4728702.0,5363775.0,47148.5,45225.0,57241.0,54978.0
TJK,Tajikistan,837992.0,875722.0,675244.0,703027.0,422380.0,455417.0,315296.0,354685.0,48222.0,46412.5,58179.5,55632.0
TKM,Turkmenistan,654736.0,646501.0,538379.0,537950.0,382293.0,440255.0,263438.0,330649.0,24793.0,22873.0,31598.0,27715.0
TLA,Latin America & the Caribbean (IDA & IBRD countries),51413605.0,51218146.0,46593229.0,48048063.0,38144162.0,40761527.0,29336755.0,32449510.0,25054.5,23192.5,31684.5,27835.0
TLS,Timor-Leste,114350.0,114502.0,80591.0,80377.0,53401.0,50046.0,38684.0,36680.0,25239.0,23398.5,31946.0,28214.0
TMN,Middle East & North Africa (IDA & IBRD countries),34314940.0,33028716.0,32923170.0,32111787.0,24102057.0,23659599.0,16179905.0,16610476.0,25397.0,23571.5,32360.0,28793.5
TON,Tonga,4625.0,6905.0,4095.0,6152.0,4236.0,5167.0,3728.0,4002.0,25519.0,23718.0,32818.0,29503.0
TSA,South Asia (IDA & IBRD),168429071.0,159264370.0,143155770.0,136392069.0,106980670.0,103310460.0,75574908.0,75414341.0,183918.0,176212.0,277678.0,266672.5
TSS,Sub-Saharan Africa (IDA & IBRD countries),96447338.0,96703146.0,68331714.0,69654065.0,44506101.0,46449326.0,26546698.0,29572384.0,184924.5,177163.0,273522.0,262651.0
TTO,Trinidad and Tobago,96468.0,92880.0,120599.0,119236.0,95384.0,95383.0,79946.0,85099.0,184627.0,176847.0,269803.0,259084.0
TUN,Tunisia,873219.0,873983.0,897122.0,968774.0,769813.0,818613.0,625732.0,668548.0,184154.0,176366.0,265745.5,255242.5
TUR,Turkiye,6739944.0,6457108.0,6446088.0,6310556.0,5760318.0,5763473.0,4357324.0,4484460.0,184362.5,176574.5,261519.5,251262.0
TUV,Tuvalu,705.0,629.0,519.0,448.0,457.0,398.0,440.0,510.0,0.0,0.0,0.0,0.0
TZA,Tanzania,5075722.0,5089472.0,3423412.0,3595587.0,2256454.0,2396654.0,1160068.0,1323317.0,0.0,0.0,0.0,0.0
UGA,Uganda,3948742.0,4012358.0,2311258.0,2388551.0,1337291.0,1421597.0,752061.0,872113.0,0.0,0.0,0.0,0.0
UKR,Ukraine,2425448.0,2370639.0,3302494.0,3248276.0,2535508.0,2832335.0,2448926.0,2901953.0,0.0,0.0,0.0,0.0
UMC,Upper middle income,206205112.0,191936294.0,222386893.0,214009949.0,191672307.0,191959383.0,169646230.0,178017210.0,0.0,0.0,0.0,0.0
URY,Uruguay,253103.0,245124.0,224784.0,221079.0,213867.0,219312.0,181681.0,196211.0,302831.5,288684.5,491458.0,468415.5
USA,United States,23494305.0,21927231.0,23766429.0,22350890.0,20871095.0,20021867.0,20612996.0,20564704.0,299608.0,285546.0,483501.5,461645.5
UZB,Uzbekistan,2971993.0,2838996.0,2753255.0,2651599.0,1889351.0,1878103.0,1382690.0,1485069.0,301603.5,287565.0,470674.0,449841.5
VCT,St. Vincent and the Grenadines,7373.0,6745.0,6536.0,6529.0,6679.0,6331.0,6313.0,5866.0,307603.5,293611.5,455692.0,435472.0
VEN,"Venezuela, RB",1838840.0,1766262.0,1754076.0,1837497.0,1631146.0,1753523.0,1342546.0,1488010.0,313812.0,299275.5,441253.5,421251.0
VGB,British Virgin Islands,2746.0,3105.0,3402.0,4124.0,3101.0,3645.0,2299.0,2515.0,5369.0,5171.5,10189.5,8735.5
VIR,Virgin Islands (U.S.),4920.0,5234.0,5527.0,6014.0,6235.0,6675.0,7463.0,8364.0,5267.5,5108.0,9708.5,8440.0
VNM,Viet Nam,7327343.0,7305275.0,8292228.0,8311252.0,6330528.0,6564223.0,4977826.0,5634038.0,5243.0,5093.0,9247.0,8180.5
VUT,Vanuatu,23658.0,25727.0,19569.0,20838.0,13471.0,11804.0,9178.0,9000.0,5301.5,5138.5,8871.5,7998.5
WLD,World,615585048.0,581950477.0,580061280.0,559038971.0,472599764.0,469521979.0,385545507.0,401613005.0,5435.0,5246.0,8595.5,7891.0
WSM,Samoa,12565.0,13517.0,10053.0,11083.0,9794.0,9567.0,8190.0,7702.0,1762.5,1751.5,2574.5,2487.5
XKX,Kosovo,132609.0,128230.0,123385.0,121335.0,103868.0,119966.0,84071.0,97364.0,1882.5,1835.5,2556.0,2503.0
YEM,"Yemen, Rep.",3253098.0,3178782.0,2424539.0,2371376.0,1402712.0,1383896.0,748292.0,793022.0,1982.0,1905.0,2576.5,2562.5
ZAF,South Africa,5560225.0,5638288.0,5107335.0,5180467.0,3290462.0,3493533.0,2119566.0,2675794.0,2047.0,1952.5,2650.5,2660.5
ZMB,Zambia,1626136.0,1653652.0,1192917.0,1195427.0,747279.0,770090.0,355209.0,411087.0,2072.0,1972.0,2775.0,2784.5
ZWE,Zimbabwe,1000895.0,1160194.0,898190.0,1105180.0,485918.0,713255.0,227472.0,312937.0,33336.5,31337.5,53889.0,51577.0
,,,,,,,,,,33705.0,31688.0,52879.0,50670.5
,,,,,,,,,,34222.0,32185.5,52134.5,49955.0
,,,,,,,,,,34852.5,32795.0,51867.5,49648.0
,,,,,,,,,,35605.5,33529.0,52056.5,49751.0
,,,,,,,,,,274000.0,259886.0,344402.0,324944.5
,,,,,,,,,,289750.5,276368.0,365402.0,347570.0
,,,,,,,,,,301623.0,288726.0,385190.0,368919.0
,,,,,,,,,,302568.0,289379.5,385590.0,368817.0
,,,,,,,,,,298272.0,285027.5,387852.5,370789.0
,,,,,,,,,,1946908.5,1834553.0,3196503.0,2925726.0
,,,,,,,,,,1953143.5,1842159.0,3110598.0,2860959.0
,,,,,,,,,,1965477.5,1854845.5,3034480.5,2807158.0
,,,,,,,,,,1973361.0,1864416.0,2976215.0,2772508.5
,,,,,,,,,,1969181.0,1862337.5,2930727.0,2747710.0
,,,,,,,,,,58609.5,57662.5,76487.5,75876.5
,,,,,,,,,,58117.0,57174.5,78208.5,77577.5
,,,,,,,,,,57705.0,56764.5,79598.0,78943.5
,,,,,,,,,,57408.0,56466.5,80843.0,80155.5
,,,,,,,,,,57178.5,56235.0,81929.0,81204.0
,,,,,,,,,,2170.0,2240.5,3297.5,3291.5
,,,,,,,,,,2134.0,2247.5,3202.0,3190.5
,,,,,,,,,,2111.5,2256.5,3142.5,3137.5
,,,,,,,,,,2100.0,2235.0,3081.0,3104.0
,,,,,,,,,,2115.5,2208.5,3000.0,3068.5
,,,,,,,,,,174986.5,166911.5,262193.0,251009.5
,,,,,,,,,,176347.5,167942.5,262209.5,251874.5
,,,,,,,,,,177271.0,168474.0,260563.5,251178.0
,,,,,,,,,,175991.5,167219.5,260172.0,250741.5
,,,,,,,,,,173062.0,164429.5,262210.0,252284.5
,,,,,,,,,,498989.5,478624.5,691212.0,667528.0
,,,,,,,,,,500697.5,480223.5,691203.0,667017.5
,,,,,,,,,,504767.5,484124.5,690571.5,665806.5
,,,,,,,,,,510646.0,489886.0,688243.0,663129.5
,,,,,,,,,,516521.0,495759.5,683649.0,658426.0
,,,,,,,,,,1775541.0,1697000.5,2076086.0,1986394.0
,,,,,,,,,,1874950.0,1791992.5,2065423.5,1986518.0
,,,,,,,,,,1971884.0,1885467.5,2095749.0,2019312.0
,,,,,,,,,,2062857.0,1973810.5,2161589.5,2079040.0
,,,,,,,,,,2152282.5,2060807.0,2242654.0,2153248.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,804336.0,772747.5,1120848.0,1085222.0
,,,,,,,,,,807869.5,775869.5,1116322.0,1079996.0
,,,,,,,,,,812632.5,780244.0,1112402.0,1075250.5
,,,,,,,,,,817930.0,785227.5,1109467.0,1071523.0
,,,,,,,,,,822214.5,789318.5,1107954.5,1069314.0
,,,,,,,,,,5350753.0,5125196.0,6729830.0,6429241.5
,,,,,,,,,,5487653.0,5245320.0,6839767.5,6545632.5
,,,,,,,,,,5647960.0,5388924.0,6960686.5,6673425.0
,,,,,,,,,,5816013.5,5543741.5,7084663.5,6801559.0
,,,,,,,,,,5989603.0,5708109.0,7200187.5,6917641.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,213878.0,211012.5,244280.5,241063.0
,,,,,,,,,,216398.0,213461.0,249959.0,246819.0
,,,,,,,,,,217877.0,214866.0,257251.5,254150.0
,,,,,,,,,,219033.0,215966.5,265219.5,262218.5
,,,,,,,,,,220242.0,217112.5,273145.5,270312.5
,,,,,,,,,,1285059.0,1214115.0,1735114.0,1638175.5
,,,,,,,,,,1302982.0,1229935.0,1752962.5,1651783.5
,,,,,,,,,,1309767.5,1234455.5,1766907.5,1664089.5
,,,,,,,,,,1307068.0,1230756.5,1795786.0,1694745.0
,,,,,,,,,,1295288.0,1219664.5,1837461.0,1740232.5
,,,,,,,,,,36715.5,34682.5,45150.5,43002.0
,,,,,,,,,,38689.0,36537.0,46067.5,44123.5
,,,,,,,,,,40226.0,38132.5,47412.0,45347.0
,,,,,,,,,,40719.0,38714.0,48337.5,45913.0
,,,,,,,,,,40298.0,38332.0,48820.5,46227.5
,,,,,,,,,,7335488.0,7134058.0,8854707.0,8696353.5
,,,,,,,,,,7434044.5,7224966.5,9067173.5,8913255.5
,,,,,,,,,,7503722.5,7289274.5,9286353.5,9132131.0
,,,,,,,,,,7563267.0,7344772.5,9542600.0,9382527.5
,,,,,,,,,,7613633.0,7391595.5,9826438.5,9656579.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,156585.5,149756.5,218912.0,206200.0
,,,,,,,,,,159028.5,152161.0,218804.5,206320.0
,,,,,,,,,,161827.5,154860.5,219679.0,207595.5
,,,,,,,,,,163828.0,156610.0,222870.5,211487.5
,,,,,,,,,,164630.0,157497.0,228166.5,217315.5
,,,,,,,,,,40554.5,41171.5,52067.0,52534.0
,,,,,,,,,,40911.5,41548.5,51942.0,52585.0
,,,,,,,,,,41257.5,41796.0,52212.5,52966.5
,,,,,,,,,,41452.0,41839.5,52652.5,53513.0
,,,,,,,,,,41556.5,41744.5,53250.0,54206.0
,,,,,,,,,,2097512.0,1988535.0,2844006.5,2713555.0
,,,,,,,,,,2104829.5,1998845.5,2884705.0,2744114.0
,,,,,,,,,,2108648.0,2005266.5,2900370.0,2754211.0
,,,,,,,,,,2104635.0,2003562.0,2938396.5,2789891.0
,,,,,,,,,,2093286.0,1993428.0,2996277.0,2850460.0
,,,,,,,,,,1897.0,1821.5,2477.5,2111.0
,,,,,,,,,,1912.5,1835.5,2580.0,2228.0
,,,,,,,,,,1912.0,1845.5,2722.5,2411.0
,,,,,,,,,,1903.0,1842.0,2828.0,2563.0
,,,,,,,,,,1913.0,1806.5,2846.0,2665.0
,,,,,,,,,,5932.0,5978.0,8054.0,7910.0
,,,,,,,,,,5942.5,5949.0,7984.0,7854.5
,,,,,,,,,,5971.5,5912.5,7910.5,7759.0
,,,,,,,,,,6038.5,5862.5,7807.0,7710.5
,,,,,,,,,,6110.0,5846.0,7687.5,7678.0
,,,,,,,,,,114490.0,114127.5,139611.0,137784.5
,,,,,,,,,,118342.5,117932.0,141741.5,140502.0
,,,,,,,,,,122685.0,122170.5,144392.0,143562.0
,,,,,,,,,,127471.5,126803.0,148364.5,147643.0
,,,,,,,,,,132336.5,131496.5,153634.0,152723.5
,,,,,,,,,,2015532.5,1913819.5,2906598.0,2737976.5
,,,,,,,,,,2070705.5,1969252.5,2879472.0,2717865.0
,,,,,,,,,,2117869.0,2014835.0,2846692.0,2690366.0
,,,,,,,,,,2161706.5,2056783.5,2861496.0,2711944.0
,,,,,,,,,,2199193.5,2093460.0,2924558.5,2780520.0
,,,,,,,,,,113314.0,106624.5,152170.0,143450.5
,,,,,,,,,,118926.5,112574.0,152242.0,143193.0
,,,,,,,,,,125195.5,119207.5,153083.0,143936.0
,,,,,,,,,,130331.5,124398.0,153158.5,144062.0
,,,,,,,,,,134649.0,128309.5,154210.0,145326.0
,,,,,,,,,,1744939.0,1713220.5,2094595.0,2062278.5
,,,,,,,,,,1776480.5,1744881.0,2147479.0,2115650.5
,,,,,,,,,,1809696.5,1777751.5,2202014.5,2170895.5
,,,,,,,,,,1845987.0,1813307.0,2255074.5,2224851.5
,,,,,,,,,,1887948.0,1854342.0,2300212.0,2271075.5
,,,,,,,,,,1136.0,1121.0,1609.5,1484.5
,,,,,,,,,,1166.0,1144.5,1652.5,1553.5
,,,,,,,,,,1190.5,1157.0,1719.0,1662.0
,,,,,,,,,,1208.5,1170.5,1776.5,1736.0
,,,,,,,,,,1227.0,1176.0,1801.0,1762.0
,,,,,,,,,,793952.0,773725.5,958928.0,937528.5
,,,,,,,,,,815384.0,794492.0,975243.0,953381.0
,,,,,,,,,,836392.0,814817.0,993727.0,971660.5
,,,,,,,,,,856295.5,833954.0,1013636.5,991425.5
,,,,,,,,,,874915.0,851755.5,1033759.0,1011465.0
,,,,,,,,,,149902.0,147314.5,174944.0,172869.0
,,,,,,,,,,154445.5,151796.5,178730.5,176493.0
,,,,,,,,,,159027.0,156307.5,182959.5,180574.5
,,,,,,,,,,163640.5,160842.5,187694.0,185250.0
,,,,,,,,,,168433.5,165551.0,192875.0,190456.5
,,,,,,,,,,118560.0,116636.5,139472.5,138203.0
,,,,,,,,,,121520.0,119482.5,143104.0,141709.5
,,,,,,,,,,124426.5,122261.0,146823.5,145306.0
,,,,,,,,,,127332.5,125019.5,150623.0,148982.0
,,,,,,,,,,130221.0,127750.5,154520.5,152755.5
,,,,,,,,,,87536.5,85294.0,101274.5,91750.5
,,,,,,,,,,90838.5,89263.5,104008.5,94808.5
,,,,,,,,,,94176.0,92895.5,107143.0,98702.0
,,,,,,,,,,97771.0,96425.0,111246.0,103706.0
,,,,,,,,,,101268.5,99811.5,116382.0,109615.0
,,,,,,,,,,279190.5,260158.0,399164.0,361873.5
,,,,,,,,,,278387.5,261203.5,386459.0,349609.5
,,,,,,,,,,278320.5,262900.5,381468.5,346118.5
,,,,,,,,,,275221.0,260499.0,375755.0,342026.0
,,,,,,,,,,272316.5,257767.0,377226.0,345100.5
,,,,,,,,,,4357.5,4178.0,6285.0,6004.5
,,,,,,,,,,4403.0,4219.0,6168.0,5909.5
,,,,,,,,,,4433.5,4250.0,6057.5,5825.0
,,,,,,,,,,4452.0,4268.0,5963.0,5749.5
,,,,,,,,,,4457.0,4273.5,5879.0,5679.0
,,,,,,,,,,1828.5,1735.5,2677.0,2572.0
,,,,,,,,,,1825.5,1723.0,2617.5,2500.0
,,,,,,,,,,1828.5,1723.0,2537.5,2411.5
,,,,,,,,,,1842.5,1734.5,2451.0,2323.0
,,,,,,,,,,1858.5,1746.5,2399.5,2269.5
,,,,,,,,,,959886.5,937750.0,1285445.0,1260779.0
,,,,,,,,,,959684.0,937226.5,1297431.5,1272533.0
,,,,,,,,,,961386.0,938487.0,1307903.0,1283069.5
,,,,,,,,,,965473.5,941979.5,1315413.0,1290888.5
,,,,,,,,,,971348.0,947253.5,1320868.0,1296729.0
,,,,,,,,,,6143.5,5868.0,8684.0,7843.5
,,,,,,,,,,6208.0,5937.0,8576.5,7835.0
,,,,,,,,,,6325.0,6042.0,8462.5,7820.5
,,,,,,,,,,6505.5,6197.0,8361.5,7815.0
,,,,,,,,,,6724.5,6381.0,8299.0,7833.5
,,,,,,,,,,36808.5,35612.5,54685.5,53785.5
,,,,,,,,,,37230.0,36029.5,53480.5,52275.0
,,,,,,,,,,37702.0,36490.0,51841.0,50388.0
,,,,,,,,,,38219.5,37013.0,50487.0,48878.0
,,,,,,,,,,38689.5,37502.5,49624.0,47940.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,141089.5,139490.0,221779.5,226937.5
,,,,,,,,,,143363.5,140091.0,208382.0,211500.0
,,,,,,,,,,145102.5,140806.5,199492.0,200529.5
,,,,,,,,,,148378.5,143340.5,192237.0,191035.0
,,,,,,,,,,151190.5,145774.0,186879.5,184449.0
,,,,,,,,,,545286.0,520073.0,743958.5,713735.0
,,,,,,,,,,544983.5,519731.0,750220.5,719209.5
,,,,,,,,,,544954.5,519658.5,754927.0,723228.5
,,,,,,,,,,545328.0,519953.5,757551.0,725292.0
,,,,,,,,,,546034.5,520596.0,758066.0,725368.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,103210.5,97433.0,146257.0,137877.5
,,,,,,,,,,105141.0,99609.0,143760.0,135685.5
,,,,,,,,,,106470.5,101124.0,143449.0,135539.5
,,,,,,,,,,106522.5,101127.0,143098.0,135246.5
,,,,,,,,,,106172.5,100620.5,142116.0,134338.0
,,,,,,,,,,585883.5,579090.0,768600.5,765845.5
,,,,,,,,,,589615.0,582666.5,771683.5,768888.0
,,,,,,,,,,593627.0,586683.0,774784.5,771903.5
,,,,,,,,,,598101.0,591255.5,778629.5,775639.0
,,,,,,,,,,601892.5,595295.5,782711.0,779614.0
,,,,,,,,,,253212.5,239943.5,367717.5,346113.5
,,,,,,,,,,255724.0,242618.5,361506.5,341275.5
,,,,,,,,,,254923.5,242481.5,359258.5,339404.5
,,,,,,,,,,250278.0,238403.0,363497.5,343173.5
,,,,,,,,,,245776.0,233445.0,368465.5,348072.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
