country_code,bucket,pop_male,pop_female
MHL,4554,1981.0,1959.0
MHL,55plus,1358.0,1318.0
MIC,2024,239996757.0,224828054.0
MIC,2534,462500755.0,438096382.0
MIC,3544,438736473.0,423557414.0
MIC,4554,350832961.0,348256691.0
MIC,55plus,280001259.0,290829316.0
MKD,2024,51975.0,50969.0
MKD,2534,113845.0,111026.0
MKD,3544,124639.0,125501.0
MKD,4554,122361.0,127511.0
MKD,55plus,117255.0,126234.0
MLI,2024,1169862.0,1139802.0
MLI,2534,1653392.0,1608813.0
MLI,3544,1181038.0,1144969.0
MLI,4554,756867.0,741212.0
MLI,55plus,389505.0,402240.0
MLT,2024,14050.0,12651.0
MLT,2534,47836.0,39104.0
MLT,3544,53602.0,44597.0
MLT,4554,41377.0,35766.0
MLT,55plus,32003.0,29960.0
MMR,2024,2281959.0,2199642.0
MMR,2534,4393684.0,4289390.0
MMR,3544,4075184.0,4042912.0
MMR,4554,3344742.0,3428880.0
MMR,55plus,2421099.0,2665748.0
MNA,2024,18458896.0,17736187.0
MNA,2534,34730633.0,33454830.0
MNA,3544,33227220.0,32423817.0
MNA,4554,24285978.0,23860555.0
MNA,55plus,16301037.0,16744296.0
MNE,2024,18706.0,18101.0
MNE,2534,36780.0,35698.0
MNE,3544,40630.0,40792.0
MNE,4554,38352.0,42178.0
MNE,55plus,36000.0,40602.0
MNG,2024,115292.0,107730.0
MNG,2534,251380.0,239066.0
MNG,3544,272265.0,266121.0
MNG,4554,198007.0,205863.0
MNG,55plus,131030.0,159349.0
MNP,2024,1558.0,1375.0
MNP,2534,2109.0,1793.0
MNP,3544,2647.0,2281.0
MNP,4554,3594.0,3232.0
MNP,55plus,3779.0,3368.0
MOZ,2024,1632663.0,1658369.0
MOZ,2534,2494933.0,2617117.0
MOZ,3544,1568011.0,1786580.0
MOZ,4554,932450.0,1144970.0
MOZ,55plus,497144.0,671018.0
MRT,2024,234995.0,243075.0
MRT,2534,353678.0,384060.0
MRT,3544,243491.0,275562.0
MRT,4554,161192.0,187783.0
MRT,55plus,105073.0,120221.0
MUS,2024,46215.0,45575.0
MUS,2534,103392.0,95070.0
MUS,3544,98282.0,89841.0
MUS,4554,88989.0,87332.0
MUS,55plus,79291.0,82085.0
MWI,2024,1088128.0,1111683.0
MWI,2534,1636184.0,1729288.0
MWI,3544,1120893.0,1299406.0
MWI,4554,680524.0,687510.0
MWI,55plus,314913.0,421626.0
MYS,2024,1648275.0,1486213.0
MYS,2534,3442245.0,2897670.0
MYS,3544,3219642.0,2742382.0
MYS,4554,2205854.0,1984388.0
MYS,55plus,1517021.0,1491136.0
NAC,2024,12845326.0,12104160.0
NAC,2534,26479493.0,24726602.0
NAC,3544,26620997.0,25165440.0
NAC,4554,23370464.0,22571813.0
NAC,55plus,23213407.0,23226774.0
NAM,2024,130247.0,128078.0
NAM,2534,251970.0,259074.0
NAM,3544,183379.0,193981.0
NAM,4554,122278.0,127651.0
NAM,55plus,68774.0,85243.0
NCL,2024,10771.0,10796.0
NCL,2534,19999.0,20263.0
NCL,3544,20888.0,21602.0
NCL,4554,19122.0,20369.0
NCL,55plus,16273.0,16894.0
NER,2024,1316040.0,1267551.0
NER,2534,1858489.0,1784050.0
NER,3544,1192923.0,1137514.0
NER,4554,789200.0,757908.0
NER,55plus,499120.0,499815.0
NGA,2024,11610583.0,11187791.0
NGA,2534,16998814.0,16420743.0
NGA,3544,12236486.0,11920962.0
NGA,4554,8457920.0,8354606.0
NGA,55plus,4902912.0,5041940.0
NIC,2024,314830.0,307147.0
NIC,2534,597268.0,592486.0
NIC,3544,473646.0,507187.0
NIC,4554,342896.0,373166.0
NIC,55plus,213413.0,246044.0
NLD,2024,589941.0,570673.0
NLD,2534,1248008.0,1217771.0
NLD,3544,1145215.0,1127310.0
NLD,4554,1096492.0,1106190.0
NLD,55plus,1256118.0,1261756.0
NOR,2024,177597.0,169914.0
NOR,2534,391992.0,373099.0
NOR,3544,387815.0,372154.0
NOR,4554,372116.0,356609.0
NOR,55plus,356753.0,344628.0
NPL,2024,1386293.0,1476821.0
NPL,2534,2227673.0,2712094.0
NPL,3544,1617873.0,2125141.0
NPL,4554,1322773.0,1556018.0
NPL,55plus,950334.0,1073957.0
NRU,2024,458.0,439.0
NRU,2534,880.0,818.0
NRU,3544,866.0,839.0
NRU,4554,485.0,479.0
NRU,55plus,305.0,321.0
NZL,2024,171775.0,163546.0
NZL,2534,378197.0,358618.0
NZL,3544,356236.0,360722.0
NZL,4554,315616.0,326296.0
NZL,55plus,312467.0,332063.0
OED,2024,44518270.0,42390638.0
OED,2534,93285608.0,89213077.0
OED,3544,94036462.0,92616505.0
OED,4554,91054387.0,91630612.0
OED,55plus,85563734.0,88531701.0
OMN,2024,282025.0,151686.0
OMN,2534,871609.0,379817.0
OMN,3544,847017.0,368042.0
OMN,4554,377168.0,191625.0
OMN,55plus,138068.0,87478.0
OSS,2024,581516.0,533001.0
OSS,2534,1291843.0,1076655.0
OSS,3544,1312585.0,1028762.0
OSS,4554,902573.0,793193.0
OSS,55plus,625821.0,629178.0
PAK,2024,12065308.0,11538231.0
PAK,2534,19794340.0,18903549.0
PAK,3544,14642574.0,14248505.0
PAK,4554,9730731.0,9690455.0
PAK,55plus,6695295.0,6946714.0
PAN,2024,183117.0,176351.0
PAN,2534,347437.0,339770.0
PAN,3544,315651.0,312434.0
PAN,4554,267375.0,269646.0
PAN,55plus,209046.0,218697.0
PER,2024,1416004.0,1395512.0
PER,2534,2719277.0,2798106.0
PER,3544,2452403.0,2514760.0
PER,4554,2013794.0,2010707.0
PER,55plus,1457176.0,1473324.0
PHL,2024,5409212.0,5335112.0
PHL,2534,10046074.0,9905863.0
PHL,3544,7954803.0,7803067.0
PHL,4554,5911801.0,5963113.0
PHL,55plus,4154562.0,4502584.0
PLW,2024,538.0,497.0
PLW,2534,1265.0,956.0
PLW,3544,1577.0,1109.0
PLW,4554,1589.0,1210.0
PLW,55plus,1302.0,1166.0
PNG,2024,517502.0,468765.0
PNG,2534,898427.0,839492.0
PNG,3544,691760.0,699889.0
PNG,4554,494760.0,505551.0
PNG,55plus,325671.0,307953.0
POL,2024,845397.0,807288.0
POL,2534,2176934.0,2085764.0
POL,3544,2975259.0,2886246.0
POL,4554,2682194.0,2667469.0
POL,55plus,2036308.0,2178700.0
PRE,2024,53488750.0,52721045.0
PRE,2534,81544559.0,81462628.0
PRE,3544,56372045.0,57340331.0
PRE,4554,37080112.0,38303545.0
PRE,55plus,21666061.0,23757606.0
PRI,2024,104269.0,99859.0
PRI,2534,197653.0,204409.0
PRI,3544,177211.0,198007.0
PRI,4554,196873.0,221218.0
PRI,55plus,204418.0,240955.0
PRK,2024,893346.0,856296.0
PRK,2534,1991965.0,1923091.0
PRK,3544,1820134.0,1780137.0
PRK,4554,1814146.0,1814450.0
PRK,55plus,1782016.0,1860591.0
PRT,2024,291190.0,278358.0
PRT,2534,573058.0,557579.0
PRT,3544,619293.0,645261.0
PRT,4554,761873.0,830650.0
PRT,55plus,697716.0,795902.0
PRY,2024,291883.0,281492.0
PRY,2534,595709.0,580440.0
PRY,3544,504914.0,496887.0
PRY,4554,339861.0,340377.0
PRY,55plus,254983.0,273861.0
PSE,2024,233944.0,240722.0
PSE,2534,415693.0,426114.0
PSE,3544,304050.0,312030.0
PSE,4554,183921.0,200956.0
PSE,55plus,121132.0,133820.0
PSS,2024,117883.0,115855.0
PSS,2534,200013.0,204050.0
PSS,3544,171163.0,175231.0
PSS,4554,130599.0,127763.0
PSS,55plus,93315.0,95825.0
PST,2024,33463918.0,31594663.0
PST,2534,71461331.0,67369861.0
PST,3544,75175841.0,73029046.0
PST,4554,75047616.0,74718243.0
PST,55plus,74195185.0,76393019.0
PYF,2024,10532.0,10247.0
PYF,2534,19125.0,18571.0
PYF,3544,21488.0,21786.0
PYF,4554,19402.0,19157.0
PYF,55plus,17652.0,16865.0
QAT,2024,108097.0,50399.0
QAT,2534,575137.0,173708.0
QAT,3544,605715.0,182892.0
QAT,4554,288663.0,86784.0
QAT,55plus,98368.0,36247.0
ROU,2024,513019.0,492570.0
ROU,2534,1046933.0,998628.0
ROU,3544,1328695.0,1246591.0
ROU,4554,1487382.0,1448788.0
ROU,55plus,1190989.0,1282126.0
RUS,2024,3754558.0,3618268.0
RUS,2534,8059338.0,7852532.0
RUS,3544,11847165.0,12102263.0
RUS,4554,9413166.0,10515835.0
RUS,55plus,7739406.0,9806918.0
RWA,2024,703342.0,724350.0
RWA,2534,1044451.0,1081767.0
RWA,3544,855110.0,900961.0
RWA,4554,473459.0,562788.0
RWA,55plus,289324.0,360351.0
SAS,2024,92297742.0,86387103.0
SAS,2534,168429071.0,159264370.0
SAS,3544,143155770.0,136392069.0
SAS,4554,106980670.0,103310460.0
SAS,55plus,75574908.0,75414341.0
SAU,2024,1539841.0,1148715.0
SAU,2534,4814589.0,2617454.0
SAU,3544,4672624.0,2237675.0
SAU,4554,2549360.0,1257870.0
SAU,55plus,1246086.0,705958.0
SDN,2024,2438490.0,2419675.0
SDN,2534,3900060.0,3958759.0
SDN,3544,2445619.0,2717209.0
SDN,4554,1536858.0,1864059.0
SDN,55plus,1081851.0,1242654.0
SEN,2024,924321.0,896579.0
SEN,2534,1468317.0,1473873.0
SEN,3544,1007016.0,1029797.0
SEN,4554,674348.0,674511.0
SEN,55plus,428699.0,430399.0
SGP,2024,285798.0,237174.0
SGP,2534,664526.0,549675.0
SGP,3544,505753.0,462578.0
SGP,4554,389140.0,375122.0
SGP,55plus,333770.0,325400.0
SLB,2024,39667.0,37976.0
SLB,2534,61918.0,60885.0
SLB,3544,50002.0,49439.0
SLB,4554,37780.0,35321.0
SLB,55plus,21809.0,20958.0
SLE,2024,430959.0,425720.0
SLE,2534,684884.0,683419.0
SLE,3544,482987.0,481523.0
SLE,4554,320179.0,329504.0
SLE,55plus,195383.0,213630.0
SLV,2024,297443.0,282789.0
SLV,2534,599666.0,588046.0
SLV,3544,360264.0,432358.0
SLV,4554,274620.0,390685.0
SLV,55plus,202859.0,299362.0
SMR,2024,943.0,833.0
SMR,2534,1677.0,1640.0
SMR,3544,1823.0,1881.0
SMR,4554,2634.0,2812.0
SMR,55plus,2927.0,2977.0
SOM,2024,895641.0,884088.0
SOM,2534,1318384.0,1319962.0
SOM,3544,850427.0,865763.0
SOM,4554,536239.0,561122.0
SOM,55plus,320634.0,360144.0
SRB,2024,170378.0,171780.0
SRB,2534,371902.0,372823.0
SRB,3544,437529.0,447939.0
SRB,4554,452351.0,473834.0
SRB,55plus,408392.0,461739.0
SSA,2024,62169278.0,61446853.0
SSA,2534,96434587.0,96694615.0
SSA,3544,68318100.0,69645807.0
SSA,4554,44496261.0,46441948.0
SSA,55plus,26540270.0,29565945.0
SSD,2024,647316.0,641777.0
SSD,2534,736951.0,748833.0
SSD,3544,551155.0,618655.0
SSD,4554,505340.0,575675.0
SSD,55plus,273051.0,329294.0
SSF,2024,62173571.0,61450560.0
SSF,2534,96447338.0,96703146.0
SSF,3544,68331714.0,69654065.0
SSF,4554,44506101.0,46449326.0
SSF,55plus,26546698.0,29572384.0
SST,2024,827488.0,773833.0
SST,2534,1748668.0,1537799.0
SST,3544,1694685.0,1423238.0
SST,4554,1213531.0,1112155.0
SST,55plus,871646.0,891851.0
STP,2024,11444.0,11902.0
STP,2534,15811.0,16272.0
STP,3544,13033.0,13317.0
STP,4554,9898.0,9630.0
STP,55plus,5859.0,5957.0
SUR,2024,27557.0,26982.0
SUR,2534,49237.0,48121.0
SUR,3544,44092.0,41499.0
SUR,4554,36331.0,35448.0
SUR,55plus,30460.0,31008.0
SVK,2024,130821.0,123770.0
SVK,2534,323572.0,309538.0
SVK,3544,424361.0,405578.0
SVK,4554,428420.0,414020.0
SVK,55plus,325103.0,344870.0
SVN,2024,51450.0,48498.0
SVN,2534,122152.0,105357.0
SVN,3544,155457.0,137223.0
SVN,4554,164824.0,148786.0
SVN,55plus,149063.0,146943.0
SWE,2024,315027.0,293110.0
SWE,2534,713835.0,660188.0
SWE,3544,726065.0,688016.0
SWE,4554,665306.0,643691.0
SWE,55plus,651369.0,638940.0
SWZ,2024,60263.0,59246.0
SWZ,2534,104636.0,103809.0
SWZ,3544,82763.0,84704.0
SWZ,4554,47676.0,50897.0
SWZ,55plus,26593.0,36453.0
SXM,2024,1248.0,1256.0
SXM,2534,2405.0,2745.0
SXM,3544,2858.0,3499.0
SXM,4554,3264.0,3666.0
SXM,55plus,3464.0,3825.0
SYC,2024,4293.0,3707.0
SYC,2534,12751.0,8531.0
SYC,3544,13614.0,8258.0
SYC,4554,9840.0,7378.0
SYC,55plus,6428.0,6439.0
SYR,2024,1492939.0,1456426.0
SYR,2534,2223724.0,2148996.0
SYR,3544,1452430.0,1460416.0
SYR,4554,1124127.0,1196452.0
SYR,55plus,741225.0,832569.0
TCA,2024,1211.0,1464.0
TCA,2534,3226.0,3371.0
TCA,3544,4331.0,3781.0
TCA,4554,4240.0,3715.0
TCA,55plus,3045.0,2901.0
TCD,2024,952114.0,938445.0
TCD,2534,1470661.0,1466806.0
TCD,3544,919061.0,932399.0
TCD,4554,608923.0,633275.0
TCD,55plus,341109.0,373210.0
TEA,2024,70377730.0,63132692.0
TEA,2534,151642195.0,138113124.0
TEA,3544,167869868.0,158714832.0
TEA,4554,147695103.0,145432715.0
TEA,55plus,135952106.0,140829566.0
TEC,2024,13673537.0,13171297.0
TEC,2534,30323119.0,29471652.0
TEC,3544,35938795.0,35808946.0
TEC,4554,29589532.0,31396987.0
TEC,55plus,24135760.0,28023453.0
TGO,2024,439416.0,428014.0
TGO,2534,705652.0,686497.0
TGO,3544,539801.0,525378.0
TGO,4554,382663.0,380736.0
TGO,55plus,227940.0,238480.0
THA,2024,2382052.0,2276768.0
THA,2534,5082489.0,4947076.0
THA,3544,5069728.0,5130155.0
THA,4554,5103183.0,5493020.0
THA,55plus,4728702.0,5363775.0
TJK,2024,408880.0,444987.0
TJK,2534,837992.0,875722.0
TJK,3544,675244.0,703027.0
TJK,4554,422380.0,455417.0
TJK,55plus,315296.0,354685.0
TKM,2024,257167.0,243194.0
TKM,2534,654736.0,646501.0
TKM,3544,538379.0,537950.0
TKM,4554,382293.0,440255.0
TKM,55plus,263438.0,330649.0
TLA,2024,26247901.0,25536719.0
TLA,2534,51413605.0,51218146.0
TLA,3544,46593229.0,48048063.0
TLA,4554,38144162.0,40761527.0
TLA,55plus,29336755.0,32449510.0
TLS,2024,76169.0,74618.0
TLS,2534,114350.0,114502.0
TLS,3544,80591.0,80377.0
TLS,4554,53401.0,50046.0
TLS,55plus,38684.0,36680.0
TMN,2024,18224952.0,17495465.0
TMN,2534,34314940.0,33028716.0
TMN,3544,32923170.0,32111787.0
TMN,4554,24102057.0,23659599.0
TMN,55plus,16179905.0,16610476.0
TON,2024,4670.0,5088.0
TON,2534,4625.0,6905.0
TON,3544,4095.0,6152.0
TON,4554,4236.0,5167.0
TON,55plus,3728.0,4002.0
TSA,2024,92297742.0,86387103.0
TSA,2534,168429071.0,159264370.0
TSA,3544,143155770.0,136392069.0
TSA,4554,106980670.0,103310460.0
TSA,55plus,75574908.0,75414341.0
TSS,2024,62173571.0,61450560.0
TSS,2534,96447338.0,96703146.0
TSS,3544,68331714.0,69654065.0
TSS,4554,44506101.0,46449326.0
TSS,55plus,26546698.0,29572384.0
TTO,2024,43606.0,41792.0
TTO,2534,96468.0,92880.0
TTO,3544,120599.0,119236.0
TTO,4554,95384.0,95383.0
TTO,55plus,79946.0,85099.0
TUN,2024,411471.0,390593.0
TUN,2534,873219.0,873983.0
TUN,3544,897122.0,968774.0
TUN,4554,769813.0,818613.0
TUN,55plus,625732.0,668548.0
TUR,2024,3147425.0,3011567.0
TUR,2534,6739944.0,6457108.0
TUR,3544,6446088.0,6310556.0
TUR,4554,5760318.0,5763473.0
TUR,55plus,4357324.0,4484460.0
TUV,2024,374.0,350.0
TUV,2534,705.0,629.0
TUV,3544,519.0,448.0
TUV,4554,457.0,398.0
TUV,55plus,440.0,510.0
TZA,2024,3296712.0,3290623.0
TZA,2534,5075722.0,5089472.0
TZA,3544,3423412.0,3595587.0
TZA,4554,2256454.0,2396654.0
TZA,55plus,1160068.0,1323317.0
UGA,2024,2548638.0,2569113.0
UGA,2534,3948742.0,4012358.0
UGA,3544,2311258.0,2388551.0
UGA,4554,1337291.0,1421597.0
UGA,55plus,752061.0,872113.0
UKR,2024,1003431.0,974012.0
UKR,2534,2425448.0,2370639.0
UKR,3544,3302494.0,3248276.0
UKR,4554,2535508.0,2832335.0
UKR,55plus,2448926.0,2901953.0
UMC,2024,96479780.0,88257016.0
UMC,2534,206205112.0,191936294.0
UMC,3544,222386893.0,214009949.0
UMC,4554,191672307.0,191959383.0
UMC,55plus,169646230.0,178017210.0
URY,2024,122252.0,117352.0
URY,2534,253103.0,245124.0
URY,3544,224784.0,221079.0
URY,4554,213867.0,219312.0
URY,55plus,181681.0,196211.0
USA,2024,11587245.0,10886816.0
USA,2534,23494305.0,21927231.0
USA,3544,23766429.0,22350890.0
USA,4554,20871095.0,20021867.0
USA,55plus,20612996.0,20564704.0
UZB,2024,1263969.0,1203465.0
UZB,2534,2971993.0,2838996.0
UZB,3544,2753255.0,2651599.0
UZB,4554,1889351.0,1878103.0
UZB,55plus,1382690.0,1485069.0
VCT,2024,3609.0,3334.0
VCT,2534,7373.0,6745.0
VCT,3544,6536.0,6529.0
VCT,4554,6679.0,6331.0
VCT,55plus,6313.0,5866.0
VEN,2024,1237377.0,1162397.0
VEN,2534,1838840.0,1766262.0
VEN,3544,1754076.0,1837497.0
VEN,4554,1631146.0,1753523.0
VEN,55plus,1342546.0,1488010.0
VGB,2024,1234.0,1268.0
VGB,2534,2746.0,3105.0
VGB,3544,3402.0,4124.0
VGB,4554,3101.0,3645.0
VGB,55plus,2299.0,2515.0
VIR,2024,2899.0,2821.0
VIR,2534,4920.0,5234.0
VIR,3544,5527.0,6014.0
VIR,4554,6235.0,6675.0
VIR,55plus,7463.0,8364.0
VNM,2024,3276828.0,3257978.0
VNM,2534,7327343.0,7305275.0
VNM,3544,8292228.0,8311252.0
VNM,4554,6330528.0,6564223.0
VNM,55plus,4977826.0,5634038.0
VUT,2024,13568.0,13320.0
VUT,2534,23658.0,25727.0
VUT,3544,19569.0,20838.0
VUT,4554,13471.0,11804.0
VUT,55plus,9178.0,9000.0
WLD,2024,320384500.0,301785268.0
WLD,2534,615585048.0,581950477.0
WLD,3544,580061280.0,559038971.0
WLD,4554,472599764.0,469521979.0
WLD,55plus,385545507.0,401613005.0
WSM,2024,8852.0,8132.0
WSM,2534,12565.0,13517.0
WSM,3544,10053.0,11083.0
WSM,4554,9794.0,9567.0
WSM,55plus,8190.0,7702.0
XKX,2024,75343.0,74008.0
XKX,2534,132609.0,128230.0
XKX,3544,123385.0,121335.0
XKX,4554,103868.0,119966.0
XKX,55plus,84071.0,97364.0
YEM,2024,1908905.0,1835856.0
YEM,2534,3253098.0,3178782.0
YEM,3544,2424539.0,2371376.0
YEM,4554,1402712.0,1383896.0
YEM,55plus,748292.0,793022.0
ZAF,2024,2597837.0,2532950.0
ZAF,2534,5560225.0,5638288.0
ZAF,3544,5107335.0,5180467.0
ZAF,4554,3290462.0,3493533.0
ZAF,55plus,2119566.0,2675794.0
ZMB,2024,1028128.0,1043580.0
ZMB,2534,1626136.0,1653652.0
ZMB,3544,1192917.0,1195427.0
ZMB,4554,747279.0,770090.0
ZMB,55plus,355209.0,411087.0
ZWE,2024,818224.0,840161.0
ZWE,2534,1000895.0,1160194.0
ZWE,3544,898190.0,1105180.0
ZWE,4554,485918.0,713255.0
ZWE,55plus,227472.0,312937.0
