tiktok_male,tiktok_female,pop_male,pop_female,pen_male,pen_female,gap_abs,gap_pct,tt_fm,pop_fm,relative_gap
1101117500.0,736693000.0,906769846.0,888197422.0,1.2143,0.8294,0.3849,18.8332,0.669,0.9795,0.683
